subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
63,1,1,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,3220.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
63,1,2,ec,6,negative,G   U   N   T,maske_2.bmp,maske_1.bmp,9006.bmp,0.07,yes,no,no,no,no,no,no,no,yes,no,yes
63,1,3,ec,3,negative,T   U   G   Z,maske_2.bmp,maske_1.bmp,7380.bmp,0.07,yes,no,no,no,no,no,no,no,yes,no,yes
63,1,4,ec,6,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,8170.bmp,0.07,no,yes,no,no,no,no,no,no,yes,no,yes
63,1,5,ec,5,positive,K   L   E   M,maske_1.bmp,maske_2.bmp,8470.bmp,0.07,no,yes,no,no,no,no,no,no,yes,yes,no
63,1,6,ec,3,positive,K   E   H   M,maske_2.bmp,maske_1.bmp,1463.bmp,0.07,no,yes,no,no,no,no,no,no,yes,yes,no
63,1,7,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,8190.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
63,1,8,ec,4,negative,N   U   G   Z,maske_1.bmp,maske_2.bmp,3300.bmp,0.07,no,no,yes,no,no,no,no,no,yes,no,yes
63,1,9,ec,8,positive,M   E   H   K,maske_1.bmp,maske_2.bmp,8420.bmp,0.07,no,no,yes,no,no,no,no,no,yes,yes,no
63,1,10,ec,4,positive,H   E   M   K,maske_1.bmp,maske_2.bmp,8370.bmp,0.07,no,no,yes,no,no,no,no,no,yes,yes,no
63,1,11,ec,8,negative,T   U   N   G,maske_2.bmp,maske_1.bmp,9330.bmp,0.07,no,no,yes,no,no,no,no,no,yes,no,yes
63,1,12,ec,5,negative,Z   U   D   T,maske_2.bmp,maske_1.bmp,6530.bmp,0.07,no,no,no,yes,no,no,no,no,yes,yes,no
63,1,13,ec,7,negative,Z   U   N   T,maske_2.bmp,maske_1.bmp,9920.bmp,0.07,no,no,yes,no,no,no,no,no,yes,no,yes
63,1,14,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9561.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
63,1,15,ec,2,positive,C   E   L   K,maske_1.bmp,maske_2.bmp,2340.bmp,0.07,no,no,yes,no,no,no,no,no,yes,no,yes
63,1,16,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2660.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
63,1,17,ec,1,positive,H   E   L   K,maske_1.bmp,maske_2.bmp,2057.bmp,0.07,no,no,yes,no,no,no,no,no,yes,yes,no
63,1,18,ec,7,positive,C   E   L   M,maske_1.bmp,maske_2.bmp,7470.bmp,0.07,no,yes,no,no,no,no,no,no,yes,yes,no
63,1,19,ec,1,negative,G   N   U   D,maske_1.bmp,maske_2.bmp,2750.bmp,0.07,no,yes,no,no,no,no,no,no,yes,no,yes
