subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
106,1,1,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,9331.bmp,0.5,K   I   G   M,H   Y   V   Z,T   E   H   V,G   M   U   X,no,no,yes,no,no,yes
106,1,2,ec,5,positive,P   A   W   S,maske_1.bmp,maske_2.bmp,2040.bmp,0.085,J   O   L   F,P   A   W   S,S   N   A   W,F   O   R   B,no,yes,no,no,yes,no
106,1,3,ec,2,positive,S   P   A   W,maske_2.bmp,maske_1.bmp,7470.bmp,0.085,W   A   N   S,S   P   A   W,J   O   R   B,L   O   B   F,yes,no,no,no,yes,no
106,1,4,ec,5,negative,L   O   B   F,maske_2.bmp,maske_1.bmp,9404.bmp,0.085,S   P   A   W,L   O   B   F,L   O   R   B,W   A   P   S,no,yes,no,no,no,yes
106,1,5,ec,2,negative,F   O   R   B,maske_2.bmp,maske_1.bmp,3300.bmp,0.085,W   A   P   S,S   P   A   W,F   O   R   B,L   O   B   F,no,no,yes,no,no,yes
106,1,6,ec_control,1,positive,G   M   U   X,maske_2.bmp,maske_1.bmp,1999.bmp,0.5,G   M   U   X,K   I   G   M,H   Y   V   Z,T   E   H   V,yes,no,no,no,yes,no
106,1,7,ec,3,positive,S   N   A   D,maske_2.bmp,maske_1.bmp,8080.bmp,0.085,W   A   P   S,B   R   O   L,S   N   A   D,L   O   R   B,no,no,no,yes,yes,no
106,1,8,ec,8,positive,W   A   P   S,maske_2.bmp,maske_1.bmp,2160.bmp,0.085,J   O   R   F,L   O   B   F,W   A   D   S,W   A   P   S,no,yes,no,no,yes,no
106,1,9,ec,6,negative,L   O   R   B,maske_2.bmp,maske_1.bmp,6570.1.bmp,0.085,W   A   D   S,B   O   R   L,S   N   A   W,L   O   R   B,no,no,yes,no,no,yes
106,1,10,ec,4,positive,S   P   A   D,maske_1.bmp,maske_2.bmp,2050.bmp,0.085,P   A   W   S,J   O   L   F,B   O   R   L,S   P   A   D,yes,no,no,no,yes,no
106,1,11,ec,7,negative,B   O   R   L,maske_1.bmp,maske_2.bmp,9500.bmp,0.085,B   R   O   L,W   A   D   S,W   A   N   S,B   O   R   L,no,yes,no,no,no,yes
106,1,12,ec,6,positive,W   A   N   S,maske_1.bmp,maske_2.bmp,5830.bmp,0.085,W   A   N   S,L   O   R   B,J   O   R   B,S   P   A   W,no,no,no,yes,yes,no
106,1,13,ec,3,negative,J   O   R   B,maske_2.bmp,maske_1.bmp,7380.bmp,0.085,J   O   R   F,J   O   R   B,W   A   N   S,S   N   A   D,yes,no,no,no,no,yes
106,1,14,ec,1,positive,S   N   A   W,maske_1.bmp,maske_2.bmp,2208.bmp,0.085,B   R   O   L,B   O   R   L,S   P   A   D,S   N   A   W,no,yes,no,no,yes,no
106,1,15,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,8501.bmp,0.5,T   E   H   V,H   Y   V   Z,G   M   U   X,K   I   G   M,no,no,no,yes,yes,no
106,1,16,ec,8,negative,B   R   O   L,maske_1.bmp,maske_2.bmp,9830.bmp,0.085,F   O   R   B,B   R   O   L,S   P   A   D,P   A   W   S,no,no,yes,no,no,yes
106,1,17,ec,4,negative,J   O   L   F,maske_2.bmp,maske_1.bmp,9220.bmp,0.085,J   O   L   F,J   O   R   B,S   P   A   D,S   N   A   D,no,no,yes,no,yes,no
106,1,18,ec,1,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,9280.bmp,0.085,J   O   L   F,J   O   R   F,P   A   W   S,S   N   A   W,no,no,no,yes,yes,no
106,1,19,ec,7,positive,W   A   D   S,maske_2.bmp,maske_1.bmp,2660.bmp,0.085,S   N   A   D,J   O   R   F,W   A   D   S,F   O   R   B,no,no,yes,no,yes,no
106,1,20,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,1525.bmp,0.5,G   M   U   X,T   E   H   V,H   Y   V   Z,K   I   G   M,no,no,yes,no,no,yes
