subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
49,1,1,ec,5,positive,P   A   N   S,maske_1.bmp,maske_2.bmp,1650.bmp,0.103,F   O   R   B,B   O   R   F,W   A   D   S,P   A   N   S,no,no,yes,no,yes,no
49,1,2,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,2150.bmp,0.5,G   M   U   X,K   I   G   M,H   Y   V   Z,T   E   H   V,no,no,no,yes,yes,no
49,1,3,ec,8,negative,B   O   R   F,maske_1.bmp,maske_2.bmp,9830.bmp,0.103,S   P   A   W,B   O   R   F,J   O   R   B,N   A   P   S,yes,no,no,no,no,yes
49,1,4,ec,6,positive,P   A   N   D,maske_1.bmp,maske_2.bmp,2057.bmp,0.103,P   A   N   D,F   R   O   L,B   L   O   F,P   A   N   S,no,yes,no,no,yes,no
49,1,5,ec,8,positive,W   A   N   S,maske_1.bmp,maske_2.bmp,2080.bmp,0.103,B   O   R   L,F   O   R   B,S   P   A   W,W   A   N   S,yes,no,no,no,yes,no
49,1,6,ec,6,negative,F   R   O   L,maske_1.bmp,maske_2.bmp,9342.bmp,0.103,B   L   O   F,F   R   O   L,P   A   N   S,P   A   N   D,no,yes,no,no,no,yes
49,1,7,ec,4,negative,B   O   R   L,maske_1.bmp,maske_2.bmp,9340.bmp,0.103,F   O   R   B,W   A   D   S,P   A   W   S,B   O   R   L,yes,no,no,no,no,yes
49,1,8,ec,2,negative,L   O   R   B,maske_2.bmp,maske_1.bmp,9421.bmp,0.103,L   O   R   B,P   A   N   S,B   O   R   F,S   P   A   W,yes,no,no,no,no,yes
49,1,9,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,8170.bmp,0.5,K   I   G   M,T   E   H   V,G   M   U   X,H   Y   V   Z,no,no,yes,no,yes,no
49,1,10,ec,7,negative,J   O   R   B,maske_2.bmp,maske_1.bmp,2141.bmp,0.103,J   O   R   F,J   O   R   B,P   A   N   D,P   A   W   S,no,yes,no,no,no,yes
49,1,11,ec,5,negative,B   L   O   F,maske_2.bmp,maske_1.bmp,9180.bmp,0.103,D   A   P   S,L   O   R   B,B   L   O   F,W   A   N   S,no,yes,no,no,no,yes
49,1,12,ec,1,positive,S   P   A   W,maske_2.bmp,maske_1.bmp,8190.bmp,0.103,S   P   A   W,F   R   O   L,P   A   W   S,J   O   R   B,no,yes,no,no,yes,no
