subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
102,1,1,ec,5,negative,K   E   L   M,maske_1.bmp,maske_2.bmp,6020.bmp,0.068,no,yes,no,no,no,no,no,no,yes,no,yes
102,1,2,ec,7,positive,Z   U   N   T,maske_2.bmp,maske_1.bmp,2071.bmp,0.068,no,yes,no,no,no,no,no,no,yes,yes,no
102,1,3,ec,5,positive,N   U   G   Z,maske_2.bmp,maske_1.bmp,5629.bmp,0.068,no,no,yes,no,no,no,no,no,yes,yes,no
102,1,4,ec_control,2,positive,P   Y   W   S,maske_2.bmp,maske_1.bmp,1999.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
102,1,5,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,1525.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
102,1,6,ec,8,positive,Z   U   D   T,maske_1.bmp,maske_2.bmp,2057.bmp,0.068,no,no,no,yes,no,no,no,no,yes,yes,no
102,1,7,ec,1,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,1710.bmp,0.068,no,yes,no,no,no,no,no,no,yes,yes,no
102,1,8,ec,1,negative,K   L   E   M,maske_2.bmp,maske_1.bmp,9265.bmp,0.068,no,yes,no,no,no,no,no,no,yes,no,yes
102,1,9,ec,6,negative,C   E   L   M,maske_2.bmp,maske_1.bmp,2053.bmp,0.068,no,yes,no,no,no,no,no,no,yes,no,yes
102,1,10,ec,8,negative,C   H   E   K,maske_2.bmp,maske_1.bmp,9432.bmp,0.068,no,yes,no,no,no,no,no,no,yes,no,yes
102,1,11,ec,4,positive,G   U   T   Z,maske_2.bmp,maske_1.bmp,2160.bmp,0.068,no,no,yes,no,no,no,no,no,yes,yes,no
102,1,12,ec,3,positive,D   U   N   T,maske_2.bmp,maske_1.bmp,2340.bmp,0.068,no,yes,no,no,no,no,no,no,yes,yes,no
102,1,13,ec,7,negative,K   E   C   H,maske_1.bmp,maske_2.bmp,3300.bmp,0.068,no,no,yes,no,no,no,no,no,yes,no,yes
102,1,14,ec,4,negative,K   E   H   M,maske_2.bmp,maske_1.bmp,6831.bmp,0.068,no,yes,no,no,no,no,no,no,yes,no,yes
102,1,15,ec,2,positive,G   U   N   T,maske_2.bmp,maske_1.bmp,2040.bmp,0.068,no,no,no,yes,no,no,no,no,yes,yes,no
