subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
84,1,1,ec,3,positive,L   O   R   B,maske_2.bmp,maske_1.bmp,2791.bmp,0.087,L   O   R   B,P   A   N   D,N   A   P   S,B   O   R   F,no,yes,no,no,yes,no
84,1,2,ec,5,negative,P   A   W   S,maske_1.bmp,maske_2.bmp,9280.bmp,0.087,P   A   W   S,B   L   O   R,D   A   N   S,F   R   O   L,no,no,yes,no,no,yes
84,1,3,ec,8,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,8170.bmp,0.087,P   A   N   D,S   P   A   D,L   O   R   B,B   O   L   F,no,no,yes,no,yes,no
84,1,4,ec,2,positive,B   R   O   L,maske_1.bmp,maske_2.bmp,2660.bmp,0.087,W   A   N   S,P   A   W   S,B   R   O   L,B   L   O   R,no,no,yes,no,yes,no
84,1,5,ec_control,1,negative,T   E   H   V,maske_2.bmp,maske_1.bmp,6311.bmp,0.5,G   M   U   X,K   I   G   M,H   Y   V   Z,T   E   H   V,no,no,no,yes,no,yes
84,1,6,ec,4,positive,B   O   R   L,maske_2.bmp,maske_1.bmp,8496.bmp,0.087,P   A   W   S,B   O   R   L,N   A   P   S,F   R   O   L,no,no,yes,no,yes,no
84,1,7,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,2160.bmp,0.5,T   E   H   V,K   I   G   M,G   M   U   X,H   Y   V   Z,no,yes,no,no,yes,no
84,1,8,ec,1,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,9330.bmp,0.087,B   O   L   F,L   O   R   B,P   A   N   D,S   P   A   D,no,no,no,yes,no,yes
84,1,9,ec,6,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,3550.bmp,0.087,W   A   N   S,B   O   L   F,P   A   W   S,B   O   R   F,no,no,yes,no,no,yes
84,1,10,ec,6,positive,F   R   O   L,maske_1.bmp,maske_2.bmp,8540.bmp,0.087,B   O   L   F,D   W   A   P,S   N   A   W,F   R   O   L,no,no,no,yes,yes,no
84,1,11,ec,3,negative,S   N   A   W,maske_2.bmp,maske_1.bmp,3220.bmp,0.087,B   R   O   L,D   W   A   P,S   N   A   W,J   O   L   F,no,yes,no,no,no,yes
84,1,12,ec,7,negative,N   A   P   S,maske_1.bmp,maske_2.bmp,6020.bmp,0.087,N   A   P   S,S   N   A   W,L   O   R   B,J   O   L   F,yes,no,no,no,no,yes
84,1,13,ec_control,1,positive,G   M   U   X,maske_1.bmp,maske_2.bmp,2150.bmp,0.5,G   M   U   X,T   E   H   V,K   I   G   M,H   Y   V   Z,yes,no,no,no,yes,no
84,1,14,ec_control,2,negative,H   Y   V   Z,maske_2.bmp,maske_1.bmp,9432.bmp,0.5,G   M   U   X,K   I   G   M,T   E   H   V,H   Y   V   Z,no,no,no,yes,no,yes
84,1,15,ec,4,negative,D   A   N   S,maske_1.bmp,maske_2.bmp,6530.bmp,0.087,S   P   A   D,D   A   N   S,B   L   O   R,B   O   R   F,no,yes,no,no,no,yes
84,1,16,ec,8,negative,D   W   A   P,maske_1.bmp,maske_2.bmp,9342.bmp,0.087,B   R   O   L,N   A   P   S,D   W   A   P,B   O   R   L,no,no,yes,no,no,yes
84,1,17,ec,7,positive,B   L   O   R,maske_2.bmp,maske_1.bmp,8190.bmp,0.087,B   L   O   R,B   R   O   L,S   P   A   D,D   A   N   S,no,yes,no,no,yes,no
84,1,18,ec,1,positive,B   O   R   F,maske_1.bmp,maske_2.bmp,8080.bmp,0.087,J   O   L   F,D   W   A   P,S   N   A   W,B   O   R   F,yes,no,no,no,yes,no
84,1,19,ec,5,positive,J   O   L   F,maske_2.bmp,maske_1.bmp,2550.bmp,0.087,W   A   N   S,J   O   L   F,B   O   R   L,D   A   N   S,no,yes,no,no,yes,no
84,1,20,ec,2,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,2141.bmp,0.087,P   A   N   D,W   A   N   S,F   R   O   L,B   O   R   L,yes,no,no,no,no,yes
84,2,1,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,9180.bmp,0.5,T   E   H   V,K   I   G   M,H   Y   V   Z,G   M   U   X,yes,no,no,no,yes,no
84,2,2,ec,8,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,1710.bmp,0.087,N   A   P   S,B   O   L   F,D   A   N   S,B   L   O   R,no,no,no,yes,yes,no
