subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
79,1,1,ec,2,positive,C   H   E   L,maske_1.bmp,maske_2.bmp,2050.bmp,0.072,M   E   H   K,C   H   E   L,T   U   G   Z,T   N   U   D,yes,no,no,no,yes,no
79,1,2,ec,1,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,5831.bmp,0.072,K   E   L   M,T   U   G   Z,G   U   T   Z,K   L   E   H,yes,no,no,no,yes,no
79,1,3,ec,6,negative,T   N   U   D,maske_1.bmp,maske_2.bmp,3160.bmp,0.072,K   L   E   M,T   N   U   D,C   E   L   M,D   U   N   T,no,yes,no,no,no,yes
79,1,4,ec,4,negative,T   U   G   Z,maske_2.bmp,maske_1.bmp,6838.bmp,0.072,K   E   L   M,C   H   E   L,G   U   N   D,T   U   G   Z,no,no,yes,no,no,yes
79,1,5,ec,6,positive,C   H   E   K,maske_2.bmp,maske_1.bmp,8080.bmp,0.072,C   H   E   L,T   N   U   D,D   U   T   Z,C   H   E   K,no,no,yes,no,no,yes
79,1,6,ec,7,negative,Z   U   N   G,maske_2.bmp,maske_1.bmp,2900.bmp,0.072,K   L   E   M,K   E   L   M,D   U   G   T,Z   U   N   G,no,no,no,yes,no,yes
79,1,7,ec,8,negative,D   U   G   T,maske_1.bmp,maske_2.bmp,7380.bmp,0.072,C   H   E   K,D   U   G   T,T   N   U   D,M   E   H   K,no,yes,no,no,no,yes
79,1,8,ec,4,positive,M   E   H   K,maske_1.bmp,maske_2.bmp,8496.bmp,0.072,K   L   E   M,M   E   H   K,G   U   T   Z,G   U   N   D,no,no,no,yes,yes,no
79,1,9,ec,8,positive,K   L   E   M,maske_2.bmp,maske_1.bmp,2311.bmp,0.072,Z   U   N   G,K   L   E   M,D   U   N   T,C   E   L   M,no,no,yes,no,yes,no
79,1,10,ec,3,positive,C   E   L   K,maske_1.bmp,maske_2.bmp,1999.bmp,0.072,D   U   G   T,K   L   E   H,C   E   L   K,D   U   N   T,no,yes,no,no,yes,no
79,1,11,ec,2,negative,D   U   T   Z,maske_1.bmp,maske_2.bmp,6530.bmp,0.072,C   E   L   K,Z   U   N   G,K   L   E   H,D   U   T   Z,no,no,yes,no,no,yes
79,1,12,ec,1,negative,G   U   T   Z,maske_1.bmp,maske_2.bmp,2276.bmp,0.072,G   U   T   Z,C   E   L   K,C   H   E   K,D   U   T   Z,no,no,yes,no,no,yes
79,1,13,ec_control,1,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,5460.bmp,0.5,V   A   S   P,J   O   R   F,P   Y   W   S,F   R   I   B,no,yes,no,no,yes,no
79,1,14,ec,7,positive,K   E   L   M,maske_2.bmp,maske_1.bmp,2071.bmp,0.072,D   U   T   Z,G   U   N   D,C   H   E   K,K   E   L   M,no,yes,no,no,yes,no
79,1,15,ec,5,negative,D   U   N   T,maske_1.bmp,maske_2.bmp,9331.bmp,0.072,C   E   L   M,G   U   T   Z,M   E   H   K,D   U   N   T,no,no,no,yes,no,yes
79,1,16,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9830.bmp,0.5,P   Y   W   S,V   A   S   P,J   O   R   F,F   R   I   B,no,yes,no,no,no,yes
79,1,17,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,9400.bmp,0.5,F   R   I   B,P   Y   W   S,J   O   R   F,V   A   S   P,no,yes,no,no,no,yes
79,1,18,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,5910.bmp,0.5,V   A   S   P,J   O   R   F,F   R   I   B,P   Y   W   S,no,no,yes,no,yes,no
79,1,19,ec,5,positive,C   E   L   M,maske_1.bmp,maske_2.bmp,8470.bmp,0.072,D   U   G   T,Z   U   N   G,C   E   L   K,C   E   L   M,no,no,yes,no,yes,no
79,1,20,ec,3,negative,G   U   N   D,maske_2.bmp,maske_1.bmp,6555.bmp,0.072,G   U   N   D,T   U   G   Z,K   L   E   H,C   H   E   L,yes,no,no,no,no,yes
79,2,1,ec,3,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,9220.bmp,0.072,D   U   G   T,G   U   N   D,C   E   L   K,C   H   E   L,no,yes,no,no,no,yes
79,2,2,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,9400.bmp,0.5,F   R   I   B,P   Y   W   S,J   O   R   F,V   A   S   P,no,no,no,yes,no,yes
79,2,3,ec,2,negative,D   U   T   Z,maske_2.bmp,maske_1.bmp,9000.bmp,0.072,D   U   T   Z,K   E   L   M,C   H   E   K,T   N   U   D,no,no,no,yes,no,yes
79,2,4,ec,8,negative,D   U   G   T,maske_1.bmp,maske_2.bmp,9404.bmp,0.072,C   H   E   L,K   L   E   H,T   U   G   Z,D   U   G   T,no,no,yes,no,no,yes
79,2,5,ec,4,positive,M   E   H   K,maske_1.bmp,maske_2.bmp,2080.bmp,0.072,Z   U   N   G,M   E   H   K,G   U   T   Z,C   H   E   L,yes,no,no,no,yes,no
79,2,6,ec,8,positive,K   L   E   M,maske_1.bmp,maske_2.bmp,2340.bmp,0.072,K   L   E   M,T   U   G   Z,K   E   L   M,T   N   U   D,no,yes,no,no,yes,no
79,2,7,ec,7,negative,Z   U   N   G,maske_2.bmp,maske_1.bmp,9182.bmp,0.072,M   E   H   K,C   E   L   M,Z   U   N   G,D   U   T   Z,no,no,yes,no,no,yes
