subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
56,1,1,ec,4,negative,G   U   T   Z,maske_1.bmp,maske_2.bmp,3220.bmp,0.099,H   E   M   K,G   U   T   Z,K   E   C   H,T   U   N   G,no,no,yes,no,no,yes
56,1,2,ec,5,positive,H   E   M   K,maske_1.bmp,maske_2.bmp,2208.bmp,0.099,N   U   G   Z,H   E   M   K,G   U   N   D,H   E   L   K,no,yes,no,no,yes,no
56,1,3,ec,4,positive,K   E   C   H,maske_1.bmp,maske_2.bmp,5994.bmp,0.099,Z   U   N   T,N   U   G   Z,C   E   L   K,K   E   C   H,no,yes,no,no,yes,no
56,1,4,ec,3,positive,C   H   E   L,maske_1.bmp,maske_2.bmp,8200.bmp,0.099,T   U   N   G,D   N   U   G,C   H   E   L,C   H   E   K,no,no,yes,no,yes,no
56,1,5,ec,1,negative,G   U   N   D,maske_2.bmp,maske_1.bmp,7380.bmp,0.099,G   U   N   D,H   E   L   K,K   L   E   H,Z   U   N   D,yes,no,no,no,no,yes
56,1,6,ec,5,negative,Z   U   N   T,maske_1.bmp,maske_2.bmp,2053.bmp,0.099,N   U   G   Z,Z   U   N   T,M   E   C   H,C   H   E   K,no,yes,no,no,no,yes
56,1,7,ec,1,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,2791.bmp,0.099,G   U   T   Z,K   E   C   H,Z   U   N   D,M   E   C   H,no,yes,no,no,yes,no
56,1,8,ec,7,positive,C   H   E   K,maske_1.bmp,maske_2.bmp,1710.bmp,0.099,M   E   C   H,T   U   N   G,D   U   T   Z,C   H   E   K,no,no,no,yes,yes,no
56,1,9,ec,8,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,7350.bmp,0.099,K   L   E   H,Z   U   N   D,Z   U   N   T,H   E   M   K,yes,no,no,no,yes,no
56,1,10,ec,2,negative,N   U   G   Z,maske_2.bmp,maske_1.bmp,9050.bmp,0.099,H   E   L   K,G   U   N   D,K   L   E   H,N   U   G   Z,no,no,no,yes,no,yes
56,1,11,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,9330.bmp,0.5,F   R   I   B,V   A   S   P,J   O   R   F,P   Y   W   S,no,no,yes,no,no,yes
56,1,12,ec_control,2,positive,P   Y   W   S,maske_2.bmp,maske_1.bmp,2550.bmp,0.5,V   A   S   P,F   R   I   B,J   O   R   F,P   Y   W   S,no,no,no,yes,yes,no
56,1,13,ec,6,positive,H   E   L   K,maske_1.bmp,maske_2.bmp,5910.bmp,0.099,C   H   E   L,G   U   N   D,D   N   U   G,H   E   L   K,no,no,no,yes,yes,no
56,1,14,ec_control,2,negative,F   R   I   B,maske_1.bmp,maske_2.bmp,6242.bmp,0.5,V   A   S   P,P   Y   W   S,F   R   I   B,J   O   R   F,no,no,yes,no,no,yes
56,1,15,ec,7,negative,Z   U   N   D,maske_1.bmp,maske_2.bmp,9920.bmp,0.099,Z   U   N   D,D   N   U   G,C   H   E   L,C   H   E   K,yes,no,no,no,no,yes
56,1,16,ec,8,negative,D   U   T   Z,maske_2.bmp,maske_1.bmp,9340.bmp,0.099,Z   U   N   T,C   E   L   K,D   U   T   Z,K   E   C   H,no,no,yes,no,no,yes
56,1,17,ec_control,1,positive,V   A   S   P,maske_2.bmp,maske_1.bmp,5629.bmp,0.5,V   A   S   P,P   Y   W   S,J   O   R   F,F   R   I   B,yes,no,no,no,yes,no
56,1,18,ec,2,positive,C   E   L   K,maske_1.bmp,maske_2.bmp,5830.bmp,0.099,K   L   E   H,C   E   L   K,D   U   T   Z,G   U   T   Z,no,yes,no,no,yes,no
56,1,19,ec,6,negative,T   U   N   G,maske_2.bmp,maske_1.bmp,2141.bmp,0.099,G   U   T   Z,T   U   N   G,C   E   L   K,C   H   E   L,no,yes,no,no,no,yes
56,1,20,ec,3,negative,D   N   U   G,maske_2.bmp,maske_1.bmp,8485.bmp,0.099,D   N   U   G,M   E   C   H,H   E   M   K,D   U   T   Z,yes,no,no,no,no,yes
56,2,1,ec,4,negative,G   U   T   Z,maske_2.bmp,maske_1.bmp,1525.bmp,0.099,C   H   E   L,K   L   E   H,G   U   T   Z,N   U   G   Z,no,no,yes,no,no,yes
56,2,2,ec,8,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,5831.bmp,0.099,H   E   M   K,K   L   E   H,T   U   N   G,Z   U   N   T,no,yes,no,no,yes,no
56,2,3,ec,8,negative,D   U   T   Z,maske_1.bmp,maske_2.bmp,9280.bmp,0.099,D   U   T   Z,K   E   C   H,C   H   E   K,G   U   T   Z,yes,no,no,no,no,yes
56,2,4,ec,7,positive,C   H   E   K,maske_1.bmp,maske_2.bmp,2150.bmp,0.099,G   U   T   Z,C   H   E   K,C   E   L   K,G   U   N   D,no,no,yes,no,yes,no
56,2,5,ec,1,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,1440.bmp,0.099,M   E   C   H,G   U   N   D,Z   U   N   D,C   H   E   L,no,no,no,yes,yes,no
56,2,6,ec,7,negative,Z   U   N   D,maske_1.bmp,maske_2.bmp,9500.bmp,0.099,C   H   E   K,D   U   T   Z,M   E   C   H,Z   U   N   D,no,yes,no,no,no,yes
56,2,7,ec,1,negative,G   U   N   D,maske_2.bmp,maske_1.bmp,9220.bmp,0.099,T   U   N   G,C   E   L   K,G   U   N   D,H   E   M   K,yes,no,no,no,no,yes
56,2,8,ec,3,negative,D   N   U   G,maske_1.bmp,maske_2.bmp,2750.bmp,0.099,Z   U   N   T,D   N   U   G,K   L   E   H,H   E   L   K,no,yes,no,no,no,yes
56,2,9,ec,5,negative,Z   U   N   T,maske_2.bmp,maske_1.bmp,9041.bmp,0.099,G   U   N   D,M   E   C   H,Z   U   N   T,K   E   C   H,no,no,yes,no,no,yes
56,2,10,ec,2,negative,N   U   G   Z,maske_2.bmp,maske_1.bmp,9007.bmp,0.099,H   E   M   K,C   E   L   K,N   U   G   Z,D   N   U   G,no,no,no,yes,no,yes
56,2,11,ec,3,positive,C   H   E   L,maske_1.bmp,maske_2.bmp,2791.bmp,0.099,C   H   E   L,D   U   T   Z,K   E   C   H,N   U   G   Z,yes,no,no,no,yes,no
56,2,12,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,3220.bmp,0.5,P   Y   W   S,V   A   S   P,F   R   I   B,J   O   R   F,no,no,no,yes,no,yes
56,2,13,ec_control,1,positive,V   A   S   P,maske_2.bmp,maske_1.bmp,2071.bmp,0.5,P   Y   W   S,J   O   R   F,F   R   I   B,V   A   S   P,no,no,no,yes,yes,no
56,2,14,ec_control,2,positive,P   Y   W   S,maske_1.bmp,maske_2.bmp,7580.bmp,0.5,V   A   S   P,F   R   I   B,P   Y   W   S,J   O   R   F,no,no,yes,no,yes,no
56,2,15,ec,4,positive,K   E   C   H,maske_1.bmp,maske_2.bmp,5594.bmp,0.099,D   N   U   G,K   E   C   H,M   E   C   H,Z   U   N   D,no,no,yes,no,yes,no
56,2,16,ec,6,positive,H   E   L   K,maske_1.bmp,maske_2.bmp,8496.bmp,0.099,D   N   U   G,H   E   L   K,G   U   T   Z,C   H   E   K,no,no,no,yes,yes,no
56,2,17,ec,6,negative,T   U   N   G,maske_1.bmp,maske_2.bmp,9630.bmp,0.099,C   H   E   L,Z   U   N   D,H   E   L   K,T   U   N   G,no,no,no,yes,no,yes
56,2,18,ec_control,2,negative,F   R   I   B,maske_1.bmp,maske_2.bmp,9430.bmp,0.5,J   O   R   F,V   A   S   P,P   Y   W   S,F   R   I   B,no,no,no,yes,no,yes
56,2,19,ec,5,positive,H   E   M   K,maske_2.bmp,maske_1.bmp,2160.bmp,0.099,H   E   M   K,K   L   E   H,D   U   T   Z,N   U   G   Z,yes,no,no,no,yes,no
56,2,20,ec,2,positive,C   E   L   K,maske_2.bmp,maske_1.bmp,4220.bmp,0.099,T   U   N   G,Z   U   N   T,H   E   L   K,C   E   L   K,no,yes,no,no,yes,no
