subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
10,1,1,ec,7,negative,B   L   O   F,maske_1.bmp,maske_2.bmp,2276.bmp,0.08,no,yes,no,no,no,no,no,no,yes,no,yes
10,1,2,ec,3,negative,L   O   B   F,maske_2.bmp,maske_1.bmp,9265.bmp,0.08,no,yes,no,no,no,no,no,no,yes,no,yes
10,1,3,ec,8,negative,F   L   O   R,maske_2.bmp,maske_1.bmp,9330.bmp,0.08,no,yes,no,no,no,no,no,no,yes,no,yes
10,1,4,ec,5,positive,W   A   D   S,maske_2.bmp,maske_1.bmp,4220.bmp,0.08,yes,no,no,no,no,no,no,no,yes,no,yes
10,1,5,ec,2,positive,S   P   A   D,maske_2.bmp,maske_1.bmp,1463.bmp,0.08,yes,no,no,no,no,no,no,no,yes,yes,no
10,1,6,ec,1,positive,N   A   P   S,maske_1.bmp,maske_2.bmp,8170.bmp,0.08,no,yes,no,no,no,no,no,no,yes,yes,no
10,1,7,ec,5,negative,F   R   O   B,maske_2.bmp,maske_1.bmp,9331.bmp,0.08,yes,no,no,no,no,no,no,no,yes,no,yes
10,1,8,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,7380.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
10,1,9,ec_control,1,positive,G   M   U   X,maske_2.bmp,maske_1.bmp,1650.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
10,1,10,ec,7,positive,P   A   N   D,maske_1.bmp,maske_2.bmp,5629.bmp,0.08,no,yes,no,no,no,no,no,no,yes,yes,no
10,1,11,ec,1,negative,F   O   R   B,maske_2.bmp,maske_1.bmp,9220.bmp,0.08,no,yes,no,no,no,no,no,no,yes,no,yes
10,1,12,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,1525.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
10,1,13,ec,8,positive,S   N   A   D,maske_2.bmp,maske_1.bmp,2050.bmp,0.08,no,yes,no,no,no,no,no,no,yes,yes,no
