subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
27,1,1,ec,2,negative,S   W   A   D,maske_2.bmp,maske_1.bmp,9500.bmp,0.084,no,no,yes,no,no,no,no,no,yes,no,yes
27,1,2,ec,2,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,2150.bmp,0.084,no,no,no,yes,no,no,no,no,yes,yes,no
27,1,3,ec,1,positive,B   L   O   F,maske_2.bmp,maske_1.bmp,4220.bmp,0.084,no,no,yes,no,no,no,no,no,yes,yes,no
27,1,4,ec,7,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,5594.bmp,0.084,no,no,no,yes,no,no,no,no,yes,yes,no
27,1,5,ec,5,negative,W   A   P   S,maske_2.bmp,maske_1.bmp,9561.bmp,0.084,no,no,no,yes,no,no,no,no,yes,no,yes
27,1,6,ec,4,positive,F   L   O   R,maske_1.bmp,maske_2.bmp,1440.bmp,0.084,no,yes,no,no,no,no,no,no,yes,yes,no
27,1,7,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9432.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
27,1,8,ec,8,negative,P   A   N   S,maske_2.bmp,maske_1.bmp,9342.bmp,0.084,no,no,no,yes,no,no,no,no,yes,no,yes
27,1,9,ec,7,negative,D   W   A   P,maske_1.bmp,maske_2.bmp,9050.bmp,0.084,no,no,no,yes,no,no,no,no,yes,no,yes
27,1,10,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,5994.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
27,1,11,ec,3,positive,F   R   O   L,maske_2.bmp,maske_1.bmp,1710.bmp,0.084,no,no,no,yes,no,no,no,no,yes,yes,no
27,1,12,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,2053.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
27,1,13,ec,6,positive,B   L   O   R,maske_1.bmp,maske_2.bmp,2340.bmp,0.084,no,no,no,yes,no,no,no,no,yes,yes,no
27,1,14,ec,4,negative,P   A   W   S,maske_2.bmp,maske_1.bmp,9007.bmp,0.084,no,yes,no,no,no,no,no,no,yes,no,yes
27,1,15,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,2160.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
27,1,16,ec,8,positive,F   R   O   B,maske_1.bmp,maske_2.bmp,4606.bmp,0.084,no,no,no,yes,no,no,no,no,yes,yes,no
27,1,17,ec,6,negative,D   A   N   S,maske_2.bmp,maske_1.bmp,9280.bmp,0.084,no,no,yes,no,no,no,no,no,yes,no,yes
27,1,18,ec,1,negative,S   P   A   D,maske_1.bmp,maske_2.bmp,7380.bmp,0.084,no,yes,no,no,no,no,no,no,yes,no,yes
27,1,19,ec,5,positive,B   O   R   F,maske_1.bmp,maske_2.bmp,8470.bmp,0.084,no,no,no,yes,no,no,no,no,yes,yes,no
27,1,20,ec,3,negative,S   W   A   P,maske_1.bmp,maske_2.bmp,9435.bmp,0.084,no,no,no,no,yes,no,no,no,yes,no,yes
27,2,1,ec_control,2,negative,K   I   G   M,maske_2.bmp,maske_1.bmp,9400.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
27,2,2,ec,2,negative,S   W   A   D,maske_1.bmp,maske_2.bmp,2141.bmp,0.08,no,no,no,yes,no,no,no,no,yes,no,yes
27,2,3,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,2900.2.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
27,2,4,ec,7,positive,J   O   R   B,maske_2.bmp,maske_1.bmp,7330.bmp,0.08,no,no,no,yes,no,no,no,no,yes,yes,no
27,2,5,ec,2,positive,B   O   L   F,maske_2.bmp,maske_1.bmp,2057.bmp,0.08,no,no,no,yes,no,no,no,no,yes,yes,no
27,2,6,ec,8,positive,F   R   O   B,maske_2.bmp,maske_1.bmp,5629.bmp,0.08,no,no,yes,no,no,no,no,no,yes,yes,no
27,2,7,ec,5,positive,B   O   R   F,maske_2.bmp,maske_1.bmp,8501.bmp,0.08,no,no,no,yes,no,no,no,no,yes,yes,no
27,2,8,ec,3,positive,F   R   O   L,maske_1.bmp,maske_2.bmp,8200.bmp,0.08,no,no,no,yes,no,no,no,no,yes,yes,no
27,2,9,ec,1,positive,B   L   O   F,maske_1.bmp,maske_2.bmp,2058.bmp,0.08,no,yes,no,no,no,no,no,no,yes,yes,no
27,2,10,ec,7,negative,D   W   A   P,maske_2.bmp,maske_1.bmp,9000.bmp,0.08,no,no,no,yes,no,no,no,no,yes,no,yes
27,2,11,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,9041.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
27,2,12,ec,8,negative,P   A   N   S,maske_1.bmp,maske_2.bmp,9340.bmp,0.08,no,no,no,no,yes,no,no,no,yes,no,yes
27,2,13,ec,6,positive,B   L   O   R,maske_2.bmp,maske_1.bmp,2660.bmp,0.08,no,yes,no,no,no,no,no,no,yes,yes,no
27,2,14,ec,6,negative,D   A   N   S,maske_1.bmp,maske_2.bmp,2375.1.bmp,0.08,no,no,no,no,yes,no,no,no,yes,no,yes
27,2,15,ec,1,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,6242.bmp,0.08,no,no,no,no,yes,no,no,no,yes,no,yes
27,2,16,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,7502.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
27,2,17,ec,4,negative,P   A   W   S,maske_1.bmp,maske_2.bmp,9430.bmp,0.08,no,yes,no,no,no,no,no,no,yes,no,yes
27,2,18,ec,5,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,2276.bmp,0.08,no,no,no,yes,no,no,no,no,yes,no,yes
27,2,19,ec,3,negative,S   W   A   P,maske_2.bmp,maske_1.bmp,6831.bmp,0.08,no,no,no,no,yes,no,no,no,yes,no,yes
