subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
65,1,1,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,8540.bmp,0.5,G   M   U   X,K   I   G   M,T   E   H   V,H   Y   V   Z,no,no,yes,no,yes,no
65,1,2,ec,3,positive,D   A   N   S,maske_1.bmp,maske_2.bmp,5910.bmp,0.082,L   O   B   F,N   A   P   S,J   O   R   B,D   A   N   S,yes,no,no,no,yes,no
65,1,3,ec,6,positive,S   P   A   W,maske_1.bmp,maske_2.bmp,5460.bmp,0.082,S   P   A   W,B   L   O   R,D   A   N   S,F   R   O   B,no,yes,no,no,yes,no
65,1,4,ec,3,negative,B   L   O   F,maske_2.bmp,maske_1.bmp,9000.bmp,0.082,P   A   N   D,B   L   O   R,S   W   A   D,B   L   O   F,yes,no,no,no,no,yes
65,1,5,ec,7,negative,J   O   R   B,maske_2.bmp,maske_1.bmp,2710.bmp,0.082,S   P   A   W,B   L   O   F,N   A   P   S,J   O   R   B,no,no,yes,no,no,yes
65,1,6,ec,5,negative,B   R   O   F,maske_2.bmp,maske_1.bmp,6530.bmp,0.082,D   A   N   S,F   R   O   B,B   R   O   F,S   W   A   P,no,no,no,yes,no,yes
65,1,7,ec,7,positive,P   A   N   D,maske_2.bmp,maske_1.bmp,2040.bmp,0.082,B   L   O   F,F   L   O   R,P   A   W   S,P   A   N   D,yes,no,no,no,yes,no
65,1,8,ec,1,negative,B   L   O   R,maske_1.bmp,maske_2.bmp,9400.bmp,0.082,B   L   O   R,P   A   W   S,D   A   N   S,F   L   O   R,no,yes,no,no,no,yes
65,1,9,ec,8,negative,F   R   O   B,maske_1.bmp,maske_2.bmp,9830.bmp,0.082,L   O   B   F,S   W   A   P,N   A   P   S,F   R   O   B,yes,no,no,no,no,yes
65,1,10,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,2208.bmp,0.5,G   M   U   X,H   Y   V   Z,K   I   G   M,T   E   H   V,no,yes,no,no,no,yes
65,1,11,ec,5,positive,P   A   W   S,maske_1.bmp,maske_2.bmp,2050.bmp,0.082,B   R   O   F,P   A   W   S,S   W   A   D,B   L   O   R,no,no,yes,no,yes,no
65,1,12,ec,2,negative,F   L   O   R,maske_2.bmp,maske_1.bmp,9404.bmp,0.082,W   A   N   S,S   W   A   D,F   L   O   R,L   O   R   B,no,no,yes,no,no,yes
65,1,13,ec,4,negative,L   O   B   F,maske_1.bmp,maske_2.bmp,6555.bmp,0.082,J   O   R   B,L   O   B   F,W   A   N   S,S   P   A   W,yes,no,no,no,no,yes
65,1,14,ec,6,negative,L   O   R   B,maske_1.bmp,maske_2.bmp,9630.bmp,0.082,P   A   W   S,L   O   R   B,B   R   O   F,P   A   N   D,no,yes,no,no,no,yes
65,1,15,ec,8,positive,N   A   P   S,maske_2.bmp,maske_1.bmp,8496.bmp,0.082,J   O   R   B,F   R   O   B,N   A   P   S,W   A   N   S,yes,no,no,no,no,yes
65,1,16,ec,2,positive,S   W   A   P,maske_1.bmp,maske_2.bmp,2080.bmp,0.082,S   W   A   P,B   R   O   F,P   A   N   D,L   O   R   B,no,yes,no,no,no,yes
65,1,17,ec,4,positive,W   A   N   S,maske_2.bmp,maske_1.bmp,7330.bmp,0.082,B   L   O   F,F   L   O   R,W   A   N   S,S   W   A   P,yes,no,no,no,yes,no
65,1,18,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9561.bmp,0.5,T   E   H   V,G   M   U   X,H   Y   V   Z,K   I   G   M,no,no,no,yes,no,yes
