subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
51,1,1,ec,4,negative,S   P   A   W,maske_1.bmp,maske_2.bmp,9330.bmp,0.08,B   O   L   F,S   P   A   W,S   P   A   D,L   O   R   B,yes,no,no,no,no,yes
51,1,2,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,9430.bmp,0.5,H   Y   V   Z,K   I   G   M,G   M   U   X,T   E   H   V,no,no,yes,no,no,yes
51,1,3,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,7330.bmp,0.5,G   M   U   X,K   I   G   M,H   Y   V   Z,T   E   H   V,no,no,yes,no,yes,no
51,1,4,ec,7,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,9006.bmp,0.08,B   O   R   L,W   A   N   S,F   R   O   B,S   W   A   P,no,yes,no,no,no,yes
51,1,5,ec,5,negative,S   P   A   D,maske_1.bmp,maske_2.bmp,9421.bmp,0.08,D   A   N   S,S   P   A   D,B   R   O   F,L   O   R   B,yes,no,no,no,no,yes
51,1,6,ec_control,2,negative,K   I   G   M,maske_2.bmp,maske_1.bmp,3160.bmp,0.5,G   M   U   X,K   I   G   M,H   Y   V   Z,T   E   H   V,no,yes,no,no,no,yes
51,1,7,ec,7,positive,B   L   O   R,maske_1.bmp,maske_2.bmp,2050.bmp,0.08,B   L   O   R,S   N   A   D,J   O   R   F,S   P   A   D,no,yes,no,no,yes,no
51,1,8,ec,2,positive,F   R   O   B,maske_2.bmp,maske_1.bmp,2311.bmp,0.08,B   O   R   L,F   R   O   B,S   W   A   P,D   A   P   S,no,no,no,yes,yes,no
51,1,9,ec,6,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,9265.bmp,0.08,S   N   A   D,J   O   R   F,B   R   O   F,P   A   N   D,yes,no,no,no,no,yes
51,1,10,ec,8,negative,S   W   A   P,maske_2.bmp,maske_1.bmp,9050.bmp,0.08,D   A   P   S,B   O   R   L,B   L   O   F,S   W   A   P,no,no,no,yes,no,yes
51,1,11,ec,4,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,8200.bmp,0.08,J   O   R   F,D   A   N   S,F   R   O   B,W   A   N   S,yes,no,no,no,yes,no
51,1,12,ec,2,negative,D   A   P   S,maske_2.bmp,maske_1.bmp,2053.bmp,0.08,F   R   O   B,S   P   A   W,B   L   O   R,D   A   P   S,no,no,no,yes,no,yes
51,1,13,ec,6,positive,B   L   O   F,maske_2.bmp,maske_1.bmp,8370.bmp,0.08,W   A   N   S,S   P   A   W,B   R   O   F,B   L   O   F,no,no,yes,no,yes,no
51,1,14,ec,1,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,9182.bmp,0.08,J   O   R   F,S   N   A   D,W   A   N   S,B   L   O   R,no,no,no,yes,no,yes
51,1,15,ec,1,positive,B   O   R   L,maske_2.bmp,maske_1.bmp,5994.bmp,0.08,B   O   L   F,S   N   A   D,B   O   R   L,P   A   N   D,no,no,yes,no,yes,no
51,1,16,ec,3,positive,L   O   R   B,maske_2.bmp,maske_1.bmp,2209.bmp,0.08,D   A   P   S,B   L   O   R,P   A   N   D,L   O   R   B,yes,no,no,no,yes,no
51,1,17,ec,8,positive,B   R   O   F,maske_1.bmp,maske_2.bmp,8496.bmp,0.08,B   L   O   F,S   P   A   D,B   R   O   F,S   W   A   P,no,no,yes,no,yes,no
51,1,18,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,1463.bmp,0.5,T   E   H   V,K   I   G   M,H   Y   V   Z,G   M   U   X,yes,no,no,no,yes,no
51,1,19,ec,5,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,5594.bmp,0.08,S   P   A   W,B   O   L   F,L   O   R   B,D   A   N   S,no,no,no,yes,yes,no
51,1,20,ec,3,negative,D   A   N   S,maske_1.bmp,maske_2.bmp,3550.bmp,0.08,D   A   N   S,B   L   O   F,P   A   N   D,B   O   L   F,no,yes,no,no,no,yes
51,2,1,ec,2,negative,D   A   P   S,maske_1.bmp,maske_2.bmp,6020.bmp,0.08,D   A   P   S,J   O   R   F,D   A   N   S,L   O   R   B,no,yes,no,no,no,yes
51,2,2,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,7580.bmp,0.5,G   M   U   X,H   Y   V   Z,T   E   H   V,K   I   G   M,no,yes,no,no,yes,no
51,2,3,ec,6,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,9630.bmp,0.08,W   A   N   S,B   L   O   R,P   A   N   D,B   O   L   F,no,no,yes,no,no,yes
51,2,4,ec,5,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,9432.bmp,0.08,S   P   A   D,B   O   R   L,F   R   O   B,D   A   P   S,no,no,no,yes,no,yes
51,2,5,ec,1,positive,B   O   R   L,maske_2.bmp,maske_1.bmp,1650.bmp,0.08,B   O   R   L,S   W   A   P,F   R   O   B,S   N   A   D,yes,no,no,no,no,yes
