subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
12,1,1,ec_control,1,negative,T   E   H   V,maske_2.bmp,maske_1.bmp,9830.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
12,1,2,ec,8,negative,S   N   A   W,maske_1.bmp,maske_2.bmp,9050.bmp,0.098,no,no,yes,no,no,no,no,no,yes,no,yes
12,1,3,ec,2,positive,B   O   R   F,maske_1.bmp,maske_2.bmp,5910.bmp,0.098,no,no,no,yes,no,no,no,no,yes,yes,no
12,1,4,ec,5,positive,L   O   B   F,maske_1.bmp,maske_2.bmp,7350.bmp,0.098,no,no,no,yes,no,no,no,no,yes,yes,no
12,1,5,ec,2,negative,S   P   A   W,maske_1.bmp,maske_2.bmp,9220.bmp,0.098,no,yes,no,no,no,no,no,no,yes,no,yes
12,1,6,ec,1,negative,P   A   N   S,maske_1.bmp,maske_2.bmp,3160.bmp,0.098,no,yes,no,no,no,no,no,no,yes,no,yes
12,1,7,ec,4,positive,B   L   O   R,maske_1.bmp,maske_2.bmp,2080.bmp,0.098,no,yes,no,no,no,no,no,no,yes,yes,no
12,1,8,ec,8,positive,B   O   L   F,maske_2.bmp,maske_1.bmp,5629.bmp,0.098,no,no,no,yes,no,no,no,no,yes,yes,no
12,1,9,ec_control,1,positive,G   M   U   X,maske_1.bmp,maske_2.bmp,8190.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
12,1,10,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,8370.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
12,1,11,ec,7,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,9007.bmp,0.098,no,no,no,no,yes,no,no,no,yes,no,yes
12,1,12,ec,4,negative,S   N   A   D,maske_2.bmp,maske_1.bmp,9180.bmp,0.098,no,yes,no,no,no,no,no,no,yes,no,yes
12,1,13,ec,3,positive,B   L   O   F,maske_2.bmp,maske_1.bmp,7230.bmp,0.098,no,no,no,yes,no,no,no,no,yes,yes,no
12,1,14,ec,6,negative,D   W   A   P,maske_1.bmp,maske_2.bmp,9520.bmp,0.098,no,no,no,no,yes,no,no,no,yes,no,yes
12,1,15,ec,5,negative,P   A   W   S,maske_1.bmp,maske_2.bmp,7380.bmp,0.098,no,yes,no,no,no,no,no,no,yes,no,yes
12,1,16,ec_control,2,negative,H   Y   V   Z,maske_2.bmp,maske_1.bmp,2750.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
12,1,17,ec,6,positive,F   O   R   B,maske_2.bmp,maske_1.bmp,2058.bmp,0.098,no,yes,no,no,no,no,no,no,yes,no,yes
12,1,18,ec,1,positive,F   R   O   L,maske_1.bmp,maske_2.bmp,2900.2.bmp,0.098,no,yes,no,no,no,no,no,no,yes,yes,no
12,1,19,ec,3,negative,S   W   A   D,maske_1.bmp,maske_2.bmp,2375.1.bmp,0.098,no,no,no,no,yes,no,no,no,yes,no,yes
