subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
48,1,1,ec,2,positive,H   E   L   K,maske_1.bmp,maske_2.bmp,2550.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
48,1,2,ec,7,negative,T   N   U   D,maske_1.bmp,maske_2.bmp,9000.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
48,1,3,ec_control,2,positive,P   Y   W   S,maske_1.bmp,maske_2.bmp,4220.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
48,1,4,ec,4,negative,N   U   G   Z,maske_1.bmp,maske_2.bmp,9050.bmp,0.086,no,no,yes,no,no,no,no,no,yes,no,yes
48,1,5,ec,4,positive,C   L   E   K,maske_1.bmp,maske_2.bmp,2900.2.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
48,1,6,ec_control,1,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,9404.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
48,1,7,ec,1,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,7502.bmp,0.086,no,no,yes,no,no,no,no,no,yes,yes,no
48,1,8,ec,3,negative,T   U   G   Z,maske_2.bmp,maske_1.bmp,6831.bmp,0.086,no,no,yes,no,no,no,no,no,yes,no,yes
48,1,9,ec,6,negative,D   U   T   Z,maske_2.bmp,maske_1.bmp,7380.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
48,1,10,ec,1,negative,Z   U   D   T,maske_1.bmp,maske_2.bmp,9006.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
48,1,11,ec,3,positive,C   E   L   K,maske_1.bmp,maske_2.bmp,2070.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
48,1,12,ec,5,positive,H   E   M   K,maske_2.bmp,maske_1.bmp,2209.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
48,1,13,ec,5,negative,D   U   G   T,maske_1.bmp,maske_2.bmp,9561.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
48,1,14,ec,8,positive,K   E   H   M,maske_1.bmp,maske_2.bmp,5910.bmp,0.086,no,no,yes,no,no,no,no,no,yes,yes,no
