subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
3,1,1,ec,6,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,9400.bmp,0.08,no,yes,no,no,no,no,no,no,yes,no,yes
3,1,2,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,2053.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
3,1,3,ec,7,negative,D   A   P   S,maske_2.bmp,maske_1.bmp,9330.bmp,0.08,no,no,yes,no,no,no,no,no,yes,no,yes
3,1,4,ec,8,positive,B   R   O   L,maske_2.bmp,maske_1.bmp,8190.bmp,0.08,no,yes,no,no,no,no,no,no,yes,yes,no
3,1,5,ec,2,positive,L   O   R   B,maske_1.bmp,maske_2.bmp,2150.bmp,0.08,no,no,yes,no,no,no,no,no,yes,yes,no
3,1,6,ec,5,negative,S   P   A   W,maske_1.bmp,maske_2.bmp,3550.bmp,0.08,no,no,yes,no,no,no,no,no,yes,no,yes
3,1,7,ec,4,positive,J   O   R   B,maske_2.bmp,maske_1.bmp,8540.bmp,0.08,no,no,yes,no,no,no,no,no,yes,yes,no
3,1,8,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,2050.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
3,1,9,ec,5,positive,L   O   B   F,maske_1.bmp,maske_2.bmp,1650.bmp,0.08,no,no,no,no,yes,no,no,no,yes,yes,no
3,1,10,ec,8,negative,N   A   P   S,maske_2.bmp,maske_1.bmp,9265.bmp,0.08,no,no,no,yes,no,no,no,no,yes,no,yes
3,1,11,ec,3,negative,W   A   D   S,maske_1.bmp,maske_2.bmp,9102.bmp,0.08,no,no,no,yes,no,no,no,no,yes,no,yes
3,1,12,ec,1,negative,S   P   A   D,maske_1.bmp,maske_2.bmp,9331.bmp,0.08,no,no,no,yes,no,no,no,no,yes,no,yes
3,1,13,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,5594.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
3,1,14,ec,6,positive,F   R   O   B,maske_2.bmp,maske_1.bmp,2080.bmp,0.08,no,no,no,yes,no,no,no,no,yes,yes,no
3,1,15,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9520.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
3,1,16,ec,3,positive,B   O   R   F,maske_2.bmp,maske_1.bmp,2160.bmp,0.08,no,no,no,no,yes,no,no,no,yes,yes,no
3,1,17,ec,4,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,9000.bmp,0.08,no,no,no,no,yes,no,no,no,yes,no,yes
3,1,18,ec,2,negative,P   A   N   S,maske_1.bmp,maske_2.bmp,6555.bmp,0.08,no,no,no,yes,no,no,no,no,yes,no,yes
3,1,19,ec,1,positive,F   R   O   L,maske_1.bmp,maske_2.bmp,8470.bmp,0.08,no,no,yes,no,no,no,no,no,yes,yes,no
3,1,20,ec,7,positive,F   L   O   R,maske_2.bmp,maske_1.bmp,7470.bmp,0.08,no,yes,no,no,no,no,no,no,yes,yes,no
3,2,1,ec,6,positive,F   R   O   B,maske_1.bmp,maske_2.bmp,2057.bmp,0.076,no,yes,no,no,no,no,no,no,yes,yes,no
3,2,2,ec,6,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,9342.bmp,0.076,no,yes,no,no,no,no,no,no,yes,no,yes
3,2,3,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,8501.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
3,2,4,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,9050.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
3,2,5,ec,3,positive,B   O   R   F,maske_1.bmp,maske_2.bmp,8420.bmp,0.076,no,yes,no,no,no,no,no,no,yes,no,yes
3,2,6,ec,2,negative,P   A   N   S,maske_2.bmp,maske_1.bmp,9280.bmp,0.076,no,yes,no,no,no,no,no,no,yes,yes,no
3,2,7,ec,3,negative,W   A   D   S,maske_2.bmp,maske_1.bmp,3220.bmp,0.076,no,no,no,yes,no,no,no,no,yes,no,yes
3,2,8,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,1463.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
