subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
9,1,1,ec,3,negative,B   O   R   L,maske_2.bmp,maske_1.bmp,3160.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
9,1,2,ec,1,positive,W   A   P   S,maske_1.bmp,maske_2.bmp,8080.bmp,0.104,yes,no,no,no,no,no,no,no,yes,yes,no
9,1,3,ec,6,positive,S   N   A   D,maske_1.bmp,maske_2.bmp,2660.bmp,0.104,no,no,yes,no,no,no,no,no,yes,yes,no
9,1,4,ec,2,positive,S   W   A   D,maske_2.bmp,maske_1.bmp,1710.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
9,1,5,ec_control,2,negative,K   I   G   M,maske_2.bmp,maske_1.bmp,1525.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
9,1,6,ec,2,negative,J   O   L   F,maske_1.bmp,maske_2.bmp,9432.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
9,1,7,ec,7,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,9330.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
9,1,8,ec,5,negative,F   O   R   B,maske_2.bmp,maske_1.bmp,2900.bmp,0.104,no,no,yes,no,no,no,no,no,yes,no,yes
9,1,9,ec,7,positive,P   A   N   D,maske_1.bmp,maske_2.bmp,8540.bmp,0.104,no,no,no,yes,no,no,no,no,yes,yes,no
9,1,10,ec,5,positive,S   N   A   W,maske_1.bmp,maske_2.bmp,7230.bmp,0.104,no,no,yes,no,no,no,no,no,yes,no,yes
9,1,11,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,2150.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
9,1,12,ec,3,positive,S   P   A   D,maske_1.bmp,maske_2.bmp,8496.bmp,0.104,no,no,no,no,yes,no,no,no,yes,yes,no
9,1,13,ec,1,negative,B   R   O   L,maske_2.bmp,maske_1.bmp,6242.bmp,0.104,no,no,no,yes,no,no,no,no,yes,no,yes
9,1,14,ec,8,negative,L   O   R   B,maske_2.bmp,maske_1.bmp,2710.bmp,0.104,no,no,yes,no,no,no,no,no,yes,no,yes
9,1,15,ec,6,negative,B   R   O   F,maske_2.bmp,maske_1.bmp,6831.bmp,0.104,no,no,no,yes,no,no,no,no,yes,no,yes
9,1,16,ec,4,negative,B   L   O   F,maske_1.bmp,maske_2.bmp,9430.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
9,1,17,ec,4,positive,D   W   A   P,maske_2.bmp,maske_1.bmp,5460.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
9,1,18,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,7350.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
9,1,19,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,9560.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
9,1,20,ec,8,positive,S   W   A   P,maske_1.bmp,maske_2.bmp,8420.bmp,0.104,no,no,no,no,yes,no,no,no,yes,yes,no
9,2,1,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,2071.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
9,2,2,ec,1,positive,W   A   P   S,maske_2.bmp,maske_1.bmp,2040.bmp,0.104,no,no,yes,no,no,no,no,no,yes,yes,no
9,2,3,ec,7,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,9404.bmp,0.104,yes,no,no,no,no,no,no,no,yes,no,yes
9,2,4,ec,5,negative,F   O   R   B,maske_1.bmp,maske_2.bmp,2141.bmp,0.104,no,no,no,yes,no,no,no,no,yes,no,yes
9,2,5,ec,8,negative,L   O   R   B,maske_1.bmp,maske_2.bmp,9630.bmp,0.104,no,no,yes,no,no,no,no,no,yes,no,yes
9,2,6,ec,3,positive,S   P   A   D,maske_2.bmp,maske_1.bmp,2311.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
9,2,7,ec,4,positive,D   W   A   P,maske_1.bmp,maske_2.bmp,1650.bmp,0.104,no,no,yes,no,no,no,no,no,yes,yes,no
9,2,8,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9920.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
9,2,9,ec,2,negative,J   O   L   F,maske_2.bmp,maske_1.bmp,9006.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
9,2,10,ec,6,negative,B   R   O   F,maske_1.bmp,maske_2.bmp,7380.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
9,2,11,ec,6,positive,S   N   A   D,maske_2.bmp,maske_1.bmp,2791.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
9,2,12,ec,3,negative,B   O   R   L,maske_1.bmp,maske_2.bmp,9265.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
9,2,13,ec,5,positive,S   N   A   W,maske_2.bmp,maske_1.bmp,8470.bmp,0.104,no,no,no,yes,no,no,no,no,yes,yes,no
9,2,14,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,9561.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
9,2,15,ec,2,positive,S   W   A   D,maske_1.bmp,maske_2.bmp,8190.bmp,0.104,no,no,yes,no,no,no,no,no,yes,yes,no
9,2,16,ec,7,positive,P   A   N   D,maske_2.bmp,maske_1.bmp,1999.bmp,0.104,no,no,no,yes,no,no,no,no,yes,yes,no
9,2,17,ec,1,negative,B   R   O   L,maske_1.bmp,maske_2.bmp,6570.1.bmp,0.104,no,no,no,yes,no,no,no,no,yes,no,yes
9,2,18,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,5594.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
9,2,19,ec,8,positive,S   W   A   P,maske_2.bmp,maske_1.bmp,5910.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
9,2,20,ec,4,negative,B   L   O   F,maske_2.bmp,maske_1.bmp,9000.bmp,0.104,no,no,yes,no,no,no,no,no,yes,no,yes
9,3,1,ec,6,positive,S   N   A   D,maske_1.bmp,maske_2.bmp,5831.bmp,0.108,no,no,yes,no,no,no,no,no,yes,yes,no
9,3,2,ec,1,negative,B   R   O   L,maske_1.bmp,maske_2.bmp,9520.bmp,0.108,no,no,yes,no,no,no,no,no,yes,no,yes
9,3,3,ec,2,positive,S   W   A   D,maske_1.bmp,maske_2.bmp,2160.bmp,0.108,no,no,no,yes,no,no,no,no,yes,yes,no
9,3,4,ec,4,negative,B   L   O   F,maske_2.bmp,maske_1.bmp,9041.bmp,0.108,no,no,yes,no,no,no,no,no,yes,no,yes
9,3,5,ec,5,negative,F   O   R   B,maske_1.bmp,maske_2.bmp,6020.bmp,0.108,no,no,no,no,yes,no,no,no,yes,no,yes
9,3,6,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,8330.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
9,3,7,ec,8,positive,S   W   A   P,maske_1.bmp,maske_2.bmp,2050.bmp,0.108,no,no,no,no,yes,no,no,no,yes,yes,no
9,3,8,ec,7,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,2750.bmp,0.108,no,no,no,no,yes,no,no,no,yes,no,yes
9,3,9,ec,7,positive,P   A   N   D,maske_1.bmp,maske_2.bmp,7470.bmp,0.108,no,no,no,no,yes,no,no,no,yes,yes,no
9,3,10,ec,8,negative,L   O   R   B,maske_1.bmp,maske_2.bmp,9007.bmp,0.108,no,no,no,yes,no,no,no,no,yes,no,yes
