subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
93,1,1,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9430.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
93,1,2,ec,1,negative,H   E   M   K,maske_1.bmp,maske_2.bmp,3220.bmp,0.08,yes,no,no,no,no,no,no,no,yes,no,yes
93,1,3,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,1710.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
93,1,4,ec,7,positive,D   U   G   T,maske_1.bmp,maske_2.bmp,2070.bmp,0.08,yes,no,no,no,no,no,no,no,yes,yes,no
93,1,5,ec,2,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,9400.bmp,0.08,yes,no,no,no,no,no,no,no,yes,no,yes
93,1,6,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,6838.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
93,1,7,ec,1,positive,Z   U   N   G,maske_2.bmp,maske_1.bmp,5830.bmp,0.08,no,yes,no,no,no,no,no,no,yes,yes,no
93,1,8,ec,5,negative,C   H   E   L,maske_1.bmp,maske_2.bmp,9404.bmp,0.08,yes,no,no,no,no,no,no,no,yes,no,yes
93,1,9,ec,2,positive,D   U   T   Z,maske_2.bmp,maske_1.bmp,7580.bmp,0.08,no,no,yes,no,no,no,no,no,yes,yes,no
93,1,10,ec,5,positive,G   U   T   Z,maske_1.bmp,maske_2.bmp,5831.bmp,0.08,no,no,yes,no,no,no,no,no,yes,yes,no
93,1,11,ec,6,positive,Z   U   D   T,maske_1.bmp,maske_2.bmp,8420.bmp,0.08,no,yes,no,no,no,no,no,no,yes,yes,no
93,1,12,ec_control,1,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,1440.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
93,1,13,ec,7,negative,K   E   C   H,maske_2.bmp,maske_1.bmp,2053.bmp,0.08,no,yes,no,no,no,no,no,no,yes,no,yes
93,1,14,ec,8,positive,Z   U   N   T,maske_2.bmp,maske_1.bmp,4606.bmp,0.08,no,yes,no,no,no,no,no,no,yes,yes,no
93,1,15,ec,6,negative,K   L   E   H,maske_1.bmp,maske_2.bmp,6242.bmp,0.08,no,yes,no,no,no,no,no,no,yes,no,yes
93,1,16,ec,4,negative,M   E   C   H,maske_2.bmp,maske_1.bmp,9220.bmp,0.08,no,no,yes,no,no,no,no,no,yes,yes,no
93,1,17,ec,8,negative,K   E   H   M,maske_1.bmp,maske_2.bmp,9041.bmp,0.08,no,no,yes,no,no,no,no,no,yes,no,yes
93,1,18,ec,3,positive,T   U   G   Z,maske_1.bmp,maske_2.bmp,2311.bmp,0.08,yes,no,no,no,no,no,no,no,yes,yes,no
93,1,19,ec,3,negative,L   E   M   K,maske_1.bmp,maske_2.bmp,9421.bmp,0.08,yes,no,no,no,no,no,no,no,yes,no,yes
93,1,20,ec,4,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,2050.bmp,0.08,no,yes,no,no,no,no,no,no,yes,yes,no
93,2,1,ec,3,positive,T   U   G   Z,maske_2.bmp,maske_1.bmp,8080.bmp,0.084,no,yes,no,no,no,no,no,no,yes,yes,no
93,2,2,ec,3,negative,L   E   M   K,maske_2.bmp,maske_1.bmp,9520.bmp,0.084,no,no,yes,no,no,no,no,no,yes,yes,no
93,2,3,ec,5,positive,G   U   T   Z,maske_2.bmp,maske_1.bmp,2209.bmp,0.084,no,no,yes,no,no,no,no,no,yes,yes,no
93,2,4,ec,7,positive,D   U   G   T,maske_2.bmp,maske_1.bmp,8540.bmp,0.084,no,no,yes,no,no,no,no,no,yes,yes,no
93,2,5,ec,8,negative,K   E   H   M,maske_2.bmp,maske_1.bmp,9000.bmp,0.084,no,no,yes,no,no,no,no,no,yes,no,yes
93,2,6,ec,4,negative,M   E   C   H,maske_1.bmp,maske_2.bmp,6311.bmp,0.084,no,no,yes,no,no,no,no,no,yes,no,yes
93,2,7,ec,7,negative,K   E   C   H,maske_1.bmp,maske_2.bmp,9280.bmp,0.084,yes,no,no,no,no,no,no,no,yes,no,yes
93,2,8,ec,5,negative,C   H   E   L,maske_2.bmp,maske_1.bmp,9265.bmp,0.084,no,yes,no,no,no,no,no,no,yes,no,yes
93,2,9,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,5910.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
93,2,10,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,5994.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
93,2,11,ec,2,positive,D   U   T   Z,maske_1.bmp,maske_2.bmp,5629.bmp,0.084,no,no,yes,no,no,no,no,no,yes,yes,no
93,2,12,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,9006.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
93,2,13,ec,8,positive,Z   U   N   T,maske_1.bmp,maske_2.bmp,7350.bmp,0.084,no,yes,no,no,no,no,no,no,yes,yes,no
93,2,14,ec,4,positive,G   N   U   D,maske_2.bmp,maske_1.bmp,2058.bmp,0.084,no,yes,no,no,no,no,no,no,yes,yes,no
93,2,15,ec,1,positive,Z   U   N   G,maske_1.bmp,maske_2.bmp,2208.bmp,0.084,no,yes,no,no,no,no,no,no,yes,yes,no
93,2,16,ec,6,positive,Z   U   D   T,maske_2.bmp,maske_1.bmp,2040.bmp,0.084,no,yes,no,no,no,no,no,no,yes,yes,no
93,2,17,ec,6,negative,K   L   E   H,maske_2.bmp,maske_1.bmp,9560.bmp,0.084,no,yes,no,no,no,no,no,no,yes,no,yes
93,2,18,ec,1,negative,H   E   M   K,maske_2.bmp,maske_1.bmp,9435.bmp,0.084,no,yes,no,no,no,no,no,no,yes,no,yes
93,2,19,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,2710.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
93,2,20,ec,2,negative,K   L   E   M,maske_2.bmp,maske_1.bmp,6555.bmp,0.084,no,yes,no,no,no,no,no,no,yes,no,yes
93,3,1,ec,8,negative,K   E   H   M,maske_1.bmp,maske_2.bmp,2750.bmp,0.088,no,yes,no,no,no,no,no,no,yes,no,yes
93,3,2,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2900.2.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
93,3,3,ec,8,positive,Z   U   N   T,maske_2.bmp,maske_1.bmp,7502.bmp,0.088,no,no,yes,no,no,no,no,no,yes,yes,no
93,3,4,ec,4,positive,G   N   U   D,maske_2.bmp,maske_1.bmp,2340.bmp,0.088,no,yes,no,no,no,no,no,no,yes,yes,no
93,3,5,ec,6,positive,Z   U   D   T,maske_2.bmp,maske_1.bmp,5460.bmp,0.088,no,no,yes,no,no,no,no,no,yes,yes,no
93,3,6,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,2141.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
93,3,7,ec,3,positive,T   U   G   Z,maske_2.bmp,maske_1.bmp,2550.bmp,0.088,no,no,yes,no,no,no,no,no,yes,yes,no
93,3,8,ec,2,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,9340.bmp,0.088,no,no,yes,no,no,no,no,no,yes,no,yes
93,3,9,ec,6,negative,K   L   E   H,maske_1.bmp,maske_2.bmp,9330.bmp,0.088,no,yes,no,no,no,no,no,no,yes,no,yes
