subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
67,1,1,ec,8,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,2375.1.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
67,1,2,ec,4,positive,B   O   R   F,maske_2.bmp,maske_1.bmp,2208.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
67,1,3,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,1999.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
67,1,4,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,6838.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
67,1,5,ec,1,negative,W   A   P   S,maske_2.bmp,maske_1.bmp,2710.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
67,1,6,ec,4,negative,P   A   N   D,maske_1.bmp,maske_2.bmp,9330.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
67,1,7,ec,7,positive,J   O   L   F,maske_2.bmp,maske_1.bmp,1710.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
67,1,8,ec,6,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,2058.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
67,1,9,ec,3,negative,S   W   A   D,maske_1.bmp,maske_2.bmp,9180.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
67,1,10,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,2050.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
67,1,11,ec,5,negative,P   A   N   S,maske_2.bmp,maske_1.bmp,6530.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
67,1,12,ec,3,positive,F   R   O   L,maske_2.bmp,maske_1.bmp,8190.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
67,1,13,ec,2,negative,D   A   N   S,maske_1.bmp,maske_2.bmp,9050.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
67,1,14,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9560.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
67,1,15,ec,7,negative,P   A   W   S,maske_1.bmp,maske_2.bmp,6020.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
67,1,16,ec,6,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,9561.bmp,0.104,no,yes,no,no,no,no,no,no,yes,no,yes
67,1,17,ec,5,positive,F   L   O   R,maske_2.bmp,maske_1.bmp,2660.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
67,1,18,ec,8,positive,F   O   R   B,maske_2.bmp,maske_1.bmp,2900.2.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
67,1,19,ec,2,positive,B   L   O   F,maske_2.bmp,maske_1.bmp,7350.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
67,1,20,ec,1,positive,L   O   B   F,maske_1.bmp,maske_2.bmp,2311.bmp,0.104,no,yes,no,no,no,no,no,no,yes,yes,no
