subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
15,1,1,ec,3,positive,C   L   E   K,maske_2.bmp,maske_1.bmp,5629.bmp,0.088,no,no,yes,no,no,no,no,no,yes,yes,no
15,1,2,ec,1,positive,H   E   L   K,maske_2.bmp,maske_1.bmp,2660.bmp,0.088,no,no,yes,no,no,no,no,no,yes,yes,no
15,1,3,ec,2,negative,N   U   G   Z,maske_2.bmp,maske_1.bmp,6838.bmp,0.088,no,yes,no,no,no,no,no,no,yes,no,yes
15,1,4,ec,8,positive,C   L   E   M,maske_2.bmp,maske_1.bmp,8080.bmp,0.088,no,yes,no,no,no,no,no,no,yes,yes,no
15,1,5,ec,6,negative,T   N   U   D,maske_2.bmp,maske_1.bmp,2750.bmp,0.088,no,yes,no,no,no,no,no,no,yes,no,yes
15,1,6,ec,7,positive,K   E   C   H,maske_1.bmp,maske_2.bmp,8330.bmp,0.088,no,no,yes,no,no,no,no,no,yes,yes,no
15,1,7,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,5830.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
15,1,8,ec,8,negative,G   U   N   T,maske_1.bmp,maske_2.bmp,9006.bmp,0.088,yes,no,no,no,no,no,no,no,yes,no,yes
15,1,9,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,3160.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
15,1,10,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9430.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
15,1,11,ec,4,negative,Z   U   N   G,maske_2.bmp,maske_1.bmp,9041.bmp,0.088,no,no,yes,no,no,no,no,no,yes,no,yes
15,1,12,ec,5,negative,G   U   T   Z,maske_2.bmp,maske_1.bmp,9331.bmp,0.088,no,no,yes,no,no,no,no,no,yes,no,yes
15,1,13,ec,4,positive,M   E   H   K,maske_1.bmp,maske_2.bmp,5994.bmp,0.088,no,no,yes,no,no,no,no,no,yes,yes,no
15,1,14,ec,6,positive,C   H   E   K,maske_1.bmp,maske_2.bmp,1650.bmp,0.088,no,no,yes,no,no,no,no,no,yes,no,yes
15,1,15,ec_control,1,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,1710.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
15,1,16,ec,2,positive,K   E   H   M,maske_1.bmp,maske_2.bmp,2040.bmp,0.088,no,yes,no,no,no,no,no,no,yes,yes,no
15,1,17,ec,5,positive,M   E   C   H,maske_1.bmp,maske_2.bmp,2070.bmp,0.088,no,yes,no,no,no,no,no,no,yes,yes,no
15,1,18,ec,3,negative,Z   U   D   T,maske_2.bmp,maske_1.bmp,6311.bmp,0.088,yes,no,no,no,no,no,no,no,yes,no,yes
15,1,19,ec,1,negative,D   U   G   T,maske_2.bmp,maske_1.bmp,3220.bmp,0.088,no,yes,no,no,no,no,no,no,yes,no,yes
15,1,20,ec,7,negative,G   U   N   D,maske_2.bmp,maske_1.bmp,9000.bmp,0.088,yes,no,no,no,no,no,no,no,yes,no,yes
15,2,1,ec,1,negative,D   U   G   T,maske_1.bmp,maske_2.bmp,9421.bmp,0.092,yes,no,no,no,no,no,no,no,yes,no,yes
15,2,2,ec,5,negative,G   U   T   Z,maske_1.bmp,maske_2.bmp,9050.bmp,0.092,yes,no,no,no,no,no,no,no,yes,no,yes
15,2,3,ec,4,positive,M   E   H   K,maske_2.bmp,maske_1.bmp,1440.bmp,0.092,no,yes,no,no,no,no,no,no,yes,yes,no
15,2,4,ec,7,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,6242.bmp,0.092,no,yes,no,no,no,no,no,no,yes,no,yes
