subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
103,1,1,ec,2,positive,K   E   C   H,maske_2.bmp,maske_1.bmp,5910.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,1,2,ec,8,positive,H   E   M   K,maske_1.bmp,maske_2.bmp,8200.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
103,1,3,ec,3,negative,Z   U   N   G,maske_1.bmp,maske_2.bmp,6311.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,1,4,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2050.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
103,1,5,ec,1,positive,K   L   E   H,maske_1.bmp,maske_2.bmp,2311.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
103,1,6,ec,4,negative,D   U   N   T,maske_2.bmp,maske_1.bmp,6020.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,1,7,ec,7,positive,L   E   M   K,maske_1.bmp,maske_2.bmp,7502.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
103,1,8,ec,8,negative,D   U   T   Z,maske_2.bmp,maske_1.bmp,7380.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,1,9,ec,6,negative,Z   U   N   D,maske_2.bmp,maske_1.bmp,6838.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,1,10,ec,1,negative,T   N   U   D,maske_2.bmp,maske_1.bmp,9342.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,1,11,ec,6,positive,H   E   L   K,maske_2.bmp,maske_1.bmp,4220.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
103,1,12,ec,3,positive,M   E   H   K,maske_2.bmp,maske_1.bmp,1650.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,1,13,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,9007.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
103,1,14,ec,4,positive,K   L   E   M,maske_1.bmp,maske_2.bmp,8420.bmp,0.086,no,no,yes,no,no,no,no,no,yes,yes,no
103,1,15,ec,7,negative,G   N   U   D,maske_2.bmp,maske_1.bmp,9102.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,1,16,ec,5,positive,C   E   L   M,maske_2.bmp,maske_1.bmp,2057.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
103,1,17,ec,5,negative,G   U   T   Z,maske_2.bmp,maske_1.bmp,3300.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,1,18,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,2276.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
103,1,19,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,1463.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
103,1,20,ec,2,negative,G   U   N   D,maske_2.bmp,maske_1.bmp,6570.1.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,2,1,ec,1,negative,T   N   U   D,maske_1.bmp,maske_2.bmp,9331.bmp,0.09,no,no,no,no,no,yes,no,no,yes,no,yes
103,2,2,ec,7,positive,L   E   M   K,maske_2.bmp,maske_1.bmp,5830.bmp,0.09,no,no,no,no,yes,no,no,no,yes,yes,no
103,2,3,ec,4,positive,K   L   E   M,maske_2.bmp,maske_1.bmp,2340.bmp,0.09,no,yes,no,no,no,no,no,no,yes,yes,no
103,2,4,ec,7,negative,G   N   U   D,maske_1.bmp,maske_2.bmp,3160.bmp,0.09,no,yes,no,no,no,no,no,no,yes,no,yes
103,2,5,ec_control,1,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,2160.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
103,2,6,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,7580.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
103,2,7,ec,2,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,9500.bmp,0.09,no,yes,no,no,no,no,no,no,yes,no,yes
103,2,8,ec,5,positive,C   E   L   M,maske_1.bmp,maske_2.bmp,2660.bmp,0.09,no,yes,no,no,no,no,no,no,yes,yes,no
103,2,9,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,9180.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
103,2,10,ec,5,negative,G   U   T   Z,maske_1.bmp,maske_2.bmp,9182.bmp,0.09,no,no,no,no,no,yes,no,no,yes,no,yes
103,2,11,ec,3,positive,M   E   H   K,maske_1.bmp,maske_2.bmp,8080.bmp,0.09,no,yes,no,no,no,no,no,no,yes,no,yes
103,2,12,ec,8,negative,D   U   T   Z,maske_1.bmp,maske_2.bmp,9432.bmp,0.09,no,yes,no,no,no,no,no,no,yes,no,yes
103,2,13,ec,8,positive,H   E   M   K,maske_2.bmp,maske_1.bmp,4606.bmp,0.09,no,yes,no,no,no,no,no,no,yes,yes,no
103,2,14,ec,3,negative,Z   U   N   G,maske_2.bmp,maske_1.bmp,9435.bmp,0.09,no,yes,no,no,no,no,no,no,yes,no,yes
103,2,15,ec,1,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,8190.bmp,0.09,no,yes,no,no,no,no,no,no,yes,yes,no
103,2,16,ec,4,negative,D   U   N   T,maske_1.bmp,maske_2.bmp,9280.bmp,0.09,no,yes,no,no,no,no,no,no,yes,no,yes
103,2,17,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,9421.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
103,2,18,ec,6,positive,H   E   L   K,maske_1.bmp,maske_2.bmp,2070.bmp,0.09,no,yes,no,no,no,no,no,no,yes,yes,no
103,2,19,ec,2,positive,K   E   C   H,maske_1.bmp,maske_2.bmp,2209.bmp,0.09,no,yes,no,no,no,no,no,no,yes,no,yes
103,2,20,ec,6,negative,Z   U   N   D,maske_1.bmp,maske_2.bmp,9430.bmp,0.09,no,no,no,yes,no,no,no,no,yes,no,yes
103,3,1,ec,5,positive,C   E   L   M,maske_1.bmp,maske_2.bmp,1999.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,3,2,ec,5,negative,G   U   T   Z,maske_1.bmp,maske_2.bmp,9265.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,3,3,ec,2,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,9561.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,3,4,ec,8,positive,H   E   M   K,maske_2.bmp,maske_1.bmp,8330.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
103,3,5,ec,4,negative,D   U   N   T,maske_2.bmp,maske_1.bmp,3550.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,3,6,ec,3,negative,Z   U   N   G,maske_2.bmp,maske_1.bmp,9404.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,3,7,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,2710.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
103,3,8,ec,4,positive,K   L   E   M,maske_2.bmp,maske_1.bmp,2791.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,3,9,ec,6,positive,H   E   L   K,maske_2.bmp,maske_1.bmp,7330.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
103,3,10,ec,2,positive,K   E   C   H,maske_1.bmp,maske_2.bmp,5629.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
103,3,11,ec,6,negative,Z   U   N   D,maske_2.bmp,maske_1.bmp,2141.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,3,12,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,1525.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
103,3,13,ec_control,1,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,1710.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
103,3,14,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,7470.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
103,3,15,ec,7,negative,G   N   U   D,maske_1.bmp,maske_2.bmp,6242.bmp,0.086,no,no,no,yes,no,no,no,no,yes,no,yes
103,3,16,ec,3,positive,M   E   H   K,maske_2.bmp,maske_1.bmp,7350.bmp,0.086,no,no,no,no,no,yes,no,no,yes,yes,no
103,3,17,ec,8,negative,D   U   T   Z,maske_1.bmp,maske_2.bmp,9006.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,3,18,ec,1,negative,T   N   U   D,maske_1.bmp,maske_2.bmp,9041.bmp,0.086,no,yes,no,no,no,no,no,no,yes,no,yes
103,3,19,ec,1,positive,K   L   E   H,maske_1.bmp,maske_2.bmp,8370.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
103,3,20,ec,7,positive,L   E   M   K,maske_1.bmp,maske_2.bmp,2150.bmp,0.086,no,yes,no,no,no,no,no,no,yes,yes,no
103,4,1,ec,1,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,1440.bmp,0.082,no,yes,no,no,no,no,no,no,yes,yes,no
103,4,2,ec,8,negative,D   U   T   Z,maske_2.bmp,maske_1.bmp,2900.bmp,0.082,no,no,no,yes,no,no,no,no,yes,no,yes
