subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
84,1,1,ec,5,negative,P   A   W   S,maske_2.bmp,maske_1.bmp,6242.bmp,0.102,no,yes,no,no,no,no,no,no,yes,no,yes
84,1,2,ec,8,positive,B   O   L   F,maske_2.bmp,maske_1.bmp,5830.bmp,0.102,no,yes,no,no,no,no,no,no,yes,yes,no
84,1,3,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,9520.bmp,0.5,no,no,no,no,yes,no,no,no,yes,no,yes
84,1,4,ec,5,positive,J   O   L   F,maske_2.bmp,maske_1.bmp,5994.bmp,0.102,no,no,no,no,yes,no,no,no,yes,yes,no
84,1,5,ec,6,positive,F   R   O   L,maske_1.bmp,maske_2.bmp,2791.bmp,0.102,no,no,yes,no,no,no,no,no,yes,yes,no
84,1,6,ec,1,positive,B   O   R   F,maske_1.bmp,maske_2.bmp,2340.bmp,0.102,no,no,no,no,yes,no,no,no,yes,yes,no
84,1,7,ec,7,negative,N   A   P   S,maske_2.bmp,maske_1.bmp,9404.bmp,0.102,no,no,yes,no,no,no,no,no,yes,no,yes
84,1,8,ec,7,positive,B   L   O   R,maske_1.bmp,maske_2.bmp,8470.bmp,0.102,no,no,no,yes,no,no,no,no,yes,yes,no
84,1,9,ec,2,positive,B   R   O   L,maske_2.bmp,maske_1.bmp,2070.bmp,0.102,no,no,no,yes,no,no,no,no,yes,yes,no
84,1,10,ec,3,negative,S   N   A   W,maske_1.bmp,maske_2.bmp,9102.bmp,0.102,no,no,yes,no,no,no,no,no,yes,no,yes
84,1,11,ec,4,negative,D   A   N   S,maske_2.bmp,maske_1.bmp,9007.bmp,0.102,no,no,yes,no,no,no,no,no,yes,no,yes
84,1,12,ec,1,negative,S   P   A   D,maske_1.bmp,maske_2.bmp,9421.bmp,0.102,no,no,yes,no,no,no,no,no,yes,no,yes
84,1,13,ec_control,2,positive,K   I   G   M,maske_2.bmp,maske_1.bmp,5594.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
84,1,14,ec,6,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,9561.bmp,0.102,no,no,no,yes,no,no,no,no,yes,no,yes
84,1,15,ec,4,positive,B   O   R   L,maske_2.bmp,maske_1.bmp,8190.bmp,0.102,no,no,no,no,yes,no,no,no,yes,yes,no
84,1,16,ec_control,1,negative,T   E   H   V,maske_2.bmp,maske_1.bmp,9330.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
84,1,17,ec,8,negative,D   W   A   P,maske_2.bmp,maske_1.bmp,2276.bmp,0.102,no,no,no,yes,no,no,no,no,yes,no,yes
84,1,18,ec,2,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,2900.bmp,0.102,no,no,no,yes,no,no,no,no,yes,no,yes
84,1,19,ec_control,1,positive,G   M   U   X,maske_2.bmp,maske_1.bmp,2091.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
84,1,20,ec,3,positive,L   O   R   B,maske_1.bmp,maske_2.bmp,8330.bmp,0.102,no,no,no,no,no,yes,no,no,yes,yes,no
84,2,1,ec,6,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,9342.bmp,0.098,yes,no,no,no,no,no,no,no,yes,no,yes
84,2,2,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,8170.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
84,2,3,ec,5,positive,J   O   L   F,maske_1.bmp,maske_2.bmp,2080.bmp,0.098,no,no,no,yes,no,no,no,no,yes,yes,no
84,2,4,ec,2,negative,P   A   N   D,maske_1.bmp,maske_2.bmp,9560.bmp,0.098,no,no,no,yes,no,no,no,no,yes,no,yes
84,2,5,ec,8,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,1999.bmp,0.098,no,no,yes,no,no,no,no,no,yes,yes,no
84,2,6,ec,4,negative,D   A   N   S,maske_1.bmp,maske_2.bmp,6570.1.bmp,0.098,no,no,no,no,yes,no,no,no,yes,no,yes
84,2,7,ec,3,positive,L   O   R   B,maske_2.bmp,maske_1.bmp,2071.bmp,0.098,no,no,no,yes,no,no,no,no,yes,yes,no
84,2,8,ec,5,negative,P   A   W   S,maske_1.bmp,maske_2.bmp,9182.bmp,0.098,no,no,yes,no,no,no,no,no,yes,no,yes
84,2,9,ec,3,negative,S   N   A   W,maske_2.bmp,maske_1.bmp,6311.bmp,0.098,no,yes,no,no,no,no,no,no,yes,no,yes
84,2,10,ec,1,positive,B   O   R   F,maske_2.bmp,maske_1.bmp,8200.bmp,0.098,no,no,yes,no,no,no,no,no,yes,yes,no
84,2,11,ec,7,negative,N   A   P   S,maske_1.bmp,maske_2.bmp,7380.bmp,0.098,no,yes,no,no,no,no,no,no,yes,no,yes
84,2,12,ec,6,positive,F   R   O   L,maske_2.bmp,maske_1.bmp,7580.bmp,0.098,no,yes,no,no,no,no,no,no,yes,yes,no
84,2,13,ec,7,positive,B   L   O   R,maske_2.bmp,maske_1.bmp,7470.bmp,0.098,no,yes,no,no,no,no,no,no,yes,yes,no
84,2,14,ec,4,positive,B   O   R   L,maske_1.bmp,maske_2.bmp,8420.bmp,0.098,no,no,yes,no,no,no,no,no,yes,yes,no
84,2,15,ec,1,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,9180.bmp,0.098,no,no,yes,no,no,no,no,no,yes,no,yes
84,2,16,ec_control,2,negative,H   Y   V   Z,maske_2.bmp,maske_1.bmp,2375.1.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
84,2,17,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,3300.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
