subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
8,1,1,ec,7,negative,D   U   N   T,maske_1.bmp,maske_2.bmp,9102.bmp,0.097,D   U   N   T,C   L   E   K,G   U   T   Z,M   E   C   H,yes,no,no,no,no,yes
8,1,2,ec,3,negative,Z   U   N   G,maske_2.bmp,maske_1.bmp,2710.bmp,0.097,C   H   E   K,Z   U   N   G,K   L   E   H,Z   U   N   T,no,no,no,yes,no,yes
8,1,3,ec,6,positive,C   E   L   K,maske_1.bmp,maske_2.bmp,4606.bmp,0.097,C   E   L   K,K   L   E   H,G   U   T   Z,Z   U   N   T,no,yes,no,no,no,yes
8,1,4,ec_control,1,positive,V   A   S   P,maske_1.bmp,maske_2.bmp,8470.bmp,0.5,J   O   R   F,F   R   I   B,V   A   S   P,P   Y   W   S,no,no,yes,no,yes,no
8,1,5,ec,8,positive,H   E   M   K,maske_2.bmp,maske_1.bmp,4622.bmp,0.097,C   L   E   M,H   E   M   K,G   U   N   T,D   U   T   Z,no,yes,no,no,yes,no
8,1,6,ec,4,negative,Z   U   N   D,maske_2.bmp,maske_1.bmp,6530.bmp,0.097,C   E   L   K,G   U   N   T,Z   U   N   D,C   H   E   K,no,yes,no,no,no,yes
8,1,7,ec,5,positive,L   E   M   K,maske_1.bmp,maske_2.bmp,2070.bmp,0.097,D   U   N   T,C   H   E   K,L   E   M   K,G   U   N   D,yes,no,no,no,yes,no
8,1,8,ec_control,2,positive,P   Y   W   S,maske_1.bmp,maske_2.bmp,2058.bmp,0.5,P   Y   W   S,J   O   R   F,F   R   I   B,V   A   S   P,yes,no,no,no,yes,no
8,1,9,ec,4,positive,C   H   E   K,maske_2.bmp,maske_1.bmp,7470.bmp,0.097,C   H   E   K,C   E   L   K,G   U   N   T,Z   U   N   T,yes,no,no,no,yes,no
8,1,10,ec,1,positive,C   L   E   M,maske_1.bmp,maske_2.bmp,2071.bmp,0.097,G   U   T   Z,H   E   M   K,Z   U   N   D,C   L   E   M,no,no,no,yes,yes,no
8,1,11,ec,7,positive,C   L   E   K,maske_1.bmp,maske_2.bmp,5594.bmp,0.097,Z   U   N   G,D   U   T   Z,C   L   E   K,M   E   C   H,no,no,yes,no,yes,no
8,1,12,ec,3,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,2550.bmp,0.097,G   U   N   D,D   U   N   T,C   L   E   K,K   L   E   H,no,yes,no,no,yes,no
8,1,13,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,9007.bmp,0.5,P   Y   W   S,V   A   S   P,F   R   I   B,J   O   R   F,no,no,no,yes,no,yes
8,1,14,ec,2,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,8200.bmp,0.097,M   E   C   H,Z   U   N   D,Z   U   N   G,L   E   M   K,yes,no,no,no,yes,no
8,1,15,ec_control,2,negative,F   R   I   B,maske_1.bmp,maske_2.bmp,6020.bmp,0.5,J   O   R   F,F   R   I   B,V   A   S   P,P   Y   W   S,no,yes,no,no,no,yes
8,1,16,ec,6,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,9432.bmp,0.097,L   E   M   K,G   U   N   D,D   U   T   Z,C   L   E   K,yes,no,no,no,no,yes
8,1,17,ec,1,negative,G   U   T   Z,maske_1.bmp,maske_2.bmp,9404.bmp,0.097,G   U   T   Z,H   E   M   K,C   E   L   K,Z   U   N   D,no,no,yes,no,no,yes
8,1,18,ec,2,negative,G   U   N   T,maske_2.bmp,maske_1.bmp,6838.bmp,0.097,G   U   N   D,G   U   N   T,K   L   E   H,C   L   E   M,no,yes,no,no,no,yes
8,1,19,ec,8,negative,Z   U   N   T,maske_2.bmp,maske_1.bmp,2750.bmp,0.097,Z   U   N   T,D   U   N   T,H   E   M   K,M   E   C   H,yes,no,no,no,no,yes
8,1,20,ec,5,negative,D   U   T   Z,maske_2.bmp,maske_1.bmp,6555.bmp,0.097,Z   U   N   G,L   E   M   K,D   U   T   Z,C   L   E   M,no,no,yes,no,no,yes
8,2,1,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,9430.bmp,0.5,F   R   I   B,P   Y   W   S,J   O   R   F,V   A   S   P,no,no,yes,no,no,yes
8,2,2,ec,1,positive,C   L   E   M,maske_1.bmp,maske_2.bmp,2150.bmp,0.097,D   U   N   T,M   E   C   H,C   L   E   M,D   U   T   Z,no,no,yes,no,yes,no
8,2,3,ec,8,negative,Z   U   N   T,maske_2.bmp,maske_1.bmp,9331.bmp,0.097,G   U   N   T,L   E   M   K,K   L   E   H,Z   U   N   T,yes,no,no,no,no,yes
8,2,4,ec_control,2,positive,P   Y   W   S,maske_1.bmp,maske_2.bmp,2340.bmp,0.5,P   Y   W   S,J   O   R   F,F   R   I   B,V   A   S   P,yes,no,no,no,yes,no
8,2,5,ec,7,positive,C   L   E   K,maske_2.bmp,maske_1.bmp,2550.bmp,0.097,C   L   E   K,Z   U   N   G,C   L   E   M,G   U   N   D,no,no,yes,no,yes,no
8,2,6,ec,4,negative,Z   U   N   D,maske_2.bmp,maske_1.bmp,9102.bmp,0.097,C   H   E   K,G   U   N   D,C   L   E   K,Z   U   N   D,no,no,no,yes,no,yes
8,2,7,ec,6,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,2900.bmp,0.097,C   L   E   K,C   L   E   M,G   U   N   D,Z   U   N   D,no,no,yes,no,no,yes
8,2,8,ec,4,positive,C   H   E   K,maske_2.bmp,maske_1.bmp,2080.bmp,0.097,Z   U   N   D,C   E   L   K,C   H   E   K,D   U   N   T,no,no,yes,no,yes,no
8,2,9,ec,3,negative,Z   U   N   G,maske_2.bmp,maske_1.bmp,9400.bmp,0.097,G   U   T   Z,Z   U   N   G,C   L   E   M,H   E   M   K,no,yes,no,no,no,yes
8,2,10,ec_control,1,positive,V   A   S   P,maske_2.bmp,maske_1.bmp,8420.bmp,0.5,J   O   R   F,P   Y   W   S,F   R   I   B,V   A   S   P,no,no,no,yes,yes,no
8,2,11,ec,2,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,2057.bmp,0.097,Z   U   N   G,G   U   N   D,M   E   C   H,H   E   M   K,no,no,yes,no,yes,no
8,2,12,ec,7,negative,D   U   N   T,maske_1.bmp,maske_2.bmp,9830.bmp,0.097,D   U   N   T,D   U   T   Z,K   L   E   H,C   H   E   K,yes,no,no,no,no,yes
8,2,13,ec,5,negative,D   U   T   Z,maske_1.bmp,maske_2.bmp,9404.bmp,0.097,L   E   M   K,Z   U   N   G,D   U   T   Z,H   E   M   K,no,yes,no,no,no,yes
8,2,14,ec,3,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,1999.bmp,0.097,K   L   E   H,G   U   N   T,C   L   E   K,Z   U   N   D,yes,no,no,no,yes,no
8,2,15,ec,1,negative,G   U   T   Z,maske_1.bmp,maske_2.bmp,9330.bmp,0.097,C   E   L   K,G   U   T   Z,Z   U   N   T,M   E   C   H,no,no,yes,no,no,yes
8,2,16,ec,5,positive,L   E   M   K,maske_2.bmp,maske_1.bmp,2660.bmp,0.097,C   H   E   K,D   U   T   Z,G   U   N   T,L   E   M   K,no,no,no,yes,yes,no
8,2,17,ec_control,2,negative,F   R   I   B,maske_1.bmp,maske_2.bmp,9050.bmp,0.5,F   R   I   B,J   O   R   F,P   Y   W   S,V   A   S   P,yes,no,no,no,no,yes
8,2,18,ec,6,positive,C   E   L   K,maske_1.bmp,maske_2.bmp,1440.bmp,0.097,Z   U   N   T,L   E   M   K,G   U   T   Z,C   E   L   K,no,no,no,yes,yes,no
8,2,19,ec,8,positive,H   E   M   K,maske_1.bmp,maske_2.bmp,8501.bmp,0.097,K   L   E   H,H   E   M   K,Z   U   N   T,G   U   T   Z,no,yes,no,no,yes,no
8,2,20,ec,2,negative,G   U   N   T,maske_1.bmp,maske_2.bmp,9000.bmp,0.097,M   E   C   H,C   E   L   K,G   U   N   T,D   U   N   T,yes,no,no,no,no,yes
