subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
77,1,1,ec,2,positive,T   U   G   Z,maske_1.bmp,maske_2.bmp,5629.bmp,0.055,N   U   G   Z,T   U   G   Z,C   H   E   K,M   E   C   H,yes,no,no,no,yes,no
77,1,2,ec,7,positive,D   U   G   T,maske_2.bmp,maske_1.bmp,7350.bmp,0.055,H   E   M   K,M   E   C   H,D   U   G   T,Z   U   N   G,yes,no,no,no,yes,no
77,1,3,ec,2,negative,K   L   E   H,maske_1.bmp,maske_2.bmp,9435.bmp,0.055,Z   U   N   G,K   E   L   M,D   U   G   T,K   L   E   H,yes,no,no,no,no,yes
77,1,4,ec,4,negative,K   E   H   M,maske_1.bmp,maske_2.bmp,9430.bmp,0.055,C   L   E   M,Z   U   D   T,K   E   H   M,N   U   G   Z,no,no,yes,no,no,yes
77,1,5,ec,5,negative,C   H   E   K,maske_2.bmp,maske_1.bmp,9340.bmp,0.055,K   E   H   M,C   H   E   K,G   U   N   T,N   U   G   Z,no,yes,no,no,no,yes
77,1,6,ec,3,negative,H   E   M   K,maske_2.bmp,maske_1.bmp,3550.bmp,0.055,G   U   N   D,T   U   G   Z,H   E   M   K,K   L   E   H,yes,no,no,no,no,yes
77,1,7,ec,6,positive,N   U   G   Z,maske_1.bmp,maske_2.bmp,1650.bmp,0.055,T   N   U   D,C   E   L   M,N   U   G   Z,K   L   E   H,no,no,yes,no,yes,no
77,1,8,ec,3,positive,T   N   U   D,maske_1.bmp,maske_2.bmp,1710.bmp,0.055,K   E   H   M,G   U   N   D,H   E   M   K,T   N   U   D,no,no,no,yes,yes,no
77,1,9,ec,6,negative,M   E   C   H,maske_2.bmp,maske_1.bmp,2141.bmp,0.055,M   E   C   H,T   N   U   D,C   H   E   K,T   U   G   Z,no,no,yes,no,no,yes
77,1,10,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,8496.bmp,0.5,P   Y   W   S,F   R   I   B,V   A   S   P,J   O   R   F,no,yes,no,no,yes,no
