subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
54,1,1,ec,8,positive,D   U   T   Z,maske_1.bmp,maske_2.bmp,8470.bmp,0.078,no,yes,no,no,no,no,no,no,yes,yes,no
54,1,2,ec,5,positive,D   N   U   G,maske_2.bmp,maske_1.bmp,2057.bmp,0.078,no,yes,no,no,no,no,no,no,yes,yes,no
54,1,3,ec,6,positive,Z   U   N   G,maske_1.bmp,maske_2.bmp,1710.bmp,0.078,yes,no,no,no,no,no,no,no,yes,yes,no
54,1,4,ec,1,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,9182.bmp,0.078,no,yes,no,no,no,no,no,no,yes,no,yes
54,1,5,ec,8,negative,K   L   E   H,maske_1.bmp,maske_2.bmp,9006.bmp,0.078,no,yes,no,no,no,no,no,no,yes,no,yes
54,1,6,ec,2,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,5910.bmp,0.078,no,yes,no,no,no,no,no,no,yes,yes,no
54,1,7,ec,4,negative,C   E   L   K,maske_2.bmp,maske_1.bmp,2750.bmp,0.078,no,no,yes,no,no,no,no,no,yes,no,yes
54,1,8,ec,3,positive,D   U   N   T,maske_2.bmp,maske_1.bmp,2791.bmp,0.078,no,no,yes,no,no,no,no,no,yes,yes,no
54,1,9,ec_control,1,positive,V   A   S   P,maske_2.bmp,maske_1.bmp,2209.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
54,1,10,ec_control,2,positive,P   Y   W   S,maske_2.bmp,maske_1.bmp,2660.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
54,1,11,ec,4,positive,T   U   N   G,maske_1.bmp,maske_2.bmp,7350.bmp,0.078,no,yes,no,no,no,no,no,no,yes,yes,no
54,1,12,ec_control,2,negative,F   R   I   B,maske_1.bmp,maske_2.bmp,7380.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
54,1,13,ec,1,positive,T   N   U   D,maske_1.bmp,maske_2.bmp,7330.bmp,0.078,no,yes,no,no,no,no,no,no,yes,yes,no
54,1,14,ec,6,negative,C   E   L   M,maske_1.bmp,maske_2.bmp,9102.bmp,0.078,yes,no,no,no,no,no,no,no,yes,no,yes
54,1,15,ec,5,negative,M   E   C   H,maske_2.bmp,maske_1.bmp,9180.bmp,0.078,yes,no,no,no,no,no,no,no,yes,no,yes
54,1,16,ec,2,negative,K   E   L   M,maske_2.bmp,maske_1.bmp,2141.bmp,0.078,no,yes,no,no,no,no,no,no,yes,no,yes
54,1,17,ec_control,1,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,9830.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
54,1,18,ec,7,negative,H   E   L   K,maske_2.bmp,maske_1.bmp,9041.bmp,0.078,no,yes,no,no,no,no,no,no,yes,no,yes
54,1,19,ec,3,negative,C   H   E   K,maske_1.bmp,maske_2.bmp,9340.bmp,0.078,yes,no,no,no,no,no,no,no,yes,no,yes
54,1,20,ec,7,positive,G   U   T   Z,maske_2.bmp,maske_1.bmp,2080.bmp,0.078,yes,no,no,no,no,no,no,no,yes,yes,no
