subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
20,1,1,ec,6,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,9182.bmp,0.11,no,yes,no,no,no,no,no,no,yes,no,yes
20,1,2,ec,7,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,9006.bmp,0.11,yes,no,no,no,no,no,no,no,yes,no,yes
20,1,3,ec,3,negative,P   A   N   S,maske_2.bmp,maske_1.bmp,6831.bmp,0.11,yes,no,no,no,no,no,no,no,yes,no,yes
20,1,4,ec,6,positive,F   R   O   L,maske_1.bmp,maske_2.bmp,4622.bmp,0.11,yes,no,no,no,no,no,no,no,yes,yes,no
20,1,5,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,6530.bmp,0.5,no,no,no,no,yes,no,no,no,yes,no,yes
20,1,6,ec_control,1,positive,G   M   U   X,maske_2.bmp,maske_1.bmp,2660.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
20,1,7,ec,2,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,2053.bmp,0.11,no,no,no,no,yes,no,no,no,yes,no,yes
20,1,8,ec,8,negative,S   P   A   W,maske_1.bmp,maske_2.bmp,9400.bmp,0.11,no,yes,no,no,no,no,no,no,yes,no,yes
20,1,9,ec,3,positive,L   O   B   F,maske_1.bmp,maske_2.bmp,2208.bmp,0.11,no,no,yes,no,no,no,no,no,yes,yes,no
20,1,10,ec,8,positive,B   R   O   L,maske_2.bmp,maske_1.bmp,5910.bmp,0.11,no,no,yes,no,no,no,no,no,yes,yes,no
20,1,11,ec,1,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,5994.bmp,0.11,no,yes,no,no,no,no,no,no,yes,yes,no
20,1,12,ec,4,negative,D   W   A   P,maske_2.bmp,maske_1.bmp,2710.bmp,0.11,no,yes,no,no,no,no,no,no,yes,no,yes
20,1,13,ec,4,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,7330.bmp,0.11,yes,no,no,no,no,no,no,no,yes,no,yes
20,1,14,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,2900.2.bmp,0.5,no,no,no,yes,no,no,no,no,yes,yes,no
20,1,15,ec,5,negative,D   A   P   S,maske_2.bmp,maske_1.bmp,6838.bmp,0.11,no,no,yes,no,no,no,no,no,yes,no,yes
20,1,16,ec,2,positive,F   L   O   R,maske_1.bmp,maske_2.bmp,8540.bmp,0.11,yes,no,no,no,no,no,no,no,yes,yes,no
20,1,17,ec_control,2,negative,H   Y   V   Z,maske_2.bmp,maske_1.bmp,9342.bmp,0.5,no,yes,no,no,no,no,no,no,yes,no,yes
20,1,18,ec,5,positive,F   R   O   B,maske_1.bmp,maske_2.bmp,8190.bmp,0.11,no,yes,no,no,no,no,no,no,yes,yes,no
20,1,19,ec,7,positive,B   L   O   F,maske_2.bmp,maske_1.bmp,2080.bmp,0.11,no,yes,no,no,no,no,no,no,yes,yes,no
20,1,20,ec,1,negative,P   A   W   S,maske_1.bmp,maske_2.bmp,6020.bmp,0.11,yes,no,no,no,no,no,no,no,yes,no,yes
20,2,1,ec,3,positive,L   O   B   F,maske_2.bmp,maske_1.bmp,7350.bmp,0.114,no,yes,no,no,no,no,no,no,yes,yes,no
20,2,2,ec,2,negative,S   N   A   D,maske_2.bmp,maske_1.bmp,9180.bmp,0.114,yes,no,no,no,no,no,no,no,yes,no,yes
20,2,3,ec,4,negative,D   W   A   P,maske_1.bmp,maske_2.bmp,9280.bmp,0.114,yes,no,no,no,no,no,no,no,yes,yes,no
20,2,4,ec,3,negative,P   A   N   S,maske_1.bmp,maske_2.bmp,7380.bmp,0.114,no,yes,no,no,no,no,no,no,yes,yes,no
20,2,5,ec_control,1,negative,T   E   H   V,maske_2.bmp,maske_1.bmp,9560.bmp,0.5,yes,no,no,no,no,no,no,no,yes,no,yes
20,2,6,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,9500.bmp,0.5,no,no,no,no,yes,no,no,no,yes,no,yes
20,2,7,ec,7,negative,W   A   P   S,maske_2.bmp,maske_1.bmp,9830.bmp,0.114,yes,no,no,no,no,no,no,no,yes,yes,no
20,2,8,ec,2,positive,F   L   O   R,maske_2.bmp,maske_1.bmp,2070.bmp,0.114,no,yes,no,no,no,no,no,no,yes,yes,no
20,2,9,ec,1,negative,P   A   W   S,maske_2.bmp,maske_1.bmp,2375.1.bmp,0.114,yes,no,no,no,no,no,no,no,yes,no,yes
20,2,10,ec,7,positive,B   L   O   F,maske_1.bmp,maske_2.bmp,5594.bmp,0.114,no,yes,no,no,no,no,no,no,yes,yes,no
20,2,11,ec,6,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,2141.bmp,0.114,no,yes,no,no,no,no,no,no,yes,yes,no
20,2,12,ec,8,positive,B   R   O   L,maske_1.bmp,maske_2.bmp,5831.bmp,0.114,no,no,yes,no,no,no,no,no,yes,yes,no
20,2,13,ec,4,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2209.bmp,0.114,no,yes,no,no,no,no,no,no,yes,yes,no
20,2,14,ec,1,positive,J   O   R   B,maske_2.bmp,maske_1.bmp,1463.bmp,0.114,no,yes,no,no,no,no,no,no,yes,yes,no
20,2,15,ec,5,negative,D   A   P   S,maske_1.bmp,maske_2.bmp,9435.bmp,0.114,no,yes,no,no,no,no,no,no,yes,no,yes
20,2,16,ec,6,positive,F   R   O   L,maske_2.bmp,maske_1.bmp,5629.bmp,0.114,yes,no,no,no,no,no,no,no,yes,yes,no
20,2,17,ec,8,negative,S   P   A   W,maske_2.bmp,maske_1.bmp,9421.bmp,0.114,no,yes,no,no,no,no,no,no,yes,no,yes
20,2,18,ec_control,2,positive,K   I   G   M,maske_2.bmp,maske_1.bmp,2040.bmp,0.5,yes,no,no,no,no,no,no,no,yes,yes,no
20,2,19,ec,5,positive,F   R   O   B,maske_2.bmp,maske_1.bmp,8501.bmp,0.114,no,yes,no,no,no,no,no,no,yes,no,yes
20,2,20,ec_control,1,positive,G   M   U   X,maske_1.bmp,maske_2.bmp,8420.bmp,0.5,no,yes,no,no,no,no,no,no,yes,yes,no
20,3,1,ec,5,negative,D   A   P   S,maske_2.bmp,maske_1.bmp,6242.bmp,0.118,no,no,yes,no,no,no,no,no,yes,no,yes
20,3,2,ec_control,2,positive,K   I   G   M,maske_2.bmp,maske_1.bmp,2071.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
20,3,3,ec,1,positive,J   O   R   B,maske_2.bmp,maske_1.bmp,5830.bmp,0.118,no,no,yes,no,no,no,no,no,yes,yes,no
20,3,4,ec,6,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,2750.bmp,0.118,no,yes,no,no,no,no,no,no,yes,no,yes
20,3,5,ec,4,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,2058.bmp,0.118,yes,no,no,no,no,no,no,no,yes,yes,no
