subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
62,1,1,ec,7,negative,H   E   M   K,maske_2.bmp,maske_1.bmp,9342.bmp,0.094,no,yes,no,no,no,no,no,no,yes,yes,no
62,1,2,ec_control,1,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,9331.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
62,1,3,ec,4,negative,H   E   L   K,maske_1.bmp,maske_2.bmp,2141.bmp,0.094,no,no,yes,no,no,no,no,no,yes,no,yes
62,1,4,ec,6,positive,D   U   G   T,maske_1.bmp,maske_2.bmp,7580.bmp,0.094,no,yes,no,no,no,no,no,no,yes,yes,no
62,1,5,ec_control,2,positive,P   Y   W   S,maske_1.bmp,maske_2.bmp,2900.2.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
62,1,6,ec,8,positive,Z   U   N   D,maske_1.bmp,maske_2.bmp,2311.bmp,0.094,no,yes,no,no,no,no,no,no,yes,yes,no
62,1,7,ec,3,positive,Z   U   D   T,maske_1.bmp,maske_2.bmp,2208.bmp,0.094,no,yes,no,no,no,no,no,no,yes,yes,no
62,1,8,ec,5,negative,K   E   C   H,maske_2.bmp,maske_1.bmp,9340.bmp,0.094,no,yes,no,no,no,no,no,no,yes,no,yes
62,1,9,ec_control,2,negative,F   R   I   B,maske_2.bmp,maske_1.bmp,6831.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
62,1,10,ec,2,positive,D   U   N   T,maske_2.bmp,maske_1.bmp,8470.bmp,0.094,no,no,yes,no,no,no,no,no,yes,yes,no
62,1,11,ec,2,negative,M   E   C   H,maske_2.bmp,maske_1.bmp,9421.bmp,0.094,no,no,yes,no,no,no,no,no,yes,no,yes
62,1,12,ec,6,negative,C   L   E   M,maske_2.bmp,maske_1.bmp,6311.bmp,0.094,yes,no,no,no,no,no,no,no,yes,no,yes
62,1,13,ec_control,1,positive,V   A   S   P,maske_1.bmp,maske_2.bmp,2150.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
62,1,14,ec,1,negative,K   E   L   M,maske_1.bmp,maske_2.bmp,2375.1.bmp,0.094,no,no,yes,no,no,no,no,no,yes,no,yes
62,1,15,ec,7,positive,G   U   N   T,maske_1.bmp,maske_2.bmp,1710.bmp,0.094,no,yes,no,no,no,no,no,no,yes,yes,no
62,1,16,ec,1,positive,T   N   U   D,maske_2.bmp,maske_1.bmp,7502.bmp,0.094,yes,no,no,no,no,no,no,no,yes,yes,no
62,1,17,ec,8,negative,C   E   L   M,maske_1.bmp,maske_2.bmp,9050.bmp,0.094,no,yes,no,no,no,no,no,no,yes,no,yes
62,1,18,ec,3,negative,K   E   H   M,maske_2.bmp,maske_1.bmp,9182.bmp,0.094,yes,no,no,no,no,no,no,no,yes,no,yes
62,1,19,ec,5,positive,T   U   G   Z,maske_1.bmp,maske_2.bmp,5594.bmp,0.094,yes,no,no,no,no,no,no,no,yes,yes,no
62,1,20,ec,4,positive,D   N   U   G,maske_1.bmp,maske_2.bmp,2057.bmp,0.094,no,yes,no,no,no,no,no,no,yes,yes,no
62,2,1,ec_control,2,positive,P   Y   W   S,maske_2.bmp,maske_1.bmp,7230.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
62,2,2,ec,1,negative,K   E   L   M,maske_2.bmp,maske_1.bmp,9007.bmp,0.098,no,yes,no,no,no,no,no,no,yes,no,yes
62,2,3,ec,2,negative,M   E   C   H,maske_1.bmp,maske_2.bmp,2276.bmp,0.098,no,yes,no,no,no,no,no,no,yes,no,yes
62,2,4,ec,6,negative,C   L   E   M,maske_1.bmp,maske_2.bmp,9265.bmp,0.098,no,yes,no,no,no,no,no,no,yes,no,yes
62,2,5,ec,7,positive,G   U   N   T,maske_2.bmp,maske_1.bmp,2091.bmp,0.098,yes,no,no,no,no,no,no,no,yes,yes,no
62,2,6,ec,4,negative,H   E   L   K,maske_2.bmp,maske_1.bmp,9430.bmp,0.098,no,yes,no,no,no,no,no,no,yes,no,yes
62,2,7,ec,4,positive,D   N   U   G,maske_2.bmp,maske_1.bmp,2050.bmp,0.098,no,no,no,yes,no,no,no,no,yes,yes,no
62,2,8,ec,5,positive,T   U   G   Z,maske_2.bmp,maske_1.bmp,1650.bmp,0.098,no,no,yes,no,no,no,no,no,yes,no,yes
62,2,9,ec,6,positive,D   U   G   T,maske_2.bmp,maske_1.bmp,8200.bmp,0.098,no,no,no,yes,no,no,no,no,yes,yes,no
62,2,10,ec,5,negative,K   E   C   H,maske_1.bmp,maske_2.bmp,6838.bmp,0.098,no,no,yes,no,no,no,no,no,yes,no,yes
62,2,11,ec,8,positive,Z   U   N   D,maske_2.bmp,maske_1.bmp,1440.bmp,0.098,no,no,no,no,yes,no,no,no,yes,yes,no
62,2,12,ec,3,positive,Z   U   D   T,maske_2.bmp,maske_1.bmp,7330.bmp,0.098,no,no,no,yes,no,no,no,no,yes,yes,no
62,2,13,ec,1,positive,T   N   U   D,maske_1.bmp,maske_2.bmp,8190.bmp,0.098,no,no,yes,no,no,no,no,no,yes,yes,no
62,2,14,ec,8,negative,C   E   L   M,maske_2.bmp,maske_1.bmp,9000.bmp,0.098,no,no,no,no,yes,no,no,no,yes,no,yes
62,2,15,ec_control,2,negative,F   R   I   B,maske_1.bmp,maske_2.bmp,7380.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
62,2,16,ec,3,negative,K   E   H   M,maske_1.bmp,maske_2.bmp,3300.bmp,0.098,no,no,yes,no,no,no,no,no,yes,no,yes
62,2,17,ec,2,positive,D   U   N   T,maske_1.bmp,maske_2.bmp,5460.bmp,0.098,no,no,yes,no,no,no,no,no,yes,yes,no
62,2,18,ec,7,negative,H   E   M   K,maske_1.bmp,maske_2.bmp,6242.bmp,0.098,no,no,no,no,yes,no,no,no,yes,no,yes
62,2,19,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,9180.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
62,2,20,ec_control,1,positive,V   A   S   P,maske_2.bmp,maske_1.bmp,2340.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
62,3,1,ec_control,1,positive,V   A   S   P,maske_1.bmp,maske_2.bmp,8501.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
62,3,2,ec,4,negative,H   E   L   K,maske_1.bmp,maske_2.bmp,2750.bmp,0.098,no,no,no,no,yes,no,no,no,yes,no,yes
62,3,3,ec,1,positive,T   N   U   D,maske_2.bmp,maske_1.bmp,5994.bmp,0.098,no,yes,no,no,no,no,no,no,yes,yes,no
