subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
9,8_dunkel.png,no,no,yes,no
9,34_dunkel.png,no,yes,no,no
9,10_dunkel.png,no,no,yes,no
9,5_dunkel.png,no,yes,no,no
9,16_dunkel.png,no,no,yes,no
9,12_dunkel.png,no,yes,no,no
9,15_dunkel.png,no,yes,no,no
9,39_dunkel.png,no,yes,no,no
9,18_dunkel.png,no,yes,no,no
9,26_dunkel.png,no,yes,no,no
9,20_dunkel.png,no,no,yes,no
9,24_dunkel.png,no,no,yes,no
9,13_dunkel.png,no,no,no,yes
9,33_dunkel.png,no,yes,no,no
9,32_dunkel.png,no,no,yes,no
9,25_dunkel.png,no,no,no,yes
9,14_dunkel.png,no,no,no,yes
9,22_dunkel.png,no,no,yes,no
9,30_dunkel.png,no,no,yes,no
9,36_dunkel.png,no,no,yes,no
9,29_dunkel.png,no,no,yes,no
9,6_dunkel.png,no,no,no,yes
9,40_dunkel.png,no,yes,no,no
9,17_dunkel.png,no,no,yes,no
9,7_dunkel.png,no,no,yes,no
9,37_dunkel.png,no,no,yes,no
9,4_dunkel.png,no,no,yes,no
9,23_dunkel.png,no,no,yes,no
9,3_dunkel.png,no,no,yes,no
9,28_dunkel.png,no,no,yes,no
9,19_dunkel.png,no,no,yes,no
9,1_dunkel.png,no,no,yes,no
9,9_dunkel.png,no,no,yes,no
9,11_dunkel.png,no,no,yes,no
9,27_dunkel.png,no,no,yes,no
9,31_dunkel.png,no,no,yes,no
9,21_dunkel.png,no,yes,no,no
9,38_dunkel.png,no,yes,no,no
9,35_dunkel.png,no,no,yes,no
9,2_dunkel.png,no,no,yes,no
