subject_nr,cs_filename,eval_rating
27,28_dunkel.png,6
27,13_dunkel.png,0
27,22_dunkel.png,2
27,11_dunkel.png,0
27,35_dunkel.png,3
27,24_dunkel.png,3
27,27_dunkel.png,12
27,7_dunkel.png,7
27,38_dunkel.png,10
27,29_dunkel.png,2
27,33_dunkel.png,17
27,34_dunkel.png,19
27,4_dunkel.png,11
27,25_dunkel.png,2
27,12_dunkel.png,7
27,39_dunkel.png,16
27,6_dunkel.png,12
27,14_dunkel.png,11
27,9_dunkel.png,14
27,31_dunkel.png,18
27,37_dunkel.png,13
27,8_dunkel.png,2
27,20_dunkel.png,6
27,3_dunkel.png,4
27,36_dunkel.png,3
27,15_dunkel.png,16
27,32_dunkel.png,19
27,21_dunkel.png,19
27,18_dunkel.png,10
27,40_dunkel.png,19
27,5_dunkel.png,4
27,10_dunkel.png,0
27,23_dunkel.png,15
27,2_dunkel.png,4
27,26_dunkel.png,19
27,1_dunkel.png,19
27,19_dunkel.png,3
27,16_dunkel.png,6
27,30_dunkel.png,1
27,17_dunkel.png,5
