subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
24,18_dunkel.png,no,yes,no,no
24,21_dunkel.png,no,yes,no,no
24,40_dunkel.png,no,yes,no,no
24,14_dunkel.png,no,yes,no,no
24,33_dunkel.png,yes,no,no,no
24,9_dunkel.png,yes,no,no,no
24,31_dunkel.png,yes,no,no,no
24,2_dunkel.png,no,no,yes,no
24,7_dunkel.png,no,no,yes,no
24,1_dunkel.png,no,no,yes,no
24,17_dunkel.png,no,yes,no,no
24,35_dunkel.png,no,no,yes,no
24,32_dunkel.png,no,yes,no,no
24,37_dunkel.png,no,no,yes,no
24,3_dunkel.png,no,no,yes,no
24,26_dunkel.png,no,yes,no,no
24,39_dunkel.png,no,yes,no,no
24,16_dunkel.png,no,no,no,yes
24,19_dunkel.png,no,no,yes,no
24,36_dunkel.png,no,yes,no,no
24,22_dunkel.png,no,yes,no,no
24,27_dunkel.png,no,no,yes,no
24,15_dunkel.png,no,no,yes,no
24,24_dunkel.png,no,no,yes,no
24,38_dunkel.png,no,no,yes,no
24,10_dunkel.png,no,no,yes,no
24,23_dunkel.png,no,no,yes,no
24,8_dunkel.png,no,no,no,yes
24,34_dunkel.png,no,no,yes,no
24,4_dunkel.png,no,no,yes,no
24,13_dunkel.png,no,no,no,yes
24,6_dunkel.png,no,no,no,yes
24,11_dunkel.png,no,no,no,yes
24,29_dunkel.png,no,no,no,yes
24,25_dunkel.png,no,no,no,yes
24,12_dunkel.png,no,no,yes,no
24,28_dunkel.png,no,no,no,yes
24,30_dunkel.png,no,no,yes,no
24,5_dunkel.png,no,no,yes,no
24,20_dunkel.png,no,no,no,yes
