subject_nr,block_nr,trial_nr,trial_task,cs_contrast,cs_duration,cs_numbers,cs_filename,cs_us_order,cs_location,us_valence,us_filename,us_type,cs_w_us_type,us_duration,pre_mask,post_mask,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,id_opt_1_f,id_opt_2_f,id_opt_3_f,id_opt_4_f,id_opt_5_f,id_opt_6_f,slide_1,slide_2,slide_3,slide_4,slide_5,slide_6,time_subj,time_obj,time_blank,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6
30,1,0,objective,2,30,1,1_hell.png,cs_first,cs_left,positive,Geschenk,word,picture,2420,fmaske_11.bmp,fmaske_12.bmp,23,1,18,26,35,4,23_dunkel.png,1_dunkel.png,18_dunkel.png,26_dunkel.png,35_dunkel.png,4_dunkel.png,NA,348748,349653,349757,349792,349846,NA,352266,356907,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no
30,1,1,objective,2,70,15,15_hell.png,cs_first,cs_right,positive,8501.bmp,picture,picture,2380,fmaske_10.bmp,fmaske_8.bmp,38,15,12,16,14,36,38_dunkel.png,15_dunkel.png,12_dunkel.png,16_dunkel.png,14_dunkel.png,36_dunkel.png,NA,357549,358453,358557,358632,358686,NA,361067,362451,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
30,1,2,objective,1,50,29,29_dunkel.png,cs_first,cs_left,positive,Musik,word,picture,2400,fmaske_12.bmp,fmaske_6.bmp,10,27,7,20,29,21,10_dunkel.png,27_dunkel.png,7_dunkel.png,20_dunkel.png,29_dunkel.png,21_dunkel.png,NA,362983,363887,363991,364045,364099,NA,366499,367714,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
30,1,3,subjective,1,60,7,7_dunkel.png,cs_first,cs_right,negative,8485.bmp,picture,picture,2390,fmaske_5.bmp,fmaske_6.bmp,19,20,27,21,7,29,19_dunkel.png,20_dunkel.png,27_dunkel.png,21_dunkel.png,7_dunkel.png,29_dunkel.png,NA,368356,369260,369364,369428,369482,371873,NA,378746,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
30,1,4,subjective,1,60,27,27_dunkel.png,cs_first,cs_left,positive,Freizeit,word,picture,2390,fmaske_7.bmp,fmaske_11.bmp,29,7,27,19,32,6,29_dunkel.png,7_dunkel.png,27_dunkel.png,19_dunkel.png,32_dunkel.png,6_dunkel.png,NA,379279,380183,380287,380351,380405,382795,NA,387299,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA
30,1,5,objective,2,70,14,14_hell.png,cs_first,cs_left,positive,5629.bmp,picture,picture,2380,fmaske_10.bmp,fmaske_4.bmp,12,30,36,31,14,15,12_dunkel.png,30_dunkel.png,36_dunkel.png,31_dunkel.png,14_dunkel.png,15_dunkel.png,NA,387940,388844,388948,389022,389076,NA,391456,393207,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no
30,1,6,objective,2,40,9,9_hell.png,us_first,cs_right,negative,Unfall,word,picture,910,fmaske_6.bmp,fmaske_12.bmp,18,2,25,9,23,1,18_dunkel.png,2_dunkel.png,25_dunkel.png,9_dunkel.png,23_dunkel.png,1_dunkel.png,393735,394239,395143,395247,395292,395346,NA,396258,397000,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
30,1,7,objective,1,90,34,34_dunkel.png,cs_first,cs_left,negative,9006.bmp,picture,picture,2360,fmaske_8.bmp,fmaske_7.bmp,8,34,22,37,28,13,8_dunkel.png,34_dunkel.png,22_dunkel.png,37_dunkel.png,28_dunkel.png,13_dunkel.png,NA,397643,398547,398652,398746,398801,NA,401161,402206,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
30,1,8,subjective,2,50,29,29_hell.png,us_first,cs_left,positive,Strand,word,picture,900,fmaske_8.bmp,fmaske_9.bmp,20,29,32,21,7,6,20_dunkel.png,29_dunkel.png,32_dunkel.png,21_dunkel.png,7_dunkel.png,6_dunkel.png,402739,403243,404147,404251,404305,404360,405260,NA,408077,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA
30,1,9,objective,1,40,5,5_dunkel.png,us_first,cs_right,negative,Hektik,word,picture,910,fmaske_8.bmp,fmaske_5.bmp,35,4,23,5,9,1,35_dunkel.png,4_dunkel.png,23_dunkel.png,5_dunkel.png,9_dunkel.png,1_dunkel.png,408607,409111,410015,410119,410163,410217,NA,411128,412151,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no
