subject_nr,cs_filename,eval_rating
19,28_dunkel.png,6
19,19_dunkel.png,9
19,14_dunkel.png,9
19,23_dunkel.png,8
19,10_dunkel.png,9
19,36_dunkel.png,9
19,39_dunkel.png,12
19,29_dunkel.png,6
19,17_dunkel.png,10
19,21_dunkel.png,13
19,33_dunkel.png,13
19,40_dunkel.png,14
19,13_dunkel.png,8
19,5_dunkel.png,8
19,27_dunkel.png,12
19,24_dunkel.png,11
19,8_dunkel.png,9
19,30_dunkel.png,7
19,11_dunkel.png,9
19,4_dunkel.png,9
19,37_dunkel.png,12
19,18_dunkel.png,10
19,20_dunkel.png,5
19,32_dunkel.png,14
19,16_dunkel.png,13
19,6_dunkel.png,10
19,26_dunkel.png,12
19,25_dunkel.png,7
19,3_dunkel.png,8
19,38_dunkel.png,9
19,1_dunkel.png,12
19,15_dunkel.png,11
19,22_dunkel.png,8
19,12_dunkel.png,12
19,2_dunkel.png,12
19,7_dunkel.png,10
19,35_dunkel.png,8
19,9_dunkel.png,9
19,31_dunkel.png,10
19,34_dunkel.png,10
