subject_nr,block_nr,trial_nr,trial_task,cs_contrast,cs_duration,cs_numbers,cs_filename,cs_us_order,cs_location,us_valence,us_filename,us_type,cs_w_us_type,us_duration,pre_mask,post_mask,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,id_opt_1_f,id_opt_2_f,id_opt_3_f,id_opt_4_f,id_opt_5_f,id_opt_6_f,slide_1,slide_2,slide_3,slide_4,slide_5,slide_6,time_subj,time_obj,time_blank,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6
7,1,0,subjective,2,100,39,39_hell.png,cs_first,cs_left,negative,9400.bmp,picture,picture,2350,fmaske_11.bmp,fmaske_9.bmp,33,11,28,13,39,24,33_dunkel.png,11_dunkel.png,28_dunkel.png,13_dunkel.png,39_dunkel.png,24_dunkel.png,NA,524623,525527,525631,525735,525789,528139,NA,530212,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
7,1,1,objective,1,80,17,17_dunkel.png,cs_first,cs_right,positive,Lachen,word,picture,2370,fmaske_5.bmp,fmaske_8.bmp,38,15,30,17,12,40,38_dunkel.png,15_dunkel.png,30_dunkel.png,17_dunkel.png,12_dunkel.png,40_dunkel.png,NA,530745,531649,531753,531837,531891,NA,534262,543059,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
7,1,2,subjective,2,60,19,19_hell.png,cs_first,cs_left,positive,Scherz,word,picture,2390,fmaske_12.bmp,fmaske_6.bmp,19,6,27,7,29,20,19_dunkel.png,6_dunkel.png,27_dunkel.png,7_dunkel.png,29_dunkel.png,20_dunkel.png,NA,543590,544494,544598,544662,544716,547106,NA,548161,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
7,1,3,objective,1,80,15,15_dunkel.png,us_first,cs_right,positive,Strand,word,picture,870,fmaske_1.bmp,fmaske_4.bmp,14,15,17,36,31,38,14_dunkel.png,15_dunkel.png,17_dunkel.png,36_dunkel.png,31_dunkel.png,38_dunkel.png,548693,549197,550101,550205,550289,550343,NA,551214,552266,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
7,1,4,objective,2,100,39,39_hell.png,us_first,cs_right,negative,9340.bmp,picture,picture,850,fmaske_6.bmp,fmaske_5.bmp,39,13,37,8,24,22,39_dunkel.png,13_dunkel.png,37_dunkel.png,8_dunkel.png,24_dunkel.png,22_dunkel.png,552909,553413,554317,554421,554525,554579,NA,555430,561023,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
7,1,5,objective,1,60,3,3_dunkel.png,cs_first,cs_right,positive,2311.bmp,picture,picture,2390,fmaske_4.bmp,fmaske_10.bmp,19,32,7,6,3,20,19_dunkel.png,32_dunkel.png,7_dunkel.png,6_dunkel.png,3_dunkel.png,20_dunkel.png,NA,561663,562567,562671,562735,562789,NA,565180,573703,NA,NA,NA,NA,NA,NA,no,no,no,no,no,yes
7,1,6,subjective,3,50,3,3_mittel.png,us_first,cs_left,positive,Brief,word,picture,900,fmaske_9.bmp,fmaske_3.bmp,10,20,3,29,6,21,10_dunkel.png,20_dunkel.png,3_dunkel.png,29_dunkel.png,6_dunkel.png,21_dunkel.png,574232,574736,575640,575744,575799,575853,576753,NA,577966,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
7,1,7,objective,3,80,12,12_mittel.png,cs_first,cs_right,negative,9830.bmp,picture,picture,2370,fmaske_1.bmp,fmaske_7.bmp,36,12,31,38,16,15,36_dunkel.png,12_dunkel.png,31_dunkel.png,38_dunkel.png,16_dunkel.png,15_dunkel.png,NA,578610,579515,579619,579703,579757,NA,582128,583136,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
7,1,8,objective,3,30,5,5_mittel.png,us_first,cs_left,negative,Frust,word,picture,920,fmaske_12.bmp,fmaske_4.bmp,18,4,26,1,23,5,18_dunkel.png,4_dunkel.png,26_dunkel.png,1_dunkel.png,23_dunkel.png,5_dunkel.png,583664,584168,585072,585176,585210,585264,NA,586184,592575,NA,NA,NA,NA,NA,NA,no,no,no,no,no,yes
7,1,9,subjective,2,90,28,28_hell.png,us_first,cs_left,negative,9520.bmp,picture,picture,860,fmaske_7.bmp,fmaske_5.bmp,13,8,33,24,37,28,13_dunkel.png,8_dunkel.png,33_dunkel.png,24_dunkel.png,37_dunkel.png,28_dunkel.png,593218,593722,594626,594730,594824,594878,595738,NA,597137,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
