subject_nr,cs_filename,eval_rating
30,4_dunkel.png,4
30,27_dunkel.png,12
30,22_dunkel.png,18
30,38_dunkel.png,19
30,40_dunkel.png,1
30,32_dunkel.png,4
30,11_dunkel.png,9
30,2_dunkel.png,14
30,6_dunkel.png,0
30,36_dunkel.png,0
30,24_dunkel.png,0
30,34_dunkel.png,11
30,35_dunkel.png,0
30,8_dunkel.png,0
30,18_dunkel.png,2
30,31_dunkel.png,19
30,7_dunkel.png,19
30,14_dunkel.png,0
30,23_dunkel.png,7
30,37_dunkel.png,7
30,39_dunkel.png,5
30,33_dunkel.png,11
30,28_dunkel.png,0
30,1_dunkel.png,18
30,25_dunkel.png,0
30,13_dunkel.png,3
30,10_dunkel.png,8
30,30_dunkel.png,9
30,29_dunkel.png,0
30,9_dunkel.png,2
30,17_dunkel.png,5
30,21_dunkel.png,10
30,26_dunkel.png,3
30,16_dunkel.png,13
30,15_dunkel.png,2
30,5_dunkel.png,18
30,12_dunkel.png,16
30,3_dunkel.png,0
30,19_dunkel.png,2
30,20_dunkel.png,2
