subject_nr,block_nr,trial_nr,trial_task,cs_contrast,cs_duration,cs_numbers,cs_filename,cs_us_order,cs_location,us_valence,us_filename,us_type,cs_w_us_type,us_duration,pre_mask,post_mask,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,id_opt_1_f,id_opt_2_f,id_opt_3_f,id_opt_4_f,id_opt_5_f,id_opt_6_f,slide_1,slide_2,slide_3,slide_4,slide_5,slide_6,time_subj,time_obj,time_blank,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6
29,1,0,subjective,3,50,17,17_mittel.png,us_first,cs_left,positive,2660.bmp,picture,picture,900,fmaske_10.bmp,fmaske_10.bmp,40,38,14,12,16,17,40_dunkel.png,38_dunkel.png,14_dunkel.png,12_dunkel.png,16_dunkel.png,17_dunkel.png,532808,533313,534217,534321,534375,534429,535329,NA,540889,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
29,1,1,objective,2,100,35,35_hell.png,us_first,cs_right,positive,1999.bmp,picture,picture,850,fmaske_4.bmp,fmaske_6.bmp,23,26,1,4,35,5,23_dunkel.png,26_dunkel.png,1_dunkel.png,4_dunkel.png,35_dunkel.png,5_dunkel.png,541531,542035,542939,543043,543147,543202,NA,544053,546144,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no
29,1,2,objective,3,80,11,11_mittel.png,cs_first,cs_right,positive,Sonne,word,picture,2370,fmaske_5.bmp,fmaske_3.bmp,34,28,39,33,11,37,34_dunkel.png,28_dunkel.png,39_dunkel.png,33_dunkel.png,11_dunkel.png,37_dunkel.png,NA,546676,547580,547684,547768,547822,NA,550193,551341,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no
29,1,3,objective,2,100,23,23_hell.png,cs_first,cs_left,negative,3300.bmp,picture,picture,2350,fmaske_11.bmp,fmaske_5.bmp,4,5,35,23,2,1,4_dunkel.png,5_dunkel.png,35_dunkel.png,23_dunkel.png,2_dunkel.png,1_dunkel.png,NA,551982,552886,552990,553094,553148,NA,555498,559143,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no
29,1,4,subjective,2,40,6,6_hell.png,us_first,cs_right,negative,Unfall,word,picture,910,fmaske_4.bmp,fmaske_5.bmp,19,6,32,10,29,7,19_dunkel.png,6_dunkel.png,32_dunkel.png,10_dunkel.png,29_dunkel.png,7_dunkel.png,559675,560179,561083,561187,561231,561285,562196,NA,566409,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA
29,1,5,objective,1,40,32,32_dunkel.png,us_first,cs_right,positive,2040.bmp,picture,picture,910,fmaske_2.bmp,fmaske_3.bmp,7,20,19,6,10,32,7_dunkel.png,20_dunkel.png,19_dunkel.png,6_dunkel.png,10_dunkel.png,32_dunkel.png,567055,567559,568463,568567,568612,568666,NA,569577,573046,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
29,1,6,objective,2,70,24,24_hell.png,us_first,cs_right,positive,Witz,word,picture,880,fmaske_7.bmp,fmaske_6.bmp,28,13,11,8,24,37,28_dunkel.png,13_dunkel.png,11_dunkel.png,8_dunkel.png,24_dunkel.png,37_dunkel.png,573575,574079,574983,575087,575161,575215,NA,576097,576958,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no
29,1,7,subjective,1,50,17,17_dunkel.png,us_first,cs_left,positive,Ruhe,word,picture,900,fmaske_11.bmp,fmaske_6.bmp,12,17,30,15,31,36,12_dunkel.png,17_dunkel.png,30_dunkel.png,15_dunkel.png,31_dunkel.png,36_dunkel.png,577488,577992,578896,579000,579054,579108,580009,NA,586542,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA
29,1,8,objective,3,50,30,30_mittel.png,cs_first,cs_right,negative,9182.bmp,picture,picture,2400,fmaske_8.bmp,fmaske_2.bmp,12,40,16,36,15,30,12_dunkel.png,40_dunkel.png,16_dunkel.png,36_dunkel.png,15_dunkel.png,30_dunkel.png,NA,587190,588095,588200,588254,588308,NA,590709,592598,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
29,1,9,subjective,2,80,37,37_hell.png,cs_first,cs_right,positive,Kunst,word,picture,2370,fmaske_11.bmp,fmaske_3.bmp,11,22,33,37,24,34,11_dunkel.png,22_dunkel.png,33_dunkel.png,37_dunkel.png,24_dunkel.png,34_dunkel.png,NA,593131,594035,594139,594223,594277,596648,NA,600709,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA
29,1,10,objective,2,50,40,40_hell.png,us_first,cs_right,positive,Geschenk,word,picture,900,fmaske_7.bmp,fmaske_10.bmp,14,30,36,40,38,31,14_dunkel.png,30_dunkel.png,36_dunkel.png,40_dunkel.png,38_dunkel.png,31_dunkel.png,601241,601746,602650,602754,602808,602862,NA,603763,608229,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
29,1,11,subjective,3,80,33,33_mittel.png,cs_first,cs_right,negative,9830.bmp,picture,picture,2370,fmaske_5.bmp,fmaske_8.bmp,33,24,37,39,13,8,33_dunkel.png,24_dunkel.png,37_dunkel.png,39_dunkel.png,13_dunkel.png,8_dunkel.png,NA,608876,609780,609884,609968,610022,612393,NA,613661,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA
29,1,12,subjective,3,50,40,40_mittel.png,cs_first,cs_left,positive,Kuss,word,picture,2400,fmaske_8.bmp,fmaske_5.bmp,17,31,14,30,40,16,17_dunkel.png,31_dunkel.png,14_dunkel.png,30_dunkel.png,40_dunkel.png,16_dunkel.png,NA,614195,615099,615203,615257,615312,617712,NA,621573,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA
29,1,13,subjective,3,70,8,8_mittel.png,us_first,cs_right,positive,8170.bmp,picture,picture,880,fmaske_5.bmp,fmaske_4.bmp,39,24,33,8,13,34,39_dunkel.png,24_dunkel.png,33_dunkel.png,8_dunkel.png,13_dunkel.png,34_dunkel.png,622213,622717,623621,623725,623800,623854,624735,NA,625761,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA
29,1,14,objective,1,80,13,13_dunkel.png,us_first,cs_right,negative,Unfall,word,picture,870,fmaske_5.bmp,fmaske_6.bmp,13,39,8,11,33,24,13_dunkel.png,39_dunkel.png,8_dunkel.png,11_dunkel.png,33_dunkel.png,24_dunkel.png,626290,626794,627698,627802,627886,627940,NA,628811,630210,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
29,1,15,objective,2,70,13,13_hell.png,us_first,cs_right,negative,6831.bmp,picture,picture,880,fmaske_2.bmp,fmaske_2.bmp,28,22,8,24,33,13,28_dunkel.png,22_dunkel.png,8_dunkel.png,24_dunkel.png,33_dunkel.png,13_dunkel.png,630859,631364,632268,632372,632446,632500,NA,633381,635913,NA,NA,NA,NA,NA,NA,no,no,no,no,no,yes
