subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
17,26_dunkel.png,no,no,no,yes
17,31_dunkel.png,no,no,no,yes
17,12_dunkel.png,no,no,yes,no
17,7_dunkel.png,no,no,yes,no
17,9_dunkel.png,no,no,no,yes
17,10_dunkel.png,no,no,no,yes
17,15_dunkel.png,no,no,no,yes
17,24_dunkel.png,no,no,yes,no
17,34_dunkel.png,no,yes,no,no
17,17_dunkel.png,no,no,no,yes
17,18_dunkel.png,no,no,yes,no
17,30_dunkel.png,no,no,no,yes
17,37_dunkel.png,yes,no,no,no
17,5_dunkel.png,no,no,no,yes
17,35_dunkel.png,no,no,no,yes
17,27_dunkel.png,no,no,no,yes
17,13_dunkel.png,no,no,no,yes
17,28_dunkel.png,no,no,no,yes
17,3_dunkel.png,no,no,no,yes
17,22_dunkel.png,no,no,no,yes
17,32_dunkel.png,no,no,no,yes
17,39_dunkel.png,yes,no,no,no
17,23_dunkel.png,no,no,no,yes
17,25_dunkel.png,no,no,no,yes
17,33_dunkel.png,no,no,no,yes
17,1_dunkel.png,no,no,no,yes
17,16_dunkel.png,no,no,no,yes
17,8_dunkel.png,no,no,no,yes
17,11_dunkel.png,no,no,no,yes
17,29_dunkel.png,no,no,no,yes
17,21_dunkel.png,no,no,no,yes
17,6_dunkel.png,no,no,no,yes
17,20_dunkel.png,no,no,no,yes
17,4_dunkel.png,no,no,no,yes
17,14_dunkel.png,no,no,no,yes
17,36_dunkel.png,no,no,no,yes
17,2_dunkel.png,no,no,no,yes
17,40_dunkel.png,no,no,no,yes
17,38_dunkel.png,no,no,no,yes
17,19_dunkel.png,no,no,no,yes
