subject_nr,cs_filename,eval_rating
18,36_dunkel.png,9
18,7_dunkel.png,14
18,14_dunkel.png,16
18,26_dunkel.png,19
18,13_dunkel.png,7
18,1_dunkel.png,13
18,11_dunkel.png,17
18,2_dunkel.png,11
18,22_dunkel.png,17
18,9_dunkel.png,16
18,25_dunkel.png,8
18,10_dunkel.png,8
18,35_dunkel.png,6
18,20_dunkel.png,3
18,29_dunkel.png,12
18,30_dunkel.png,6
18,6_dunkel.png,19
18,23_dunkel.png,19
18,16_dunkel.png,17
18,24_dunkel.png,17
18,15_dunkel.png,17
18,17_dunkel.png,12
18,33_dunkel.png,14
18,27_dunkel.png,17
18,18_dunkel.png,9
18,37_dunkel.png,11
18,40_dunkel.png,5
18,21_dunkel.png,9
18,12_dunkel.png,15
18,34_dunkel.png,11
18,3_dunkel.png,7
18,38_dunkel.png,19
18,28_dunkel.png,9
18,5_dunkel.png,9
18,32_dunkel.png,16
18,4_dunkel.png,16
18,19_dunkel.png,11
18,39_dunkel.png,13
18,8_dunkel.png,4
18,31_dunkel.png,18
