subject_nr,cs_filename,eval_rating
13,23_dunkel.png,12
13,35_dunkel.png,2
13,34_dunkel.png,8
13,14_dunkel.png,9
13,5_dunkel.png,11
13,26_dunkel.png,18
13,18_dunkel.png,6
13,15_dunkel.png,12
13,25_dunkel.png,14
13,30_dunkel.png,2
13,7_dunkel.png,17
13,16_dunkel.png,15
13,28_dunkel.png,13
13,1_dunkel.png,13
13,3_dunkel.png,3
13,24_dunkel.png,4
13,20_dunkel.png,5
13,12_dunkel.png,15
13,31_dunkel.png,15
13,4_dunkel.png,4
13,17_dunkel.png,6
13,8_dunkel.png,5
13,19_dunkel.png,5
13,22_dunkel.png,15
13,21_dunkel.png,14
13,40_dunkel.png,13
13,39_dunkel.png,9
13,38_dunkel.png,16
13,6_dunkel.png,12
13,36_dunkel.png,5
13,29_dunkel.png,5
13,2_dunkel.png,18
13,32_dunkel.png,16
13,11_dunkel.png,14
13,10_dunkel.png,14
13,13_dunkel.png,5
13,37_dunkel.png,5
13,33_dunkel.png,13
13,9_dunkel.png,14
13,27_dunkel.png,16
