subject_nr,block_nr,trial_nr,trial_task,cs_contrast,cs_duration,cs_numbers,cs_filename,cs_us_order,cs_location,us_valence,us_filename,us_type,cs_w_us_type,us_duration,pre_mask,post_mask,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,id_opt_1_f,id_opt_2_f,id_opt_3_f,id_opt_4_f,id_opt_5_f,id_opt_6_f,slide_1,slide_2,slide_3,slide_4,slide_5,slide_6,time_subj,time_obj,time_blank,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6
24,1,0,subjective,3,90,40,40_mittel.png,cs_first,cs_left,positive,Himmel,word,picture,2360,fmaske_10.bmp,fmaske_3.bmp,36,30,40,14,15,17,36_dunkel.png,30_dunkel.png,40_dunkel.png,14_dunkel.png,15_dunkel.png,17_dunkel.png,NA,536195,537099,537203,537297,537351,539711,NA,563521,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA
24,1,1,subjective,3,90,36,36_mittel.png,cs_first,cs_right,negative,Hass,word,picture,2360,fmaske_3.bmp,fmaske_9.bmp,38,16,15,14,17,36,38_dunkel.png,16_dunkel.png,15_dunkel.png,14_dunkel.png,17_dunkel.png,36_dunkel.png,NA,564057,564961,565065,565159,565213,567574,NA,573601,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA
24,1,2,objective,1,80,7,7_dunkel.png,us_first,cs_left,negative,Ekel,word,picture,870,fmaske_12.bmp,fmaske_7.bmp,7,29,10,3,20,21,7_dunkel.png,29_dunkel.png,10_dunkel.png,3_dunkel.png,20_dunkel.png,21_dunkel.png,574130,574634,575538,575642,575726,575780,NA,576650,579698,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
24,1,3,subjective,3,30,22,22_mittel.png,us_first,cs_right,positive,Sommer,word,picture,920,fmaske_4.bmp,fmaske_2.bmp,37,28,13,24,33,22,37_dunkel.png,28_dunkel.png,13_dunkel.png,24_dunkel.png,33_dunkel.png,22_dunkel.png,580231,580735,581639,581743,581777,581831,582752,NA,585156,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
24,1,4,objective,1,50,9,9_dunkel.png,us_first,cs_right,negative,9180.bmp,picture,picture,900,fmaske_1.bmp,fmaske_9.bmp,18,23,9,2,5,4,18_dunkel.png,23_dunkel.png,9_dunkel.png,2_dunkel.png,5_dunkel.png,4_dunkel.png,585804,586308,587212,587316,587370,587424,NA,588325,590180,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
24,1,5,objective,3,30,24,24_mittel.png,us_first,cs_right,positive,Geburt,word,picture,920,fmaske_2.bmp,fmaske_6.bmp,37,24,34,11,8,28,37_dunkel.png,24_dunkel.png,34_dunkel.png,11_dunkel.png,8_dunkel.png,28_dunkel.png,590716,591220,592124,592228,592262,592316,NA,593237,597581,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
24,1,6,objective,3,80,19,19_mittel.png,us_first,cs_left,positive,Brief,word,picture,870,fmaske_10.bmp,fmaske_6.bmp,20,27,19,3,6,10,20_dunkel.png,27_dunkel.png,19_dunkel.png,3_dunkel.png,6_dunkel.png,10_dunkel.png,598111,598615,599519,599623,599707,599761,NA,600631,606706,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
24,1,7,objective,1,30,24,24_dunkel.png,cs_first,cs_right,positive,4220.bmp,picture,picture,2420,fmaske_10.bmp,fmaske_10.bmp,33,13,22,8,24,39,33_dunkel.png,13_dunkel.png,22_dunkel.png,8_dunkel.png,24_dunkel.png,39_dunkel.png,NA,607346,608251,608355,608389,608443,NA,610864,612921,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no
24,1,8,subjective,1,40,34,34_dunkel.png,us_first,cs_left,negative,9182.bmp,picture,picture,910,fmaske_11.bmp,fmaske_7.bmp,34,8,39,24,22,11,34_dunkel.png,8_dunkel.png,39_dunkel.png,24_dunkel.png,22_dunkel.png,11_dunkel.png,613566,614070,614974,615078,615122,615176,616086,NA,622482,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA
24,1,9,objective,2,70,7,7_hell.png,us_first,cs_left,negative,3220.bmp,picture,picture,880,fmaske_11.bmp,fmaske_12.bmp,29,21,27,19,32,7,29_dunkel.png,21_dunkel.png,27_dunkel.png,19_dunkel.png,32_dunkel.png,7_dunkel.png,623124,623628,624532,624636,624710,624764,NA,625644,627803,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
24,1,10,objective,1,30,37,37_dunkel.png,us_first,cs_right,positive,8190.bmp,picture,picture,920,fmaske_8.bmp,fmaske_1.bmp,24,37,11,39,13,33,24_dunkel.png,37_dunkel.png,11_dunkel.png,39_dunkel.png,13_dunkel.png,33_dunkel.png,628449,628953,629857,629961,629995,630049,NA,630970,632574,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
24,1,11,objective,3,90,15,15_mittel.png,us_first,cs_right,positive,Licht,word,picture,860,fmaske_7.bmp,fmaske_2.bmp,15,16,38,36,17,40,15_dunkel.png,16_dunkel.png,38_dunkel.png,36_dunkel.png,17_dunkel.png,40_dunkel.png,633106,633610,634514,634618,634712,634766,NA,635627,637541,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
24,1,12,objective,2,60,26,26_hell.png,us_first,cs_left,positive,Geschenk,word,picture,890,fmaske_5.bmp,fmaske_5.bmp,1,26,9,25,35,23,1_dunkel.png,26_dunkel.png,9_dunkel.png,25_dunkel.png,35_dunkel.png,23_dunkel.png,638071,638575,639479,639583,639647,639701,NA,640591,644730,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no
24,1,13,subjective,2,70,7,7_hell.png,cs_first,cs_left,negative,Henker,word,picture,2380,fmaske_7.bmp,fmaske_3.bmp,29,10,21,19,3,7,29_dunkel.png,10_dunkel.png,21_dunkel.png,19_dunkel.png,3_dunkel.png,7_dunkel.png,NA,645258,646162,646266,646340,646394,648774,NA,651957,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA
