subject_nr,cs_filename,eval_rating
28,22_dunkel.png,18
28,36_dunkel.png,9
28,31_dunkel.png,19
28,14_dunkel.png,12
28,30_dunkel.png,7
28,29_dunkel.png,10
28,3_dunkel.png,19
28,15_dunkel.png,12
28,21_dunkel.png,8
28,28_dunkel.png,11
28,32_dunkel.png,18
28,37_dunkel.png,5
28,25_dunkel.png,7
28,33_dunkel.png,19
28,19_dunkel.png,10
28,8_dunkel.png,10
28,4_dunkel.png,5
28,2_dunkel.png,10
28,1_dunkel.png,19
28,18_dunkel.png,14
28,16_dunkel.png,7
28,40_dunkel.png,11
28,6_dunkel.png,10
28,38_dunkel.png,18
28,9_dunkel.png,15
28,39_dunkel.png,11
28,7_dunkel.png,14
28,26_dunkel.png,19
28,12_dunkel.png,16
28,35_dunkel.png,6
28,13_dunkel.png,5
28,27_dunkel.png,19
28,23_dunkel.png,8
28,5_dunkel.png,7
28,20_dunkel.png,5
28,17_dunkel.png,4
28,24_dunkel.png,14
28,10_dunkel.png,7
28,34_dunkel.png,16
28,11_dunkel.png,15
