subject_nr,cs_filename,eval_rating
15,3_dunkel.png,7
15,5_dunkel.png,1
15,2_dunkel.png,13
15,35_dunkel.png,17
15,37_dunkel.png,17
15,12_dunkel.png,17
15,21_dunkel.png,19
15,39_dunkel.png,14
15,7_dunkel.png,1
15,33_dunkel.png,15
15,14_dunkel.png,3
15,32_dunkel.png,18
15,28_dunkel.png,3
15,13_dunkel.png,3
15,27_dunkel.png,12
15,34_dunkel.png,14
15,29_dunkel.png,5
15,40_dunkel.png,1
15,10_dunkel.png,2
15,30_dunkel.png,19
15,17_dunkel.png,17
15,25_dunkel.png,17
15,9_dunkel.png,17
15,20_dunkel.png,5
15,18_dunkel.png,10
15,11_dunkel.png,19
15,26_dunkel.png,19
15,15_dunkel.png,19
15,16_dunkel.png,19
15,1_dunkel.png,19
15,24_dunkel.png,19
15,38_dunkel.png,19
15,4_dunkel.png,19
15,6_dunkel.png,8
15,23_dunkel.png,11
15,22_dunkel.png,11
15,8_dunkel.png,6
15,19_dunkel.png,9
15,31_dunkel.png,17
15,36_dunkel.png,17
