subject_nr,cs_filename,eval_rating
7,8_dunkel.png,9
7,29_dunkel.png,4
7,21_dunkel.png,9
7,2_dunkel.png,9
7,27_dunkel.png,9
7,38_dunkel.png,9
7,26_dunkel.png,13
7,5_dunkel.png,13
7,3_dunkel.png,4
7,4_dunkel.png,12
7,13_dunkel.png,8
7,18_dunkel.png,8
7,19_dunkel.png,3
7,33_dunkel.png,16
7,11_dunkel.png,9
7,12_dunkel.png,9
7,36_dunkel.png,9
7,7_dunkel.png,15
7,22_dunkel.png,10
7,35_dunkel.png,1
7,32_dunkel.png,5
7,1_dunkel.png,12
7,6_dunkel.png,0
7,23_dunkel.png,0
7,9_dunkel.png,5
7,34_dunkel.png,17
7,16_dunkel.png,4
7,25_dunkel.png,6
7,30_dunkel.png,0
7,17_dunkel.png,5
7,14_dunkel.png,5
7,40_dunkel.png,8
7,28_dunkel.png,0
7,31_dunkel.png,19
7,37_dunkel.png,15
7,20_dunkel.png,5
7,24_dunkel.png,0
7,10_dunkel.png,0
7,39_dunkel.png,9
7,15_dunkel.png,12
