subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
2,20_dunkel.png,no,no,yes,no
2,12_dunkel.png,no,no,yes,no
2,28_dunkel.png,no,no,yes,no
2,4_dunkel.png,no,yes,no,no
2,30_dunkel.png,no,yes,no,no
2,27_dunkel.png,no,yes,no,no
2,17_dunkel.png,no,no,no,yes
2,31_dunkel.png,no,yes,no,no
2,34_dunkel.png,no,no,yes,no
2,8_dunkel.png,no,no,yes,no
2,2_dunkel.png,no,no,yes,no
2,25_dunkel.png,no,no,no,yes
2,22_dunkel.png,no,no,no,yes
2,24_dunkel.png,no,no,no,yes
2,14_dunkel.png,no,no,no,yes
2,10_dunkel.png,no,no,no,yes
2,38_dunkel.png,no,no,no,yes
2,21_dunkel.png,no,no,no,yes
2,15_dunkel.png,no,yes,no,no
2,9_dunkel.png,no,no,no,yes
2,3_dunkel.png,no,no,yes,no
2,18_dunkel.png,no,no,no,yes
2,36_dunkel.png,no,no,no,yes
2,37_dunkel.png,no,no,no,yes
2,7_dunkel.png,no,no,yes,no
2,1_dunkel.png,no,no,yes,no
2,29_dunkel.png,no,no,no,yes
2,39_dunkel.png,no,no,no,yes
2,6_dunkel.png,no,no,no,yes
2,40_dunkel.png,no,no,no,yes
2,33_dunkel.png,no,no,no,yes
2,13_dunkel.png,no,no,no,yes
2,35_dunkel.png,no,no,no,yes
2,11_dunkel.png,no,no,no,yes
2,5_dunkel.png,no,no,no,yes
2,16_dunkel.png,no,no,no,yes
2,26_dunkel.png,no,no,no,yes
2,23_dunkel.png,no,no,no,yes
2,19_dunkel.png,no,no,no,yes
2,32_dunkel.png,no,no,no,yes
