subject_nr,block_nr,trial_nr,trial_task,cs_contrast,cs_duration,cs_numbers,cs_filename,cs_us_order,cs_location,us_valence,us_filename,us_type,cs_w_us_type,us_duration,pre_mask,post_mask,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,id_opt_1_f,id_opt_2_f,id_opt_3_f,id_opt_4_f,id_opt_5_f,id_opt_6_f,slide_1,slide_2,slide_3,slide_4,slide_5,slide_6,time_subj,time_obj,time_blank,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6
23,1,0,objective,2,40,4,4_hell.png,cs_first,cs_left,positive,Musik,word,picture,2410,fmaske_8.bmp,fmaske_12.bmp,23,35,18,4,26,5,23_dunkel.png,35_dunkel.png,18_dunkel.png,4_dunkel.png,26_dunkel.png,5_dunkel.png,NA,483967,484872,484976,485020,485074,NA,487485,497173,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no
23,1,1,subjective,1,60,19,19_dunkel.png,us_first,cs_right,positive,Wiese,word,picture,890,fmaske_10.bmp,fmaske_2.bmp,7,20,27,29,32,19,7_dunkel.png,20_dunkel.png,27_dunkel.png,29_dunkel.png,32_dunkel.png,19_dunkel.png,497708,498212,499116,499220,499284,499338,500229,NA,506041,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
23,1,2,objective,1,100,24,24_dunkel.png,us_first,cs_left,positive,7502.bmp,picture,picture,850,fmaske_9.bmp,fmaske_11.bmp,8,11,13,33,24,28,8_dunkel.png,11_dunkel.png,13_dunkel.png,33_dunkel.png,24_dunkel.png,28_dunkel.png,506682,507186,508090,508194,508298,508352,NA,509202,509966,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no
23,1,3,objective,3,30,23,23_mittel.png,us_first,cs_left,negative,Neid,word,picture,920,fmaske_3.bmp,fmaske_6.bmp,18,9,23,26,5,35,18_dunkel.png,9_dunkel.png,23_dunkel.png,26_dunkel.png,5_dunkel.png,35_dunkel.png,510493,510998,511902,512006,512041,512095,NA,513015,514943,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
23,1,4,objective,3,70,36,36_mittel.png,cs_first,cs_left,negative,9561.bmp,picture,picture,2380,fmaske_8.bmp,fmaske_11.bmp,15,38,36,12,16,31,15_dunkel.png,38_dunkel.png,36_dunkel.png,12_dunkel.png,16_dunkel.png,31_dunkel.png,NA,515596,516500,516604,516678,516732,NA,519112,523770,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
23,1,5,subjective,1,30,5,5_dunkel.png,cs_first,cs_right,negative,Not,word,picture,2420,fmaske_4.bmp,fmaske_4.bmp,9,25,23,1,2,5,9_dunkel.png,25_dunkel.png,23_dunkel.png,1_dunkel.png,2_dunkel.png,5_dunkel.png,NA,524298,525203,525307,525341,525395,527816,NA,534242,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA
23,1,6,subjective,1,40,25,25_dunkel.png,cs_first,cs_right,positive,8540.bmp,picture,picture,2410,fmaske_12.bmp,fmaske_9.bmp,26,25,4,35,23,9,26_dunkel.png,25_dunkel.png,4_dunkel.png,35_dunkel.png,23_dunkel.png,9_dunkel.png,NA,534883,535788,535892,535936,535990,538401,NA,541236,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
23,1,7,subjective,3,50,32,32_mittel.png,us_first,cs_left,positive,2660.bmp,picture,picture,900,fmaske_7.bmp,fmaske_5.bmp,7,32,19,10,3,21,7_dunkel.png,32_dunkel.png,19_dunkel.png,10_dunkel.png,3_dunkel.png,21_dunkel.png,541891,542395,543299,543403,543457,543511,544411,NA,549781,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
23,1,8,subjective,3,70,16,16_mittel.png,us_first,cs_left,positive,Leben,word,picture,880,fmaske_10.bmp,fmaske_12.bmp,16,38,17,14,12,15,16_dunkel.png,38_dunkel.png,17_dunkel.png,14_dunkel.png,12_dunkel.png,15_dunkel.png,550313,550817,551721,551825,551899,551953,552833,NA,560419,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA
23,1,9,objective,2,80,38,38_hell.png,us_first,cs_left,negative,Schmerz,word,picture,870,fmaske_9.bmp,fmaske_1.bmp,16,38,31,36,15,17,16_dunkel.png,38_dunkel.png,31_dunkel.png,36_dunkel.png,15_dunkel.png,17_dunkel.png,560954,561458,562362,562466,562550,562604,NA,563474,571742,NA,NA,NA,NA,NA,NA,no,no,no,no,no,yes
23,1,10,subjective,1,80,38,38_dunkel.png,cs_first,cs_left,negative,9000.bmp,picture,picture,2370,fmaske_9.bmp,fmaske_12.bmp,14,12,38,17,36,15,14_dunkel.png,12_dunkel.png,38_dunkel.png,17_dunkel.png,36_dunkel.png,15_dunkel.png,NA,572387,573292,573396,573480,573534,575904,NA,579222,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA
23,1,11,subjective,1,100,39,39_dunkel.png,cs_first,cs_right,negative,Tod,word,picture,2350,fmaske_12.bmp,fmaske_2.bmp,33,39,11,13,22,8,33_dunkel.png,39_dunkel.png,11_dunkel.png,13_dunkel.png,22_dunkel.png,8_dunkel.png,NA,579758,580662,580766,580870,580924,583275,NA,586705,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA
23,1,12,objective,2,30,4,4_hell.png,us_first,cs_right,positive,Freund,word,picture,920,fmaske_1.bmp,fmaske_5.bmp,2,4,1,26,18,9,2_dunkel.png,4_dunkel.png,1_dunkel.png,26_dunkel.png,18_dunkel.png,9_dunkel.png,587238,587742,588646,588750,588784,588838,NA,589759,596941,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
23,1,13,subjective,2,80,31,31_hell.png,us_first,cs_right,negative,Horror,word,picture,870,fmaske_9.bmp,fmaske_7.bmp,40,31,30,38,15,16,40_dunkel.png,31_dunkel.png,30_dunkel.png,38_dunkel.png,15_dunkel.png,16_dunkel.png,597484,597988,598892,598996,599080,599134,600005,NA,603543,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
23,1,14,subjective,2,100,11,11_hell.png,us_first,cs_left,positive,8170.bmp,picture,picture,850,fmaske_11.bmp,fmaske_5.bmp,8,11,13,34,33,22,8_dunkel.png,11_dunkel.png,13_dunkel.png,34_dunkel.png,33_dunkel.png,22_dunkel.png,604187,604691,605595,605699,605803,605857,606707,NA,612567,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA
23,1,15,objective,3,60,29,29_mittel.png,cs_first,cs_left,positive,Spiel,word,picture,2390,fmaske_12.bmp,fmaske_4.bmp,29,3,20,10,27,32,29_dunkel.png,3_dunkel.png,20_dunkel.png,10_dunkel.png,27_dunkel.png,32_dunkel.png,NA,613110,614014,614118,614182,614236,NA,616626,620763,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
23,1,16,subjective,2,80,16,16_hell.png,cs_first,cs_left,positive,8200.bmp,picture,picture,2370,fmaske_6.bmp,fmaske_10.bmp,30,36,14,16,40,12,30_dunkel.png,36_dunkel.png,14_dunkel.png,16_dunkel.png,40_dunkel.png,12_dunkel.png,NA,621407,622311,622415,622499,622553,624923,NA,630597,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA
23,1,17,objective,2,70,14,14_hell.png,cs_first,cs_left,positive,5629.bmp,picture,picture,2380,fmaske_10.bmp,fmaske_10.bmp,16,36,12,31,14,40,16_dunkel.png,36_dunkel.png,12_dunkel.png,31_dunkel.png,14_dunkel.png,40_dunkel.png,NA,631240,632144,632248,632322,632376,NA,634756,636892,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no
23,1,18,subjective,2,90,33,33_hell.png,cs_first,cs_left,negative,8485.bmp,picture,picture,2360,fmaske_2.bmp,fmaske_1.bmp,13,33,28,37,8,22,13_dunkel.png,33_dunkel.png,28_dunkel.png,37_dunkel.png,8_dunkel.png,22_dunkel.png,NA,637559,638464,638568,638662,638716,641076,NA,649925,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
23,1,19,objective,2,30,25,25_hell.png,us_first,cs_right,positive,Meer,word,picture,920,fmaske_10.bmp,fmaske_6.bmp,18,25,1,26,9,2,18_dunkel.png,25_dunkel.png,1_dunkel.png,26_dunkel.png,9_dunkel.png,2_dunkel.png,650454,650958,651862,651966,652000,652054,NA,652975,655921,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
