subject_nr,cs_filename,eval_rating
23,35_dunkel.png,11
23,26_dunkel.png,17
23,36_dunkel.png,13
23,10_dunkel.png,16
23,2_dunkel.png,17
23,28_dunkel.png,5
23,18_dunkel.png,6
23,40_dunkel.png,12
23,6_dunkel.png,0
23,33_dunkel.png,17
23,19_dunkel.png,10
23,34_dunkel.png,12
23,20_dunkel.png,6
23,12_dunkel.png,15
23,17_dunkel.png,12
23,11_dunkel.png,16
23,37_dunkel.png,7
23,14_dunkel.png,8
23,9_dunkel.png,5
23,21_dunkel.png,9
23,31_dunkel.png,15
23,13_dunkel.png,1
23,5_dunkel.png,6
23,8_dunkel.png,4
23,30_dunkel.png,2
23,23_dunkel.png,5
23,29_dunkel.png,3
23,7_dunkel.png,11
23,4_dunkel.png,13
23,24_dunkel.png,14
23,16_dunkel.png,14
23,39_dunkel.png,11
23,32_dunkel.png,16
23,3_dunkel.png,4
23,27_dunkel.png,12
23,38_dunkel.png,17
23,22_dunkel.png,17
23,25_dunkel.png,17
23,1_dunkel.png,18
23,15_dunkel.png,8
