subject_nr,cs_filename,eval_rating
10,40_dunkel.png,5
10,37_dunkel.png,19
10,24_dunkel.png,13
10,28_dunkel.png,7
10,27_dunkel.png,14
10,17_dunkel.png,8
10,31_dunkel.png,16
10,4_dunkel.png,2
10,38_dunkel.png,16
10,2_dunkel.png,2
10,35_dunkel.png,1
10,1_dunkel.png,17
10,34_dunkel.png,13
10,9_dunkel.png,3
10,30_dunkel.png,1
10,21_dunkel.png,19
10,23_dunkel.png,17
10,26_dunkel.png,18
10,18_dunkel.png,12
10,13_dunkel.png,4
10,32_dunkel.png,10
10,39_dunkel.png,11
10,16_dunkel.png,5
10,14_dunkel.png,2
10,33_dunkel.png,4
10,29_dunkel.png,2
10,6_dunkel.png,1
10,22_dunkel.png,10
10,5_dunkel.png,1
10,25_dunkel.png,1
10,8_dunkel.png,3
10,11_dunkel.png,4
10,19_dunkel.png,4
10,20_dunkel.png,5
10,3_dunkel.png,1
10,10_dunkel.png,1
10,12_dunkel.png,12
10,7_dunkel.png,15
10,36_dunkel.png,1
10,15_dunkel.png,18
