subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
20,25_dunkel.png,no,no,yes,no
20,30_dunkel.png,yes,no,no,no
20,2_dunkel.png,yes,no,no,no
20,9_dunkel.png,yes,no,no,no
20,4_dunkel.png,yes,no,no,no
20,7_dunkel.png,yes,no,no,no
20,8_dunkel.png,no,no,yes,no
20,16_dunkel.png,no,yes,no,no
20,38_dunkel.png,no,no,yes,no
20,10_dunkel.png,no,no,yes,no
20,29_dunkel.png,yes,no,no,no
20,23_dunkel.png,no,yes,no,no
20,5_dunkel.png,no,yes,no,no
20,20_dunkel.png,no,yes,no,no
20,3_dunkel.png,yes,no,no,no
20,21_dunkel.png,yes,no,no,no
20,15_dunkel.png,yes,no,no,no
20,11_dunkel.png,no,no,yes,no
20,19_dunkel.png,no,no,yes,no
20,35_dunkel.png,no,no,yes,no
20,31_dunkel.png,yes,no,no,no
20,39_dunkel.png,no,no,yes,no
20,28_dunkel.png,yes,no,no,no
20,36_dunkel.png,yes,no,no,no
20,26_dunkel.png,yes,no,no,no
20,40_dunkel.png,yes,no,no,no
20,22_dunkel.png,yes,no,no,no
20,24_dunkel.png,yes,no,no,no
20,14_dunkel.png,no,no,yes,no
20,32_dunkel.png,no,yes,no,no
20,1_dunkel.png,no,yes,no,no
20,27_dunkel.png,yes,no,no,no
20,12_dunkel.png,no,yes,no,no
20,6_dunkel.png,no,no,yes,no
20,13_dunkel.png,no,no,yes,no
20,37_dunkel.png,no,no,yes,no
20,33_dunkel.png,no,no,yes,no
20,17_dunkel.png,no,no,yes,no
20,34_dunkel.png,no,no,yes,no
20,18_dunkel.png,no,no,yes,no
