subject_nr,cs_filename,eval_rating
5,40_dunkel.png,4
5,26_dunkel.png,4
5,16_dunkel.png,4
5,21_dunkel.png,4
5,1_dunkel.png,4
5,9_dunkel.png,3
5,25_dunkel.png,3
5,34_dunkel.png,3
5,22_dunkel.png,3
5,24_dunkel.png,3
5,36_dunkel.png,3
5,27_dunkel.png,3
5,39_dunkel.png,3
5,38_dunkel.png,3
5,19_dunkel.png,3
5,12_dunkel.png,3
5,20_dunkel.png,3
5,28_dunkel.png,3
5,3_dunkel.png,3
5,10_dunkel.png,3
5,18_dunkel.png,3
5,7_dunkel.png,3
5,5_dunkel.png,3
5,32_dunkel.png,3
5,15_dunkel.png,3
5,30_dunkel.png,3
5,6_dunkel.png,3
5,11_dunkel.png,3
5,37_dunkel.png,3
5,29_dunkel.png,3
5,4_dunkel.png,3
5,23_dunkel.png,3
5,33_dunkel.png,3
5,31_dunkel.png,3
5,35_dunkel.png,3
5,2_dunkel.png,3
5,13_dunkel.png,3
5,14_dunkel.png,3
5,8_dunkel.png,3
5,17_dunkel.png,3
