subject_nr,block_nr,trial_nr,trial_task,cs_contrast,cs_duration,cs_numbers,cs_filename,cs_us_order,cs_location,us_valence,us_filename,us_type,cs_w_us_type,us_duration,pre_mask,post_mask,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,id_opt_1_f,id_opt_2_f,id_opt_3_f,id_opt_4_f,id_opt_5_f,id_opt_6_f,slide_1,slide_2,slide_3,slide_4,slide_5,slide_6,time_subj,time_obj,time_blank,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6
22,1,0,objective,3,60,23,23_mittel.png,cs_first,cs_left,negative,Angst,word,picture,2390,fmaske_1.bmp,fmaske_2.bmp,23,18,5,1,4,25,23_dunkel.png,18_dunkel.png,5_dunkel.png,1_dunkel.png,4_dunkel.png,25_dunkel.png,NA,500728,501633,501737,501802,501857,NA,504248,511127,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no
22,1,1,objective,3,70,6,6_mittel.png,cs_first,cs_right,negative,Gemeinheit,word,picture,2380,fmaske_2.bmp,fmaske_8.bmp,6,32,20,3,21,7,6_dunkel.png,32_dunkel.png,20_dunkel.png,3_dunkel.png,21_dunkel.png,7_dunkel.png,NA,511663,512568,512673,512748,512803,NA,515185,521946,NA,NA,NA,NA,NA,NA,no,no,no,no,no,yes
22,1,2,objective,1,40,39,39_dunkel.png,us_first,cs_right,negative,Hektik,word,picture,910,fmaske_4.bmp,fmaske_9.bmp,33,22,28,39,13,24,33_dunkel.png,22_dunkel.png,28_dunkel.png,39_dunkel.png,13_dunkel.png,24_dunkel.png,522477,522982,523886,523992,524036,524092,NA,525003,528089,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no
22,1,3,subjective,2,60,35,35_hell.png,us_first,cs_right,positive,4622.bmp,picture,picture,890,fmaske_9.bmp,fmaske_2.bmp,5,4,35,23,2,1,5_dunkel.png,4_dunkel.png,35_dunkel.png,23_dunkel.png,2_dunkel.png,1_dunkel.png,528750,529255,530161,530265,530331,530385,531277,NA,536767,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
22,1,4,subjective,1,80,19,19_dunkel.png,us_first,cs_left,positive,Liebe,word,picture,870,fmaske_8.bmp,fmaske_5.bmp,32,21,19,10,20,7,32_dunkel.png,21_dunkel.png,19_dunkel.png,10_dunkel.png,20_dunkel.png,7_dunkel.png,537297,537802,538706,538812,538896,538952,539822,NA,545901,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA
22,1,5,objective,3,50,18,18_mittel.png,us_first,cs_left,negative,2141.bmp,picture,picture,900,fmaske_12.bmp,fmaske_5.bmp,23,18,4,26,35,2,23_dunkel.png,18_dunkel.png,4_dunkel.png,26_dunkel.png,35_dunkel.png,2_dunkel.png,546548,547053,547957,548063,548117,548172,NA,549073,553486,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
22,1,6,objective,2,70,19,19_hell.png,cs_first,cs_right,positive,Witz,word,picture,2380,fmaske_7.bmp,fmaske_8.bmp,6,19,27,10,7,32,6_dunkel.png,19_dunkel.png,27_dunkel.png,10_dunkel.png,7_dunkel.png,32_dunkel.png,NA,554014,554918,555024,555098,555153,NA,557535,559988,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
22,1,7,subjective,1,90,40,40_dunkel.png,cs_first,cs_right,positive,5629.bmp,picture,picture,2360,fmaske_10.bmp,fmaske_6.bmp,40,31,16,12,38,15,40_dunkel.png,31_dunkel.png,16_dunkel.png,12_dunkel.png,38_dunkel.png,15_dunkel.png,NA,560631,561536,561641,561736,561792,564153,NA,567833,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA
22,1,8,objective,2,60,5,5_hell.png,us_first,cs_left,negative,Sadist,word,picture,890,fmaske_5.bmp,fmaske_12.bmp,4,25,5,35,9,26,4_dunkel.png,25_dunkel.png,5_dunkel.png,35_dunkel.png,9_dunkel.png,26_dunkel.png,568362,568867,569773,569877,569943,569997,NA,570888,572945,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
22,1,9,objective,2,90,30,30_hell.png,us_first,cs_left,negative,9520.bmp,picture,picture,860,fmaske_9.bmp,fmaske_1.bmp,17,36,12,30,15,40,17_dunkel.png,36_dunkel.png,12_dunkel.png,30_dunkel.png,15_dunkel.png,40_dunkel.png,573612,574116,575022,575126,575222,575276,NA,576137,578308,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
22,1,10,subjective,1,90,36,36_dunkel.png,cs_first,cs_left,negative,9006.bmp,picture,picture,2360,fmaske_3.bmp,fmaske_2.bmp,31,40,12,14,15,36,31_dunkel.png,40_dunkel.png,12_dunkel.png,14_dunkel.png,15_dunkel.png,36_dunkel.png,NA,578957,579863,579967,580062,580117,582478,NA,585856,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA
22,1,11,subjective,3,100,36,36_mittel.png,cs_first,cs_left,negative,1525.bmp,picture,picture,2350,fmaske_9.bmp,fmaske_1.bmp,40,12,30,14,16,36,40_dunkel.png,12_dunkel.png,30_dunkel.png,14_dunkel.png,16_dunkel.png,36_dunkel.png,NA,586510,587414,587519,587624,587679,590030,NA,595368,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA
