subject_nr,cs_filename,eval_rating
1,40_dunkel.png,8
1,38_dunkel.png,13
1,19_dunkel.png,8
1,35_dunkel.png,12
1,7_dunkel.png,15
1,21_dunkel.png,15
1,14_dunkel.png,4
1,10_dunkel.png,4
1,26_dunkel.png,16
1,6_dunkel.png,3
1,2_dunkel.png,15
1,16_dunkel.png,15
1,11_dunkel.png,15
1,9_dunkel.png,15
1,34_dunkel.png,16
1,23_dunkel.png,17
1,12_dunkel.png,14
1,25_dunkel.png,6
1,3_dunkel.png,4
1,36_dunkel.png,6
1,29_dunkel.png,16
1,31_dunkel.png,17
1,15_dunkel.png,16
1,4_dunkel.png,16
1,17_dunkel.png,7
1,22_dunkel.png,14
1,5_dunkel.png,16
1,39_dunkel.png,17
1,8_dunkel.png,14
1,37_dunkel.png,17
1,28_dunkel.png,17
1,30_dunkel.png,16
1,20_dunkel.png,15
1,1_dunkel.png,17
1,13_dunkel.png,6
1,33_dunkel.png,16
1,18_dunkel.png,6
1,32_dunkel.png,16
1,27_dunkel.png,15
1,24_dunkel.png,11
