subject_nr,cs_filename,eval_rating
3,33_dunkel.png,19
3,24_dunkel.png,19
3,31_dunkel.png,19
3,22_dunkel.png,19
3,18_dunkel.png,19
3,3_dunkel.png,18
3,15_dunkel.png,19
3,30_dunkel.png,18
3,5_dunkel.png,19
3,6_dunkel.png,19
3,19_dunkel.png,19
3,36_dunkel.png,18
3,8_dunkel.png,17
3,26_dunkel.png,19
3,17_dunkel.png,19
3,28_dunkel.png,17
3,16_dunkel.png,18
3,38_dunkel.png,19
3,10_dunkel.png,19
3,9_dunkel.png,18
3,4_dunkel.png,18
3,13_dunkel.png,19
3,27_dunkel.png,19
3,29_dunkel.png,19
3,40_dunkel.png,19
3,39_dunkel.png,19
3,34_dunkel.png,18
3,14_dunkel.png,19
3,37_dunkel.png,19
3,23_dunkel.png,19
3,21_dunkel.png,19
3,32_dunkel.png,19
3,25_dunkel.png,19
3,2_dunkel.png,19
3,12_dunkel.png,19
3,35_dunkel.png,16
3,1_dunkel.png,19
3,20_dunkel.png,19
3,7_dunkel.png,19
3,11_dunkel.png,18
