subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
6,40_dunkel.png,no,no,no,yes
6,11_dunkel.png,no,no,no,yes
6,34_dunkel.png,no,no,yes,no
6,35_dunkel.png,no,no,no,yes
6,31_dunkel.png,no,no,no,yes
6,36_dunkel.png,no,no,no,yes
6,24_dunkel.png,no,no,no,yes
6,1_dunkel.png,no,no,no,yes
6,22_dunkel.png,no,no,no,yes
6,4_dunkel.png,no,no,no,yes
6,14_dunkel.png,no,no,no,yes
6,2_dunkel.png,no,no,no,yes
6,15_dunkel.png,no,no,no,yes
6,23_dunkel.png,no,no,no,yes
6,6_dunkel.png,no,no,no,yes
6,25_dunkel.png,no,no,no,yes
6,33_dunkel.png,no,yes,no,no
6,5_dunkel.png,no,no,no,yes
6,18_dunkel.png,no,no,no,yes
6,38_dunkel.png,no,no,no,yes
6,12_dunkel.png,no,no,no,yes
6,21_dunkel.png,no,no,no,yes
6,26_dunkel.png,no,no,no,yes
6,28_dunkel.png,no,no,no,yes
6,3_dunkel.png,no,no,no,yes
6,32_dunkel.png,no,no,no,yes
6,7_dunkel.png,no,no,no,yes
6,37_dunkel.png,no,no,no,yes
6,9_dunkel.png,no,no,no,yes
6,29_dunkel.png,no,no,no,yes
6,20_dunkel.png,no,no,no,yes
6,30_dunkel.png,no,no,no,yes
6,27_dunkel.png,no,no,no,yes
6,8_dunkel.png,no,no,no,yes
6,10_dunkel.png,no,no,no,yes
6,17_dunkel.png,no,no,no,yes
6,13_dunkel.png,no,no,no,yes
6,39_dunkel.png,no,no,no,yes
6,19_dunkel.png,no,no,no,yes
6,16_dunkel.png,no,no,no,yes
