subject_nr,cs_filename,eval_rating
32,35_dunkel.png,5
32,21_dunkel.png,6
32,27_dunkel.png,4
32,22_dunkel.png,6
32,18_dunkel.png,5
32,12_dunkel.png,7
32,39_dunkel.png,8
32,9_dunkel.png,8
32,20_dunkel.png,7
32,25_dunkel.png,7
32,26_dunkel.png,12
32,29_dunkel.png,8
32,3_dunkel.png,5
32,37_dunkel.png,3
32,34_dunkel.png,11
32,13_dunkel.png,8
32,7_dunkel.png,2
32,40_dunkel.png,6
32,14_dunkel.png,9
32,31_dunkel.png,11
32,6_dunkel.png,6
32,24_dunkel.png,12
32,2_dunkel.png,10
32,11_dunkel.png,9
32,17_dunkel.png,7
32,15_dunkel.png,8
32,10_dunkel.png,5
32,19_dunkel.png,5
32,5_dunkel.png,4
32,16_dunkel.png,4
32,36_dunkel.png,1
32,1_dunkel.png,14
32,23_dunkel.png,6
32,38_dunkel.png,9
32,4_dunkel.png,9
32,30_dunkel.png,7
32,32_dunkel.png,9
32,28_dunkel.png,6
32,33_dunkel.png,14
32,8_dunkel.png,8
