subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
29,11_dunkel.png,no,yes,no,no
29,26_dunkel.png,yes,no,no,no
29,39_dunkel.png,no,no,yes,no
29,16_dunkel.png,no,yes,no,no
29,18_dunkel.png,no,yes,no,no
29,9_dunkel.png,no,yes,no,no
29,15_dunkel.png,yes,no,no,no
29,25_dunkel.png,no,no,yes,no
29,23_dunkel.png,no,no,yes,no
29,14_dunkel.png,no,yes,no,no
29,33_dunkel.png,yes,no,no,no
29,38_dunkel.png,no,yes,no,no
29,10_dunkel.png,no,yes,no,no
29,1_dunkel.png,no,no,yes,no
29,31_dunkel.png,yes,no,no,no
29,35_dunkel.png,no,yes,no,no
29,27_dunkel.png,yes,no,no,no
29,2_dunkel.png,no,yes,no,no
29,40_dunkel.png,no,no,yes,no
29,13_dunkel.png,no,no,yes,no
29,8_dunkel.png,no,yes,no,no
29,24_dunkel.png,yes,no,no,no
29,36_dunkel.png,no,no,yes,no
29,12_dunkel.png,no,no,yes,no
29,30_dunkel.png,no,no,yes,no
29,4_dunkel.png,no,no,yes,no
29,6_dunkel.png,no,yes,no,no
29,32_dunkel.png,yes,no,no,no
29,7_dunkel.png,yes,no,no,no
29,37_dunkel.png,no,no,yes,no
29,3_dunkel.png,no,yes,no,no
29,22_dunkel.png,no,no,yes,no
29,17_dunkel.png,no,no,yes,no
29,21_dunkel.png,no,yes,no,no
29,29_dunkel.png,no,yes,no,no
29,28_dunkel.png,no,yes,no,no
29,20_dunkel.png,no,no,yes,no
29,5_dunkel.png,no,yes,no,no
29,34_dunkel.png,yes,no,no,no
29,19_dunkel.png,no,no,yes,no
