subject_nr,cs_filename,eval_rating
6,20_dunkel.png,8
6,32_dunkel.png,12
6,19_dunkel.png,6
6,23_dunkel.png,10
6,29_dunkel.png,5
6,14_dunkel.png,2
6,6_dunkel.png,1
6,8_dunkel.png,4
6,2_dunkel.png,14
6,38_dunkel.png,13
6,12_dunkel.png,10
6,30_dunkel.png,6
6,27_dunkel.png,0
6,7_dunkel.png,8
6,28_dunkel.png,3
6,33_dunkel.png,17
6,22_dunkel.png,6
6,25_dunkel.png,4
6,16_dunkel.png,10
6,40_dunkel.png,7
6,36_dunkel.png,5
6,35_dunkel.png,8
6,37_dunkel.png,8
6,24_dunkel.png,11
6,31_dunkel.png,18
6,9_dunkel.png,7
6,17_dunkel.png,6
6,18_dunkel.png,5
6,3_dunkel.png,6
6,39_dunkel.png,11
6,4_dunkel.png,10
6,5_dunkel.png,7
6,11_dunkel.png,8
6,26_dunkel.png,13
6,13_dunkel.png,3
6,21_dunkel.png,6
6,15_dunkel.png,8
6,10_dunkel.png,7
6,1_dunkel.png,16
6,34_dunkel.png,17
