subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
13,2_dunkel.png,no,no,no,yes
13,15_dunkel.png,yes,no,no,no
13,25_dunkel.png,no,no,yes,no
13,9_dunkel.png,no,no,yes,no
13,32_dunkel.png,no,yes,no,no
13,5_dunkel.png,no,yes,no,no
13,24_dunkel.png,yes,no,no,no
13,17_dunkel.png,no,no,no,yes
13,4_dunkel.png,no,no,yes,no
13,39_dunkel.png,no,no,no,yes
13,21_dunkel.png,no,no,no,yes
13,3_dunkel.png,no,no,no,yes
13,26_dunkel.png,no,yes,no,no
13,14_dunkel.png,no,no,no,yes
13,22_dunkel.png,no,no,yes,no
13,8_dunkel.png,no,yes,no,no
13,6_dunkel.png,no,no,no,yes
13,30_dunkel.png,no,yes,no,no
13,34_dunkel.png,no,yes,no,no
13,20_dunkel.png,no,no,no,yes
13,40_dunkel.png,no,no,yes,no
13,37_dunkel.png,no,no,yes,no
13,29_dunkel.png,no,no,yes,no
13,31_dunkel.png,no,yes,no,no
13,10_dunkel.png,no,no,yes,no
13,38_dunkel.png,no,no,yes,no
13,35_dunkel.png,no,no,yes,no
13,1_dunkel.png,no,yes,no,no
13,18_dunkel.png,no,no,yes,no
13,27_dunkel.png,no,yes,no,no
13,11_dunkel.png,no,no,no,yes
13,33_dunkel.png,no,yes,no,no
13,13_dunkel.png,no,no,no,yes
13,28_dunkel.png,no,no,yes,no
13,7_dunkel.png,no,yes,no,no
13,36_dunkel.png,no,no,no,yes
13,16_dunkel.png,no,no,yes,no
13,12_dunkel.png,no,no,no,yes
13,19_dunkel.png,no,no,no,yes
13,23_dunkel.png,no,no,no,yes
