subject_nr,block_nr,trial_nr,trial_task,cs_contrast,cs_duration,cs_numbers,cs_filename,cs_us_order,cs_location,us_valence,us_filename,us_type,cs_w_us_type,us_duration,pre_mask,post_mask,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,id_opt_1_f,id_opt_2_f,id_opt_3_f,id_opt_4_f,id_opt_5_f,id_opt_6_f,slide_1,slide_2,slide_3,slide_4,slide_5,slide_6,time_subj,time_obj,time_blank,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6
20,1,0,subjective,1,90,14,14_dunkel.png,cs_first,cs_right,positive,5629.bmp,picture,picture,2360,fmaske_7.bmp,fmaske_4.bmp,31,15,17,16,38,14,31_dunkel.png,15_dunkel.png,17_dunkel.png,16_dunkel.png,38_dunkel.png,14_dunkel.png,NA,456853,457757,457861,457955,458009,460370,NA,470457,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
20,1,1,subjective,2,40,22,22_hell.png,cs_first,cs_right,positive,7330.bmp,picture,picture,2410,fmaske_1.bmp,fmaske_2.bmp,24,11,39,34,22,13,24_dunkel.png,11_dunkel.png,39_dunkel.png,34_dunkel.png,22_dunkel.png,13_dunkel.png,NA,471112,472016,472120,472164,472218,474629,NA,481749,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
20,1,2,subjective,3,30,33,33_mittel.png,cs_first,cs_right,negative,9404.bmp,picture,picture,2420,fmaske_11.bmp,fmaske_12.bmp,11,28,8,33,24,37,11_dunkel.png,28_dunkel.png,8_dunkel.png,33_dunkel.png,24_dunkel.png,37_dunkel.png,NA,482393,483298,483402,483436,483490,485911,NA,490824,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
20,1,3,objective,1,80,3,3_dunkel.png,cs_first,cs_left,positive,1650.bmp,picture,picture,2370,fmaske_8.bmp,fmaske_7.bmp,3,20,21,6,10,19,3_dunkel.png,20_dunkel.png,21_dunkel.png,6_dunkel.png,10_dunkel.png,19_dunkel.png,NA,491466,492370,492474,492558,492612,NA,494982,503144,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
20,1,4,subjective,2,50,35,35_hell.png,us_first,cs_right,positive,8496.bmp,picture,picture,900,fmaske_8.bmp,fmaske_3.bmp,4,25,5,26,35,1,4_dunkel.png,25_dunkel.png,5_dunkel.png,26_dunkel.png,35_dunkel.png,1_dunkel.png,503807,504311,505215,505319,505373,505427,506328,NA,509482,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
20,1,5,objective,1,60,9,9_dunkel.png,us_first,cs_left,negative,Wahnsinn,word,picture,890,fmaske_10.bmp,fmaske_11.bmp,4,35,1,9,2,5,4_dunkel.png,35_dunkel.png,1_dunkel.png,9_dunkel.png,2_dunkel.png,5_dunkel.png,510013,510517,511421,511525,511590,511644,NA,512534,515563,NA,NA,NA,NA,NA,NA,no,no,no,no,no,yes
20,1,6,subjective,3,30,37,37_mittel.png,cs_first,cs_left,positive,Leben,word,picture,2420,fmaske_1.bmp,fmaske_8.bmp,13,33,28,37,34,24,13_dunkel.png,33_dunkel.png,28_dunkel.png,37_dunkel.png,34_dunkel.png,24_dunkel.png,NA,516102,517006,517110,517144,517198,519618,NA,520939,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
20,1,7,subjective,2,40,8,8_hell.png,cs_first,cs_left,positive,2660.bmp,picture,picture,2410,fmaske_9.bmp,fmaske_5.bmp,8,13,11,39,37,28,8_dunkel.png,13_dunkel.png,11_dunkel.png,39_dunkel.png,37_dunkel.png,28_dunkel.png,NA,521581,522485,522589,522633,522687,525097,NA,526228,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
20,1,8,objective,1,70,21,21_dunkel.png,cs_first,cs_left,negative,9560.bmp,picture,picture,2380,fmaske_6.bmp,fmaske_8.bmp,21,20,27,29,32,7,21_dunkel.png,20_dunkel.png,27_dunkel.png,29_dunkel.png,32_dunkel.png,7_dunkel.png,NA,526869,527773,527877,527951,528005,NA,530385,531396,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
20,1,9,subjective,1,80,19,19_dunkel.png,cs_first,cs_right,positive,8170.bmp,picture,picture,2370,fmaske_3.bmp,fmaske_9.bmp,20,7,10,19,6,21,20_dunkel.png,7_dunkel.png,10_dunkel.png,19_dunkel.png,6_dunkel.png,21_dunkel.png,NA,532037,532941,533045,533129,533183,535554,NA,536307,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
