subject_nr,cs_filename,eval_rating
9,35_dunkel.png,4
9,2_dunkel.png,13
9,37_dunkel.png,13
9,23_dunkel.png,10
9,5_dunkel.png,10
9,33_dunkel.png,12
9,32_dunkel.png,12
9,9_dunkel.png,11
9,17_dunkel.png,10
9,26_dunkel.png,14
9,36_dunkel.png,8
9,30_dunkel.png,5
9,16_dunkel.png,9
9,15_dunkel.png,9
9,3_dunkel.png,4
9,28_dunkel.png,8
9,4_dunkel.png,11
9,7_dunkel.png,12
9,25_dunkel.png,9
9,39_dunkel.png,9
9,20_dunkel.png,7
9,31_dunkel.png,14
9,1_dunkel.png,14
9,12_dunkel.png,15
9,18_dunkel.png,6
9,6_dunkel.png,4
9,11_dunkel.png,15
9,10_dunkel.png,14
9,34_dunkel.png,12
9,24_dunkel.png,12
9,22_dunkel.png,12
9,13_dunkel.png,9
9,29_dunkel.png,8
9,14_dunkel.png,7
9,8_dunkel.png,7
9,27_dunkel.png,14
9,40_dunkel.png,11
9,38_dunkel.png,17
9,21_dunkel.png,17
9,19_dunkel.png,7
