subject_nr,cs_filename,eval_rating
29,25_dunkel.png,9
29,39_dunkel.png,9
29,11_dunkel.png,7
29,38_dunkel.png,14
29,28_dunkel.png,4
29,15_dunkel.png,9
29,8_dunkel.png,9
29,14_dunkel.png,7
29,31_dunkel.png,13
29,5_dunkel.png,14
29,7_dunkel.png,14
29,1_dunkel.png,13
29,13_dunkel.png,7
29,36_dunkel.png,9
29,12_dunkel.png,10
29,34_dunkel.png,10
29,9_dunkel.png,6
29,23_dunkel.png,5
29,6_dunkel.png,5
29,17_dunkel.png,9
29,40_dunkel.png,9
29,16_dunkel.png,11
29,29_dunkel.png,7
29,30_dunkel.png,7
29,22_dunkel.png,14
29,4_dunkel.png,10
29,37_dunkel.png,11
29,2_dunkel.png,15
29,26_dunkel.png,15
29,24_dunkel.png,5
29,33_dunkel.png,11
29,19_dunkel.png,7
29,18_dunkel.png,11
29,10_dunkel.png,8
29,27_dunkel.png,13
29,20_dunkel.png,9
29,21_dunkel.png,14
29,35_dunkel.png,10
29,3_dunkel.png,10
29,32_dunkel.png,12
