subject_nr,cs_filename,eval_rating
14,38_dunkel.png,9
14,25_dunkel.png,0
14,9_dunkel.png,4
14,28_dunkel.png,1
14,22_dunkel.png,6
14,17_dunkel.png,1
14,29_dunkel.png,1
14,33_dunkel.png,1
14,11_dunkel.png,3
14,23_dunkel.png,1
14,5_dunkel.png,1
14,31_dunkel.png,7
14,19_dunkel.png,4
14,32_dunkel.png,14
14,18_dunkel.png,1
14,3_dunkel.png,0
14,10_dunkel.png,0
14,16_dunkel.png,7
14,39_dunkel.png,1
14,20_dunkel.png,1
14,36_dunkel.png,1
14,21_dunkel.png,6
14,14_dunkel.png,0
14,34_dunkel.png,1
14,40_dunkel.png,1
14,30_dunkel.png,1
14,7_dunkel.png,1
14,12_dunkel.png,7
14,8_dunkel.png,2
14,27_dunkel.png,6
14,4_dunkel.png,1
14,26_dunkel.png,14
14,24_dunkel.png,0
14,35_dunkel.png,0
14,37_dunkel.png,0
14,15_dunkel.png,7
14,1_dunkel.png,8
14,6_dunkel.png,0
14,13_dunkel.png,0
14,2_dunkel.png,0
