subject_nr,cs_filename,eval_rating
8,33_dunkel.png,9
8,24_dunkel.png,6
8,38_dunkel.png,6
8,14_dunkel.png,8
8,3_dunkel.png,7
8,34_dunkel.png,5
8,10_dunkel.png,6
8,39_dunkel.png,8
8,18_dunkel.png,7
8,26_dunkel.png,14
8,25_dunkel.png,7
8,4_dunkel.png,8
8,23_dunkel.png,5
8,35_dunkel.png,5
8,20_dunkel.png,4
8,30_dunkel.png,3
8,22_dunkel.png,7
8,2_dunkel.png,13
8,13_dunkel.png,6
8,1_dunkel.png,14
8,28_dunkel.png,6
8,21_dunkel.png,6
8,12_dunkel.png,13
8,40_dunkel.png,7
8,5_dunkel.png,6
8,32_dunkel.png,6
8,9_dunkel.png,6
8,19_dunkel.png,3
8,7_dunkel.png,6
8,31_dunkel.png,12
8,17_dunkel.png,6
8,29_dunkel.png,5
8,16_dunkel.png,5
8,15_dunkel.png,6
8,6_dunkel.png,7
8,37_dunkel.png,4
8,11_dunkel.png,4
8,8_dunkel.png,5
8,27_dunkel.png,12
8,36_dunkel.png,3
