subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
16,34_dunkel.png,no,yes,no,no
16,35_dunkel.png,no,no,no,yes
16,20_dunkel.png,no,no,no,yes
16,17_dunkel.png,no,no,no,yes
16,22_dunkel.png,no,yes,no,no
16,23_dunkel.png,no,no,no,yes
16,28_dunkel.png,no,yes,no,no
16,30_dunkel.png,no,no,no,yes
16,18_dunkel.png,no,no,no,yes
16,39_dunkel.png,no,no,no,yes
16,36_dunkel.png,no,no,no,yes
16,33_dunkel.png,no,no,yes,no
16,27_dunkel.png,no,yes,no,no
16,7_dunkel.png,no,yes,no,no
16,26_dunkel.png,no,yes,no,no
16,5_dunkel.png,no,yes,no,no
16,24_dunkel.png,no,no,no,yes
16,3_dunkel.png,no,no,no,yes
16,9_dunkel.png,no,no,no,yes
16,31_dunkel.png,no,no,no,yes
16,16_dunkel.png,no,no,no,yes
16,37_dunkel.png,no,no,no,yes
16,2_dunkel.png,no,no,no,yes
16,21_dunkel.png,no,yes,no,no
16,11_dunkel.png,no,no,no,yes
16,10_dunkel.png,no,no,no,yes
16,8_dunkel.png,no,no,no,yes
16,15_dunkel.png,no,no,no,yes
16,32_dunkel.png,no,no,no,yes
16,14_dunkel.png,no,no,no,yes
16,6_dunkel.png,no,no,yes,no
16,19_dunkel.png,no,no,no,yes
16,29_dunkel.png,no,no,no,yes
16,40_dunkel.png,no,no,no,yes
16,38_dunkel.png,no,no,no,yes
16,25_dunkel.png,no,no,no,yes
16,4_dunkel.png,yes,no,no,no
16,13_dunkel.png,no,no,no,yes
16,1_dunkel.png,no,no,no,yes
16,12_dunkel.png,no,no,no,yes
