subject_nr,cs_filename,eval_rating
11,24_dunkel.png,3
11,27_dunkel.png,3
11,31_dunkel.png,12
11,20_dunkel.png,6
11,17_dunkel.png,2
11,9_dunkel.png,3
11,6_dunkel.png,14
11,19_dunkel.png,7
11,37_dunkel.png,10
11,26_dunkel.png,19
11,10_dunkel.png,14
11,11_dunkel.png,12
11,18_dunkel.png,7
11,23_dunkel.png,9
11,32_dunkel.png,12
11,40_dunkel.png,2
11,7_dunkel.png,19
11,13_dunkel.png,14
11,38_dunkel.png,16
11,33_dunkel.png,18
11,15_dunkel.png,19
11,4_dunkel.png,19
11,34_dunkel.png,19
11,29_dunkel.png,13
11,1_dunkel.png,19
11,16_dunkel.png,11
11,28_dunkel.png,7
11,36_dunkel.png,5
11,35_dunkel.png,1
11,2_dunkel.png,19
11,30_dunkel.png,9
11,5_dunkel.png,19
11,21_dunkel.png,14
11,22_dunkel.png,17
11,39_dunkel.png,17
11,3_dunkel.png,6
11,8_dunkel.png,14
11,12_dunkel.png,19
11,14_dunkel.png,13
11,25_dunkel.png,16
