subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
26,5_dunkel.png,no,no,no,yes
26,35_dunkel.png,no,no,yes,no
26,2_dunkel.png,no,no,yes,no
26,37_dunkel.png,no,no,yes,no
26,20_dunkel.png,no,no,yes,no
26,28_dunkel.png,no,no,yes,no
26,17_dunkel.png,no,no,yes,no
26,36_dunkel.png,no,no,yes,no
26,13_dunkel.png,no,no,yes,no
26,39_dunkel.png,no,no,yes,no
26,24_dunkel.png,no,no,no,yes
26,21_dunkel.png,no,no,no,yes
26,19_dunkel.png,no,no,no,yes
26,6_dunkel.png,no,no,no,yes
26,27_dunkel.png,no,no,no,yes
26,16_dunkel.png,no,no,yes,no
26,9_dunkel.png,no,no,no,yes
26,30_dunkel.png,no,no,no,yes
26,15_dunkel.png,no,no,yes,no
26,33_dunkel.png,no,no,yes,no
26,26_dunkel.png,no,no,yes,no
26,25_dunkel.png,no,no,yes,no
26,1_dunkel.png,no,no,yes,no
26,4_dunkel.png,no,no,yes,no
26,14_dunkel.png,no,no,yes,no
26,23_dunkel.png,no,no,yes,no
26,32_dunkel.png,no,no,yes,no
26,40_dunkel.png,no,no,yes,no
26,34_dunkel.png,no,no,yes,no
26,11_dunkel.png,no,no,yes,no
26,29_dunkel.png,no,no,yes,no
26,8_dunkel.png,no,no,yes,no
26,10_dunkel.png,no,no,yes,no
26,18_dunkel.png,no,no,no,yes
26,38_dunkel.png,no,no,no,yes
26,7_dunkel.png,no,no,yes,no
26,22_dunkel.png,no,no,no,yes
26,3_dunkel.png,no,no,no,yes
26,12_dunkel.png,no,no,no,yes
26,31_dunkel.png,no,no,no,yes
