subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
21,37_dunkel.png,no,yes,no,no
21,1_dunkel.png,no,yes,no,no
21,24_dunkel.png,no,yes,no,no
21,26_dunkel.png,no,no,yes,no
21,31_dunkel.png,no,no,yes,no
21,19_dunkel.png,no,no,no,yes
21,7_dunkel.png,no,no,no,yes
21,4_dunkel.png,no,yes,no,no
21,16_dunkel.png,no,no,yes,no
21,25_dunkel.png,no,no,no,yes
21,13_dunkel.png,no,no,no,yes
21,18_dunkel.png,no,no,no,yes
21,30_dunkel.png,no,yes,no,no
21,5_dunkel.png,no,no,yes,no
21,17_dunkel.png,no,no,no,yes
21,11_dunkel.png,yes,no,no,no
21,29_dunkel.png,no,no,yes,no
21,10_dunkel.png,no,yes,no,no
21,21_dunkel.png,yes,no,no,no
21,32_dunkel.png,no,no,yes,no
21,39_dunkel.png,no,no,yes,no
21,14_dunkel.png,no,no,no,yes
21,23_dunkel.png,no,no,no,yes
21,3_dunkel.png,no,no,no,yes
21,40_dunkel.png,no,no,no,yes
21,36_dunkel.png,no,no,yes,no
21,22_dunkel.png,no,no,no,yes
21,12_dunkel.png,no,no,no,yes
21,28_dunkel.png,no,yes,no,no
21,27_dunkel.png,no,no,yes,no
21,38_dunkel.png,no,no,no,yes
21,6_dunkel.png,no,no,no,yes
21,2_dunkel.png,no,no,yes,no
21,20_dunkel.png,no,no,yes,no
21,35_dunkel.png,no,no,yes,no
21,8_dunkel.png,no,no,yes,no
21,34_dunkel.png,no,yes,no,no
21,9_dunkel.png,no,no,no,yes
21,15_dunkel.png,no,no,yes,no
21,33_dunkel.png,no,yes,no,no
