subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
23,6_dunkel.png,no,no,no,yes
23,13_dunkel.png,no,no,yes,no
23,20_dunkel.png,no,yes,no,no
23,31_dunkel.png,yes,no,no,no
23,2_dunkel.png,yes,no,no,no
23,24_dunkel.png,no,yes,no,no
23,37_dunkel.png,no,no,yes,no
23,22_dunkel.png,no,no,yes,no
23,9_dunkel.png,no,no,yes,no
23,27_dunkel.png,no,yes,no,no
23,21_dunkel.png,no,yes,no,no
23,15_dunkel.png,no,yes,no,no
23,30_dunkel.png,no,no,yes,no
23,3_dunkel.png,no,no,yes,no
23,26_dunkel.png,yes,no,no,no
23,19_dunkel.png,no,no,yes,no
23,8_dunkel.png,no,no,no,yes
23,33_dunkel.png,yes,no,no,no
23,35_dunkel.png,no,no,yes,no
23,1_dunkel.png,no,yes,no,no
23,36_dunkel.png,no,no,no,yes
23,38_dunkel.png,no,yes,no,no
23,25_dunkel.png,no,no,yes,no
23,10_dunkel.png,no,no,yes,no
23,29_dunkel.png,no,no,no,yes
23,32_dunkel.png,no,yes,no,no
23,23_dunkel.png,no,no,no,yes
23,5_dunkel.png,no,no,no,yes
23,34_dunkel.png,no,yes,no,no
23,14_dunkel.png,no,no,yes,no
23,4_dunkel.png,no,no,no,yes
23,40_dunkel.png,no,yes,no,no
23,16_dunkel.png,no,no,yes,no
23,39_dunkel.png,no,no,no,yes
23,17_dunkel.png,no,no,yes,no
23,18_dunkel.png,no,no,yes,no
23,7_dunkel.png,no,yes,no,no
23,11_dunkel.png,no,no,yes,no
23,28_dunkel.png,no,no,no,yes
23,12_dunkel.png,no,no,yes,no
